"question","option1","option2","option3","option4","answer","explanation","difficulty"
"Où se forment initialement les testicules pendant le développement embryonnaire ?","Région pelvienne","Région lombaire","Scrotum","Région périnéale","2","Le document précise que les testicules dérivent du mésoblaste et se développent initialement dans la région lombaire.","Easy"
"À partir de quel mois débute la descente testiculaire ?","1er mois","3e mois","5e mois","7e mois","2","Le document indique que la descente vers la bourse commence à partir du 3e mois.","Easy"
"Par quelle structure anatomique les testicules passent-ils lors de leur descente ?","Canal anal","Canal inguinal","Canal fémoral","Urètre","2","Le document explique que les testicules traversent le canal inguinal pour atteindre la bourse.","Easy"
"Pourquoi les testicules se trouvent-ils dans le scrotum ?","Produire plus d’hormones","Permettre la spermatogenèse thermo-dépendante","Faciliter la miction","Augmenter la taille du pénis","2","La spermatogenèse est thermo-dépendante et nécessite une température plus basse que celle du corps.","Easy"
"Quel est le taux d’anomalie de migration chez les prématurés ?","2%","5%","20%","30%","3","Le document précise que 20% des prématurés présentent une anomalie de migration testiculaire.","Easy"
"Quel terme désigne un testicule qui n’a pas accompli son trajet normal ?","Ectopie","Cryptorchidie","Anorchidie","Hydrocèle","2","La cryptorchidie correspond au défaut de migration testiculaire.","Easy"
"Quel terme désigne une position anormale du testicule en dehors de son trajet ?","Cryptorchidie","Ectopie testiculaire","Varicocèle","Hydrocèle","2","L’ectopie testiculaire correspond à une déviation du trajet normal.","Easy"
"Quel risque apparaît si l’anomalie de migration n’est pas traitée longtemps ?","Hypertension","Cancer testiculaire","Diabète","Insuffisance rénale","2","Le document indique un risque de dégénérescence tumorale vers 25-30 ans.","Medium"
"Quel muscle peut faire remonter le testicule lors d’un stress ou d’un froid ?","Muscle dartos","Muscle crémaster","Muscle psoas","Muscle transverse","2","Le muscle crémaster se contracte lors de stimulation et fait remonter le testicule.","Easy"
"Quelle conséquence peut apparaître sur la fertilité ?","Hyperfertilité","Hypofertilité ou stérilité","Aucune conséquence","Augmentation de spermatozoïdes","2","Les anomalies touchent les spermatogonies, tubes séminifères et cellules de Leydig.","Medium"
"Quel examen permet de localiser un testicule intra-abdominal ?","Radiographie","Coelioscopie","IRM cérébrale","ECG","2","La coelioscopie est décrite comme l’examen clé.","Medium"
"Quel signe clinique correspond à un scrotum jamais occupé par un testicule ?","Hypertrophie","Hypoplasie scrotale","Hydrocèle","Varicocèle","2","Le document parle d’hypoplasie scrotale.","Easy"
"Que signifie monorchidie ?","Absence de deux testicules","Absence d’un testicule","Testicule ectopique","Testicule rétractile","2","La monorchidie correspond à l’agénésie d’un testicule.","Easy"
"Que signifie anorchidie ?","Absence bilatérale de testicules","Testicule rétractile","Ectopie unilatérale","Torsion testiculaire","1","Le document décrit l’absence bilatérale comme anorchidie.","Easy"
"Quel test biologique permet de détecter la présence de tissu testiculaire ?","Dosage glucose","Test aux gonadostimulines","Bilan lipidique","Dosage créatinine","2","Ce test mesure l’augmentation de la testostérone.","Medium"
"Que signifie une augmentation de testostérone après stimulation hormonale ?","Absence de testicule","Présence de testicule caché","Cancer testiculaire","Infection","2","Une augmentation indique la présence de tissu testiculaire intra-abdominal.","Medium"
"Quelle est la conséquence d’un retard de traitement après 2 ans ?","Croissance accélérée","Dégradation des cellules germinales","Aucun effet","Amélioration spontanée","2","Les lésions commencent vers 2 ans.","Medium"
"Quel type de testicule reste dans le scrotum sans stimulation ?","Testicule oscillant","Testicule ascenseur","Testicule ectopique","Testicule abdominal","1","Le testicule oscillant reste dans le scrotum sans stimulation.","Medium"
"Quel testicule remonte dès que la traction est arrêtée ?","Testicule oscillant","Testicule rétractile","Testicule ectopique","Monorchidie","2","Le testicule rétractile remonte immédiatement.","Medium"
"Quelle est l’indication thérapeutique pour un testicule rétractile ?","Observation","Traitement médical","Chirurgie","Radiothérapie","3","Le document indique une indication opératoire absolue.","Medium"
"Quel est le but principal du traitement ?","Augmenter la taille","Mettre le testicule en place avant 2 ans","Supprimer les hormones","Réduire la douleur","2","Le traitement vise la mise en place avant 2 ans.","Easy"
"Quel traitement est principalement utilisé ?","Chirurgical","Antibiotique","Radiothérapie","Chimiothérapie","1","Le document indique que le traitement est essentiellement chirurgical.","Easy"
"Quel hormone peut être utilisée pour stimuler la descente ?","Insuline","Gonadotrophine chorionique","Cortisol","Adrénaline","2","La gonadotrophine chorionique peut être utilisée.","Medium"
"Quel signe suggère une monorchidie ?","Testicule opposé hypertrophique","Douleur abdominale","Hydrocèle","Fièvre","1","Le document décrit une hypertrophie compensatrice.","Medium"
"Quelle complication doit être expliquée aux parents en cas de testicule oscillant ?","Torsion du cordon","Appendicite","Hernie hiatale","Cystite","1","Risque élevé de torsion du cordon spermatique.","Medium"
"Quel âge correspond à l’apparition fréquente des tumeurs ?","10-15 ans","25-30 ans","40-50 ans",">60 ans","2","Le document indique 25-30 ans.","Medium"
"Quelle structure participe à la fixation du testicule ?","Gubernaculum","Urètre","Prostate","Vessie","1","Le problème de fixation peut venir du gubernaculum.","Medium"
"Quelle anomalie correspond à un testicule intra-abdominal ?","Cryptorchidie","Hydrocèle","Varicocèle","Torsion","1","Le testicule peut rester dans l’abdomen.","Medium"
"Quel examen d’imagerie est peu fiable selon le document ?","Echographie","TDM","Les deux","Aucun","3","Le document mentionne de nombreux faux positifs et faux négatifs.","Medium"
"Quel est le mécanisme principal de la stérilité ?","Infection bactérienne","Température trop élevée","Traumatisme","Manque sanguin","2","La température abdominale altère la spermatogenèse.","Difficult"
"Pourquoi le scrotum protège-t-il les testicules ?","Température et protection mécanique","Production hormonale","Digestion","Circulation sanguine","1","Le document mentionne protection et température.","Medium"
"Quel examen est particulièrement utile dans les cryptorchidies bilatérales ?","Biologie hormonale","Radiographie","ECG","Test urinaire","1","La biologie est très utile dans ces cas.","Medium"
"Quel traitement est indiqué chez l’adulte avec testicule atrophique ?","Observation","Exérèse","Massage","Antibiotiques","2","Le document indique une résection d’emblée.","Medium"
"Quelle anomalie nécessite la recherche de syndromes associés ?","Anomalie bilatérale","Hydrocèle","Varicocèle","Hernie","1","Le document mentionne plusieurs syndromes associés.","Difficult"
"À partir de quel âge gestationnel le testicule arrive-t-il normalement dans les bourses chez le prématuré ?","3ème mois","7ème mois","9ème mois","À la naissance","2","Le document indique : ""Prématuré : 20% (arrive à destination vers le 7eme mois)"" – cela signifie que chez le prématuré, la migration se termine vers 7 mois d'aménorrhée.","Easy"
"Quelle est la définition de la cryptorchidie ?","Position anormale du testicule en dehors du trajet normal","Défaut de migration testiculaire par lequel le testicule n'a pas accompli le chemin normal prévu","Testicule remontant après traction","Absence congénitale de testicule","2","Le document donne : ""Cryptorchidie : défaut de migration testiculaire, par lequel le testicule n'a pas accompli le chemin normal prévu (étymologiquement : testicule caché)"".","Easy"
"Quel examen est considéré comme l'examen clé pour repérer la position d'un testicule intra-abdominal ?","Échographie","TDM","Coelioscopie","IRM","3","Le document précise : ""Coelioscopie – Examen clé – Permet de repérer la position du testicule dans la cavité abdominale"".","Easy"
"À partir de quel âge les lésions des spermatogonies débutent-elles en cas d'anomalie de migration testiculaire ?","1 an","2 ans","3 ans","Puberté","2","Le document indique : ""Dégradation débutant vers l'âge de 2 ans"" concernant les conséquences sur la fertilité.","Easy"
"Quel test permet de différencier une anorchidie bilatérale d'une ectopie bilatérale en position abdominale ?","Échographie scrotale","Test aux gonadostimulines (dosage de testostérone après stimulation)","Biopsie testiculaire","Coelioscopie","2","Le document mentionne explicitement : ""Comment les différencier ? TEST AUX GONADOSTIMULINES – Dosage plasmatique de testostérone : si pic : testicules au niveau de l'abdomen. Si reste bas, absence"".","Easy"
"Quelle est l'attitude thérapeutique recommandée devant un testicule rétractile ?","Abstention et surveillance jusqu'à la puberté","Traitement médical par gonadotrophines","Indication opératoire absolue avec abaissement et orchidopexie","Surveillance simple","3","Le document conclut : ""Testicules rétractiles – Indication opératoire absolue, car pas de possibilité de descente naturelle : abaissement et orchidopexie"".","Easy"
"Pourquoi le testicule ascenseur (oscillant) se stabilise-t-il naturellement à la puberté ?","Par augmentation de la température scrotale","Par le poids du testicule qui l'emporte sur le tonus du muscle crémaster","Par disparition du réflexe crémastérien","Par action des gonadotrophines","2","Le document explique : ""la place scrotale sera définitivement acquise lors de la puberté : le poids du testicule l'emporte alors sur le tonus du muscle crémaster"".","Medium"
"Un enfant de 3 ans présente un testicule non palpable. À l'examen, le testicule controlatéral est hypertrophié. Quelle est la probabilité diagnostique ?","Ectopie périnéale","Testicule rétractile","Monorchidie (agénésie unilatérale)","Cryptorchidie abdominale","3","Le document indique : ""Si testicule controlatéral 'hypertrophique' (hypertrophie de compensation) : il s'agit souvent d'une monorchidie"".","Medium"
"Quel est le risque principal du testicule ascenseur (oscillant) justifiant d'en informer les parents ?","Dégénérescence tumorale","Infertilité définitive","Torsion du cordon spermatique","Hypoplasie scrotale","3","Le document précise : ""Risque de torsion du cordon spermatique très important à aviser aux parents de l'enfant"".","Medium"
"Pourquoi l'échographie et le TDM sont-ils peu fiables dans le diagnostic des testicules non palpables chez l'enfant ?","Parce que le testicule est trop petit","Parce que l'exploration rétropéritonéale pédiatrique est difficile, entraînant de nombreux faux positifs et faux négatifs","Parce que le testicule n'est pas visible en échographie","Parce que ces examens nécessitent une anesthésie","2","Le document dit : ""Echographie et TDM – Comportent beaucoup de faux positifs et de faux négatifs car l'exploration rétropéritonéale pédiatrique est difficile"".","Medium"
"Un patient de 28 ans consulte pour une cryptorchidie non traitée. Le testicule est atrophique. Quelle est la conduite recommandée selon le document ?","Abaissement et biopsie","Surveillance annuelle","Résection d'emblée","Traitement hormonal","3","Le document précise : ""Après la puberté – Testicule atrophique : résection d'emblée"".","Difficult"
"Un nouveau-né à terme présente un testicule en position inguinale qui descend facilement dans la bourse après traction mais remonte immédiatement dès qu'on lâche. Il n'y a pas d'hypertrophie controlatérale. Quel est le diagnostic et la prise en charge ?","Testicule ascenseur : surveillance","Testicule rétractile : indication opératoire absolue","Ectopie périnéale : chirurgie","Cryptorchidie abdominale : coelioscopie","2","La description correspond exactement au testicule rétractile : ""Descente dans la bourse après traction – Remontée en position inguinale dès l'arrêt de la traction"". La prise en charge est l'indication opératoire absolue.","Difficult"
