"question","option1","option2","option3","option4","answer","explanation","difficulty"
"Quelle est la définition d''un corps étranger de l''œsophage ?","Tout corps solide alimentaire ou non, dégluti, qui s''arrête dans l''œsophage","Tout aliment mal dégluti","Tout objet présent dans l''estomac","Tout corps solide bloqué dans la trachée","1","Le document définit : ''Tout corps solide alimentaire ou non, dégluti, qui s''arrête dans l''œsophage''","Easy"
"Quel est le pourcentage de corps étrangers œsophagiens chez les enfants de moins de 6 ans ?","50%","75%","90%","25%","2","Le document indique : ''Enfants < 6 ans (75%)''","Easy"
"Quels sont les deux pics de fréquence des corps étrangers œsophagiens ?","Enfants <6 ans et adultes >50 ans","Nourrissons et adolescents","Adultes 20-30 ans et personnes âgées","Enfants 6-12 ans et adultes 30-40 ans","1","Le document précise : ''Enfants < 6 ans (75%) et adulte > 50 ans''","Easy"
"Quel est le maître symptôme du corps étranger œsophagien ?","Fièvre","Dysphagie","Toux","Hoquet","2","Le document indique : ''Dysphagie : maître symptôme''","Easy"
"Quel signe clinique fait craindre une perforation œsophagienne ?","Hypersialorrhée sanglante","Dysphagie isolée","Fièvre modérée","Amaigrissement","1","Le document précise : ''Si elle est sanglante : craindre une perforation''","Easy"
"La triade de HAUTAN associe quels signes ?","Dysphagie + fièvre + emphysème sous-cutané","Dysphagie + vomissements + douleur","Fièvre + toux + hypersalivation","Douleur + hoquet + régurgitation","1","Le document indique : ''Triade de HAUTAN : dysphagie + fièvre + emphysème sous-cutané''","Easy"
"Quel est le traitement de référence des corps étrangers œsophagiens ?","Œsophagoscopie au tube rigide sous AG","Fibroscopie digestive sous sédation","Traitement médical seul","Œsophagotomie par voie externe","1","Le document précise : ''Traitement de référence : Œsophagoscopie au tube rigide sous AG''","Easy"
"Quel signe radiologique est évocateur d''une perforation œsophagienne ?","Signe de Minigérode","Halo clair","Epaississement des tissus prévertébraux","Pneumothorax isolé","1","Le document indique : ''Signe de Minigérode (signe de perforation de l''œsophage)''","Easy"
"Quelles sont les deux complications principales des corps étrangers œsophagiens ?","Œsophagite et perforation","Sténose et fistule","Médiastinite et sepsis","Hémorragie et choc","1","Le document liste : ''Les principales complications : 1. Œsophagite 2. Perforation de l''œsophage''","Easy"
"À quel niveau anatomique se situe la bouche œsophagienne ?","10 cm AD","15 cm AD","20 cm AD","25 cm AD","2","Le document indique : ''BOUCHE OESO 15 cm AD'' (AD = arcade dentaire)","Easy"
"Quel facteur favorisant est lié à une cause neurologique centrale ?","Tachycardie","Émotion surprise","Affections neurologiques centrales (AVC)","Sténose tumorale","3","Le document mentionne : ''Les affections neurologiques centrales (surtout problème de réflexe de déglutition : AVC)''","Easy"
"Quel type de corps étranger présente un risque de perforation par libération de substances ?","Arête de poisson","Pièce de monnaie","Pile ''bouton''","Dentier","3","Le document précise : ''Les piles ''bouton'' : risque de perforation de l''œsophage''","Easy"
"Qu''est-ce que le ''body bagger syndrome'' ?","Transporteur de cocaïne","Porteur de prothèse dentaire","Patient avec de multiples corps étrangers","Syndrome d''ingestion compulsive","1","Le document indique : ''Le body bagger syndrome : transporteur de cocaïne''","Easy"
"Quel examen n''est PAS obligatoire dans le bilan clinique ?","Laryngoscopie indirecte","Interrogatoire","Examen cervical","Recherche d''emphysème sous-cutané","1","Le document précise : ''Laryngoscopie indirecte ou Nasofibrolaryngoscopie (NFL) : non obligatoire''","Easy"
"Quel signe radiologique indirect peut orienter vers un corps étranger non radio-opaque ?","Halo clair cernant le CE","Opacité médiastinale","Niveau hydro-aérique","Ascite","1","Le document indique : ''Halo clair cernant le CE'' comme signe indirect","Easy"
"Quelle est la définition de l''odynophagie ?","Dysphagie douloureuse","Absence de déglutition","Déglutition facilitée","Douleur abdominale","1","Le document définit : ''Dysphagie douloureuse : odynophagie''","Easy"
"Quel examen biologique permet d''évaluer l''état d''hydratation ?","NFS","CRP","Protidémie et ionogramme","Bilan hépatique","3","Le document indique : ''Etat de dénutrition et d''hydratation : protidémie, ionogramme, hématocrite''","Easy"
"Quand faut-il réaliser une fibroscopie digestive haute ?","En cas de doute diagnostique ou suspicion de CE ancien","Systématiquement devant tout CE","Uniquement en cas de CE radio-opaque","En cas de CE non vulnérant","1","Le document précise : ''En cas de doute diagnostique : Arête de poisson, Suspicion de corps étrangers anciens''","Easy"
"Quels métiers sont cités comme à risque d''ingestion accidentelle de corps étranger ?","Tailleurs, tapissiers, menuisiers","Chirurgiens, dentistes","Chauffeurs, mécaniciens","Agriculteurs, éleveurs","1","Le document mentionne : ''Certains métiers : tailleurs, tapissiers, menuisiers''","Easy"
"Quel type de corps étranger est considéré comme non vulnérant et peu dangereux ?","Arête de poisson","Pièce de monnaie","Aiguille","Lame à raser","2","Le document cite : ''Exemples : pièce de monnaie, boutons, cailloux'' comme CE non vulnérant","Easy"
"Pourquoi l''œsophagoscopie est-elle réalisée sous anesthésie générale ?","En raison des réflexes de vomissements et de toux","Pour diminuer la douleur","Pour éviter les mouvements du patient","Parce que l''examen est long","1","Le document précise : ''Œsophagoscopie au tube rigide sous AG (vu les réflexes de vomissements, de toux)''","Easy"
"Quel traitement est proposé en cas d''échec de l''œsophagoscopie ?","Œsophagotomie par voie externe","Traitement médical renforcé","Radiothérapie","Chimiothérapie","1","Le document indique : ''En cas d''échec : œsophagotomie par voie externe''","Easy"
"Quel est le premier rétrécissement œsophagien favorisant l''arrêt des corps étrangers ?","Bouche œsophagienne à 15 cm","Croisement aortique à 24 cm","Bronche souche gauche à 32 cm","Hiatus œsophagien à 40 cm","1","Le document liste la bouche œsophagienne comme premier rétrécissement","Medium"
