"front","back","cognitive_level"
"Quelle est la définition d’un corps étranger de l’œsophage ?","Tout corps solide alimentaire ou non, dégluti, qui s’arrête dans l’œsophage.","Recall"
"Quelles sont les deux tranches d’âge les plus à risque de corps étranger œsophagien ?","Enfants < 6 ans (75% des cas) et adultes > 50 ans.","Recall"
"Quels sont les cinq rétrécissements œsophagiens favorisant l’arrêt des corps étrangers, avec leurs distances par rapport aux arcades dentaires ?","Bouche oeso : 15 cm ; 18 cm ; 24 cm ; 32 cm ; 40 cm.","Recall"
"Citez trois circonstances accidentelles de survenue d’un corps étranger œsophagien.","Lors du repas, du jeu, du sommeil.","Recall"
"Quels métiers sont cités comme facteurs favorisants accidentels ?","Tailleurs, tapissiers, menuisiers.","Recall"
"Citez cinq facteurs favorisants un corps étranger œsophagien.","Tachycardie, émotion surprise, sténoses locales (tumeurs), état d’ivresse, affections neurologiques centrales (AVC).","Recall"
"Pourquoi faut-il se méfier des corps étrangers à répétition chez le sujet âgé alcoolo-tabagique ?","Parce qu’ils peuvent révéler des sténoses locales (tumeurs).","Application"
"Quels types de corps étrangers sont considérés comme « vulnérants et dangereux » ?","Les corps étrangers pointus ou tranchants.","Recall"
"Donnez trois exemples de corps étrangers organiques vulnérants.","Arête de poisson, os de lapin, pièce cartilagineuse.","Recall"
"Donnez trois exemples de corps étrangers non organiques vulnérants.","Clous, aiguilles, épingles à nourrice.","Recall"
"Quels sont les deux corps étrangers à risque local ou général cités ?","Les piles « bouton » (risque de perforation) et le body bagger syndrome (transporteur de cocaïne).","Recall"
"Quels sont les trois signes du syndrome de pénétration ?","1) Douleur rétro-sternale pouvant irradier vers le dos. 2) Dysphagie et hypersalivation. 3) Troubles respiratoires parfois (selon le volume du CE).","Recall"
"Que traduit l’apparition de fièvre dans un corps étranger œsophagien ?","Une complication (œsophagite, perforation).","Understanding"
"Quel est le maître symptôme du corps étranger œsophagien ?","La dysphagie.","Recall"
"Quelle est la différence entre dysphagie douloureuse et odynophagie ?","Le document indique : « Dysphagie douloureuse : odynophagie » – les deux termes sont équivalents.","Recall"
"Que signifie une hypersialorrhée sanglante ?","Elle doit faire craindre une perforation.","Application"
"Que signifie une hypersialorrhée fétide ?","Elle est en faveur d’une œsophagite (corps étranger ancien, infection).","Application"
"Quels signes physiques recherche-t-on à l’examen cervical ?","Emphysème sous-cutané, empâtement douloureux de la région cervicale, crépitations neigeuses à la palpation.","Recall"
"Quels examens d’imagerie sont réalisés en première intention ?","RX des parties molles du cou (face et profil) et radiographie thoracique (face et profil).","Recall"
"Quels sont les deux signes indirects radiologiques d’un corps étranger non radio-opaque ?","1) Halo clair cernant le CE. 2) Epaississement des tissus prévertébraux cervicaux.","Recall"
"Qu’est-ce que le signe de Minigérode ?","Un signe radiologique de perforation œsophagienne sur cliché de profil : élargissement de l’espace rétro-œsophagien et rectitude de la colonne cervicale.","Recall"
"Quelles complications radiologiques peuvent être observées en cas de perforation ?","Pneumo-médiastin, pneumothorax, hydropneumothorax.","Recall"
"Quand réalise-t-on une fibroscopie digestive haute ?","En cas de doute diagnostique (arête de poisson, suspicion de corps étrangers anciens).","Application"
"Quels sont les trois signes cliniques de l’œsophagite compliquant un corps étranger ?","1) AEG et dénutrition. 2) Odynophagie nette. 3) Sialorrhée fétide. Absence d’emphysème cervical.","Recall"
"Quels sont les cinq signes cliniques de la perforation œsophagienne ?","1) Signes de choc, fièvre 38-39°. 2) Douleur aiguë irradiant vers thorax, épaule, dos. 3) Dysphagie totale avec odynophagie et otalgie. 4) Hypersialorrhée sanglante. 5) Emphysème sous-cutané diffus.","Recall"
"Qu’est-ce que la triade de Hautan ?","Dysphagie + fièvre + emphysème sous-cutané (signe de perforation œsophagienne).","Recall"
"Quel est le risque majeur de la perforation œsophagienne ?","Une cellulite cervico-médiastinale mortelle.","Recall"
