"question","option1","option2","option3","option4","answer","explanation","difficulty"
"Quelle est la définition du coma selon le document ?","Sommeil profond avec ouverture des yeux possible","Altération aiguë de la conscience avec disparition des activités de veille, sans ouverture spontanée des yeux, sans réveil possible","Perte de connaissance brève avec reprise spontanée","État de confusion mentale avec agitation","2","Le document donne cette définition.","Easy"
"Quel score de Glasgow pédiatrique définit un coma ?","< 15","< 12","< 8","< 5","3","Le document : 'Il est défini par un score de Glasgow pédiatrique < 8 ou un score de Blantyre < 3'.","Easy"
"Quel score de Blantyre définit un coma ?","< 2","< 3","< 4","< 5","2","Le document : 'score de Blantyre < 3'.","Easy"
"Quelle structure nerveuse est responsable de l'activation du cortex pour la vigilance ?","Cortex préfrontal","Formation réticulée activatrice ascendante (FRAA)","Thalamus","Hypothalamus","2","Le document : 'Support neurophysiologique de la vigilance : CORTEX, activé par la FRAA (formation réticulée activatrice ascendante)'.","Easy"
"Où s'étend la FRAA ?","Du bulbe au mésencéphale","Du cortex au cervelet","Du thalamus à l'hypothalamus","De la moelle épinière au bulbe","1","Le document : 'structure nerveuse du TC qui s'étend du bulbe au mésencéphale'.","Easy"
"Quel est le signe de mydriase bilatérale en cas de coma ?","Atteinte métabolique","Engagement temporal","Intoxication aux opiacés","Hypoglycémie","2","Le document : 'Mydriase (bilatérale : engagement temporal) ou myosis (métabolique ou toxique)'.","Easy"
"Quel est le signe de myosis en cas de coma ?","Engagement temporal","Cause métabolique ou toxique","Hémorragie cérébrale","HTIC","2","Le document : 'myosis (métabolique ou toxique)'.","Easy"
"Quel est le score de Glasgow considéré comme coma profond ?","< 15","< 12","< 8","< 5","3","Le document : '<8 : coma profond'.","Easy"
"Quel examen est recommandé pour évaluer une HTIC en urgence ?","IRM","TDM cérébrale et fond d'œil","EEG","Échographie transfontanellaire","2","Le document : 'TDM cérébrale et FO'.","Easy"
"Quel est un signe d'engagement en cas d'HTIC ?","Myosis serré","Limitation de la rotation passive de la tête","Hyperthermie","Tachycardie","2","Le document : 'Engagement (limitation de la rotation passive de la tête, syndrome pyramidal, signes de focalisation, mydriase)'.","Easy"
