question,option1,option2,option3,option4,answer,explanation,difficulty
"Quelle est la définition de l’otite moyenne aiguë (OMA) ?","Inflammation aiguë du conduit auditif externe","Inflammation aiguë d’origine infectieuse de la muqueuse des cavités de l’oreille moyenne","Infection chronique de l’oreille moyenne","Inflammation du tympan uniquement","2","Le document indique : OMA : inflammation aiguë d’origine infectieuse de la muqueuse des cavités de l’oreille moyenne.","Easy"
"À quelle période de la vie l’OMA survient-elle le plus souvent ?","Chez le nouveau-né","Chez l’enfant de 6 mois à 3 ans","Chez l’adulte jeune","Chez le sujet âgé","2","Le document précise : Pathologie de l’enfant (6 mois - 3 ans).","Easy"
"Avant 3 ans, quel pourcentage d’enfants aura eu au moins 2 épisodes d’OMA ?","25%","50%","75%","90%","2","Le document indique : Avant 3 ans, 50% des enfants auront eu au moins 2 épisodes d’OMA.","Easy"
"Quel est le tableau clinique typique de l’OMA du jeune enfant ?","Otalgie par paroxysme, otorrhée purulente, enfant grognon qui se touche l’oreille, fièvre","Vertiges et acouphènes","Paralysie faciale","Céphalées et photophobie","1","Le document décrit : Otalgie par paroxysme, otorrhée purulente, enfant grognon qui se touche l’oreille, signes généraux : fièvre.","Easy"
"Dans l’OMA congestive, l’otoscopie montre :","Membrane du tympan bombante","Membrane du tympan rouge vif ou rosée avec disparition du triangle lumineux","Tympan perforé avec otorrhée","Tympan normal","2","Le document précise : OMA congestive : Membrane du tympan rouge vif ou rosée, Disparition du triangle lumineux.","Easy"
"Dans l’OMA suppurée ou collectée, l’otoscopie montre :","Membrane du tympan bombante et disparition des reliefs ossiculaires","Membrane du tympan rouge vif","Tympan perforé","Tympan rétracté","1","Le document indique : OMA suppurée ou collectée : Membrane du tympan bombante, Disparition des reliefs ossiculaires.","Easy"
"Quel examen est systématique chez le nourrisson suspect d’OMA ?","Radiographie des sinus","Otoscopie","Scanner du rocher","Audiométrie","2","Le document précise : Otoscopie systématique chez le nourrisson.","Easy"
"L’OMA chez l’adulte est :","Très fréquente","Rare, souvent unilatérale","Toujours bilatérale","Asymptomatique","2","Le document indique : OMA chez l’adulte : Rare, souvent unilatéral.","Easy"
"L’otite barotraumatique est un accident :","Domestique","Professionnel (plongée sous-marine)","Sportif","Scolaire","2","Le document précise : Otite barotraumatique : Accident professionnel (plongée sous-marine).","Easy"
"L’OMA nécrosante est associée à :","La rougeole et la scarlatine","La varicelle","La grippe","L’hépatite","1","Le document indique : OMA nécrosante : Rougeole et scarlatine (lésions TDD + lésions dermatologiques).","Easy"
"Quel est le germe le plus fréquemment responsable de l’OMA ?","Staphylococcus aureus","Pseudomonas aeruginosa","Haemophilus influenzae, pneumocoque, Moraxella Catarrhalis","Entérobactéries","3","Le document cite : Germes : Haemophilus influenzae, pneumocoque, Moraxella Catarrhalis.","Easy"
"Quel facteur favorisant de l’OMA est cité ?","Allaitement maternel","Rhinopharyngite (dysfonctionnement tubaire, VA)","Alimentation équilibrée","Ventilation de l’oreille","2","Le document mentionne : Facteurs favorisants : Rhinopharyngite (dysfonctionnement tubaire, VA).","Easy"
"Quel est le traitement antibiotique de première intention de l’OMA ?","Amoxicilline","Ciprofloxacine","Gentamicine","Clindamycine","1","Le document cite : Antibiotiques : amoxicilline, Amoxiclav, C3G. L’amoxicilline est le traitement de référence.","Easy"
"Dans l’OMA congestive, la conduite à tenir est :","Antibiothérapie systématique","Pas d’antibiotiques, antalgiques seuls","Hospitalisation d’urgence","Corticothérapie","2","Le document indique : OMA congestive : pas d’ATB, antalgique.","Easy"
"L’otorrhée purulente dans l’OMA signe :","Une otite externe associée","Une perforation tympanique (OMA perforée)","Une otite congestive","Une mastoïdite","2","Le document décrit : OMA perforée : Membrane du tympan rouge et perforée, Otorrhée purulente.","Easy"
"L’otite phlycténulaire se caractérise par :","Une otorrhée purulente","Une otorragie (phlyctène hémorragique du tympan)","Une hypoacousie sévère","Un vertige","2","Le document précise : Otite phlycténulaire : Très douloureuse, Otorragie : phlyctène hémorragique du tympan.","Easy"
"Quelle est la durée de traitement antibiotique recommandée pour l’OMA ?","3-5 jours","5-7 jours","8-10 jours","10-14 jours","3","Le document indique : Antibiotiques : durée : 8-10 jours.","Easy"
"La paracentèse est indiquée chez le nourrisson de moins de :","6 mois","3 mois","1 an","2 ans","2","Le document précise : Paracentèse : chez le nourrisson moins de 3 mois.","Easy"
"L’hypoacousie de l’OMA est de type :","Perception","Mixte","Transmission","Surdité de perception","3","Le document indique : Hypoacousie : de transmission, modérée.","Easy"
"Quelle complication de l’OMA est citée comme évolution en l’absence de traitement ?","Otite externe","Labyrinthite","Furoncle","Eczéma du conduit","2","Le document mentionne : Labyrinthite (évolution en absence de traitement de toute OMA).","Medium"
"Quels sont les critères de guérison de l’OMA ?","Disparition des signes généraux (48h-5j), disparition de l’otorrhée/douleur (48h-5j), normalisation du tympan (8j)","Normalisation de l’audiométrie","Disparition des acouphènes","Tous les critères","1","Le document liste les critères de guérison : Disparition des signes généraux (48h-5j), disparition de l’otorrhée ou de la douleur (48h-5j), normalisation du tympan (8j).","Medium"
"L’otite récidivante peut être favorisée par :","Les VA, l’allergie, le RGO, le déficit en fer","Le diabète","L’hypertension artérielle","L’obésité","1","Le document cite : Otite récidivante : VA, allergie, RGO, déficit en fer.","Medium"
"Quelle est l’attitude thérapeutique dans l’OMA collectée ?","Pas d’ATB","ATB par voie générale","ATB local uniquement","Chirurgie d’emblée","2","Le document indique : Collectée : ATB par voie générale.","Medium"
"Dans l’OMA perforée, le traitement associe :","Soins locaux uniquement","ATB général uniquement","Soins locaux, ATB général, ATB local","Paracentèse systématique","3","Le document précise : Perforée : soins locaux, ATB général, ATB local.","Medium"
"L’échec du traitement antibiotique de l’OMA doit faire suspecter :","Une otite externe","Un PSDP (Pneumocoque de sensibilité diminuée à la pénicilline)","Une allergie","Une otite congestive","2","Le document indique : Echec : suspecter PSDP.","Medium"
"Quelle complication neurologique de l’OMA est citée ?","Méningite","Encéphalite","Paralysie faciale","Toutes ces complications","4","Le document liste : Méningite, Encéphalite, Paralysie faciale.","Medium"
"La thrombophlébite est une complication de l’OMA.",True,"Le document cite : Thrombophlébite dans les complications.","Medium"
