"front","back","cognitive_level"
"Qu’est-ce qu’une otite moyenne aiguë (OMA) ?","Inflammation aiguë d’origine infectieuse de la muqueuse des cavités de l’oreille moyenne, survenant au cours et au décours d’une infection respiratoire.","Recall"
"Quelle est la tranche d’âge la plus touchée par l’otite moyenne aiguë ?","L’enfant de 6 mois à 3 ans.","Recall"
"Quelle est la fréquence de l’OMA avant l’âge de 3 ans ?","50 % des enfants auront eu au moins 2 épisodes d’OMA avant 3 ans.","Recall"
"Quel est le diagnostic positif (TDD) de l’otite moyenne aiguë ?","OMA du jeune enfant.","Recall"
"Quels sont les signes cliniques de l’OMA du jeune enfant ?","Otalgie par paroxysme, otorrhée purulente (si perforation tympanique), enfant grognon qui se touche l’oreille, fièvre, troubles digestifs, troubles du comportement ou du sommeil, hypoacousie de transmission modérée.","Recall"
"Quel est l’aspect otoscopique de l’OMA congestive ?","Membrane du tympan rouge vif ou rosée, disparition du triangle lumineux, reliefs ossiculaires respectés.","Recall"
"Quel est l’aspect otoscopique de l’OMA suppurée ou collectée ?","Membrane du tympan bombante, disparition des reliefs ossiculaires.","Recall"
"Quel est l’aspect otoscopique de l’OMA perforée ?","Membrane du tympan rouge et perforée, otorrhée purulente.","Recall"
"Quels signes de complications faut-il rechercher à l’examen d’une OMA ?","Paralysie faciale, mastoïdite, méningite.","Recall"
"Quelles sont les particularités de l’OMA chez le nourrisson et le nouveau-né ?","Habituellement bilatérale. Otalgie se manifestant par irritabilité, pleurs, main portée à l’oreille. Signes digestifs : vomissements, diarrhée, inappétence. Insomnie, otorrhée, fièvre. Otoscopie systématique.","Recall"
"Quelles sont les particularités de l’OMA chez l’adulte ?","Rare, souvent unilatéral. Surinfection d’une otite chronique. Hypoacousie, otalgie.","Recall"
"Qu’est-ce qu’une otite barotraumatique ?","Accident professionnel (plongée sous-marine) donnant une douleur aiguë et un épanchement séreux ou sérohématique de la caisse.","Recall"
"Quelles pathologies sont associées à l’OMA nécrosante ?","Rougeole et scarlatine (lésions tympaniques associées aux lésions dermatologiques).","Recall"
"Qu’est-ce qu’une otite phlycténulaire ?","Otite très douloureuse avec otorragie par phlyctène hémorragique du tympan.","Recall"
"Quelles sont les complications de l’OMA ?","Mastoïdite, labyrinthite (en l’absence de traitement), paralysie faciale, méningite, abcès, encéphalite, OSM (otite séro-muqueuse), otite récidivante (liée à : VA, allergie, RGO, déficit en fer), thrombophlébite.","Recall"
"Quels sont les facteurs favorisants de l’OMA ?","Rhinopharyngite (dysfonctionnement tubaire, VA), crèche collective, conditions socio-économiques précaires, antécédents familiaux, tabagisme passif, infection virale.","Recall"
"Quels sont les germes responsables de l’OMA ?","Haemophilus influenzae, pneumocoque, Moraxella catarrhalis. Rares : Staphylococcus aureus, streptocoque hémolytique du groupe A, Pseudomonas aeruginosa, entérobactéries.","Recall"
"Quels sont les diagnostics différentiels de l’OMA devant une otalgie et une otorrhée ?","Otite externe, myringite aiguë (inflammation rouge de la membrane tympanique), otite séreuse (= otite séro-muqueuse) (reliefs osseux présents mais liquide rétro-tympanique).","Recall"
"Quels sont les trois buts du traitement de l’OMA ?","1) Soulager le patient ; 2) Éradiquer les germes responsables ; 3) Prévenir les récidives et les complications.","Recall"
"Quels sont les moyens thérapeutiques de l’OMA ?","Antalgiques - antipyrétiques, soins locaux, DRP (décongestionnants), antibiotiques (amoxicilline, Amoxiclav, C3G pendant 8-10 jours), paracentèse (prélèvement - traitement).","Recall"
"Quelle est la conduite à tenir selon le stade de l’OMA ?","Congestive : pas d’ATB, antalgiques. Collectée : ATB par voie générale. Perforée : soins locaux, ATB général, ATB local.","Recall"
"Quelles sont les indications de la paracentèse dans l’OMA ?","Nourrisson de moins de 3 mois, hyperalgique ou hyperfébrile, échec du traitement antibiotique, formes compliquées.","Recall"
"Quels sont les critères de guérison de l’OMA ?","Disparition des signes généraux (48h-5j), disparition de l’otorrhée ou de la douleur (48h-5j), normalisation du tympan (8j).","Recall"
"Que suspecter en cas d’échec du traitement de l’OMA ?","PSDP (pneumocoque de sensibilité diminuée à la pénicilline). Le document mentionne : « Échec : suspecter PSDP ».","Recall"
"Un enfant de 18 mois présente une fièvre, se touche l’oreille, est irritable. L’otoscopie montre un tympan rouge vif avec disparition du triangle lumineux mais reliefs ossiculaires respectés. Quel est le stade de l’OMA ?","OMA congestive.","Application"
"Un enfant de 2 ans est fébrile avec otalgie. L’otoscopie montre un tympan bombant avec disparition des reliefs ossiculaires. Quel est le stade et quelle est la conduite thérapeutique ?","OMA suppurée ou collectée. Traitement : antibiotiques par voie générale.","Application"
"Un nourrisson de 2 mois présente une fièvre élevée, une otalgie et un tympan collecté. Quel geste thérapeutique doit être envisagé ?","Paracentèse (indication : nourrisson de moins de 3 mois).","Application"
"Pourquoi dit-on que l’OMA congestive peut ne pas justifier un traitement antibiotique ?","Parce qu’elle est le plus souvent virale et que l’évolution spontanée est favorable.","Understanding"
"Quel est le lien entre rhinopharyngite et OMA chez l’enfant ?","La rhinopharyngite entraîne un dysfonctionnement tubaire (trompe d’Eustache) et favorise la survenue d’une OMA, d’autant plus en présence de VA (végétations adénoïdes).","Understanding"
