"front","back","cognitive_level"
"Quelle est la définition de l’aménorrhée primaire ?","Absence de ménarche (premières règles) chez les filles âgées de plus de 16 ans.","Recall"
"Citez quatre signes fonctionnels à rechercher lors de l’interrogatoire d’une aménorrhée primaire et leur orientation étiologique.","1) Anosmie → Syndrome de KALLMANN. 2) Céphalées et troubles visuels → pathologie thyroïdienne. 3) Galactorrhée → hyperprolactinémie. 4) Bouffées de chaleur → insuffisance ovarienne primitive. 5) Douleur pelvienne cyclique → hématocolpos, hématométrie.","Analysis"
"Quels sont les antécédents personnels médicaux à rechercher devant une aménorrhée primaire ?","Tuberculose, maladie endocrinienne ou générale, chimiothérapie, radiothérapie.","Recall"
"Quels sont les antécédents chirurgicaux à rechercher ?","Chirurgie du petit bassin.","Recall"
"Quels antécédents familiaux sont importants dans l’évaluation d’une aménorrhée primaire ?","Âge de la ménarche chez la mère, la tante et la sœur. Présence d’une pathologie similaire ou d’un retard pubertaire dans la famille.","Recall"
"Lors de l’examen physique d’une aménorrhée primaire, quels paramètres généraux sont mesurés ?","Poids, taille (recherche d’un syndrome de Turner), tension artérielle (TA), fréquence cardiaque (FC).","Recall"
"Qu’est-ce que le stade de TANNER ?","Un système d’évaluation des caractères sexuels secondaires (développement pubertaire).","Recall"
"Citez trois signes de virilisation à rechercher lors de l’examen physique.","1) Hypertrophie clitoridienne. 2) Augmentation de la masse musculaire. 3) Diminution de la masse graisseuse.","Recall"
"Quels sont les deux premiers examens complémentaires à réaliser pour éliminer une grossesse ?","1) Test de grossesse. 2) Dosage de β-HCG plasmatique. En cas de doute, échographie pelvienne.","Application"
"À quoi sert la radiographie du poignet gauche avec recherche du sésamoïde du pouce ?","À déterminer l’âge osseux.","Recall"
"Quelle est la valeur du rapport corps/col utérin mesuré à l’échographie 3D ?","Une augmentation du rapport corps/col est un témoin de sécrétion œstrogénique.","Understanding"
"Quels dosages hormonaux sont réalisés dans le bilan d’une aménorrhée primaire ?","βHCG, FSH, LH, œstradiol, prolactine, testostérone, 17-hydroxyprogestérone, Δ-4-androstènedione.","Recall"
"En fonction des résultats des examens de débrouillage, quels examens d’imagerie peuvent être prescrits ?","IRM du pelvis, IRM de l’hypophyse, champ visuel.","Recall"
"Quel examen génétique est indiqué dans l’exploration d’une aménorrhée primaire ?","Le caryotype.","Recall"
"Quelle est la première étape du diagnostic étiologique de l’aménorrhée primaire ?","L’orientation se fait en fonction de l’âge osseux et de la présence, l’absence ou la virilisation des caractères sexuels secondaires.","Understanding"
"Quelles sont les caractéristiques d’un retard pubertaire (âge osseux < 11 ans) ?","Retard statural, absence de caractères sexuels secondaires, échographie abdomino-pelvienne normale. On recherche une carence nutritionnelle liée ou non à une maladie chronique. L’attitude est l’abstention thérapeutique.","Recall"
"Devant une aménorrhée primaire avec âge osseux > 11 ans et absence de caractères sexuels secondaires, quelles sont les deux grandes orientations étiologiques selon le taux de FSH/LH ?","1) Causes ovariennes : FSH et LH élevées. 2) Causes hypothalamo-hypophysaires : FSH et LH basses.","Analysis"
"Quel syndrome est caractérisé par une dysgénésie gonadique, un caryotype anormal et un syndrome dysmorphique ?","Le syndrome de Turner.","Recall"
"Quel syndrome associe aménorrhée primaire, infantilisme, anosmie, retard mental et troubles visuels et moteurs avec caryotype normal ?","Le syndrome de KALLMANN.","Recall"
"Quelle étiologie associe aménorrhée et galactorrhée ?","L’hyperprolactinémie (tumorale ou non tumorale).","Recall"
"Qu’est-ce que le retard pubertaire idiopathique ?","Un axe hypothalamo-hypophysaire fonctionnel mais au repos. Le test au LH-RH est positif. Il existe une notion de cas familial.","Recall"
"Devant une aménorrhée primaire avec âge osseux > 11 ans et caractères sexuels secondaires normaux, quelles étiologies doit-on rechercher en priorité ?","Les anomalies utéro-vaginales : imperforation de l’hymen, cloison vaginale transversale, aplasie vaginale, syndrome de Rokitansky-Küster-Hauser (aplasie vaginale et utérine), tuberculose génitale (synéchies utérines), syndrome de Morris.","Recall"
"Qu’est-ce que l’imperforation de l’hymen et comment se manifeste-t-elle typiquement ?","L’imperforation de l’hymen est une anomalie utéro-vaginale. Elle se manifeste par une douleur chronique et un hématocolpos (rétention de sang dans le vagin).","Recall"
"Décrivez le syndrome de Morris.","Caryotype 46 XY. Sexe masculin mais de morphotype féminin. Absence d’utérus et d’ovaire. Peut présenter des testicules au niveau de la région inguinale.","Recall"
"Devant une aménorrhée primaire avec caractères sexuels secondaires virilisés (hirsutisme), quelles étiologies faut-il évoquer ?","1) Hyperplasie congénitale des surrénales (femme de petite taille, organes génitaux normaux, hypertrophie clitoridienne). 2) Causes tumorales (tumeurs ovariennes ou surrénaliennes) avec signes de virilisation importants et d’apparition récente.","Recall"
"Quels sont les deux diagnostics différentiels curables à ne pas manquer dans l’aménorrhée primaire ?","Les malformations vulvo-vaginales (notamment l’imperforation hyménéale) et la tuberculose génitale.","Application"
"Pourquoi l’examen gynécologique est-il important dans l’aménorrhée primaire ?","Il permet l’inspection vulvaire (pilosité, aspect des lèvres, clitoris, méat urétral, hymen), l’examen au spéculum de vierge (existence du vagin et du col), le toucher rectal (vérification de l’utérus, recherche d’hématocolpos, masse pelvienne). Pas de toucher vaginal si vierge.","Understanding"
"Quelle est la conduite à tenir devant un âge osseux < 11 ans avec absence de caractères sexuels secondaires et échographie normale ?","On recherche une carence nutritionnelle liée ou non à une maladie chronique. L’attitude est l’abstention thérapeutique (retard pubertaire).","Application"
"Quelle cause endocrinienne non tumorale peut donner une aménorrhée primaire avec FSH et LH basses ?","Hypothyroïdie.","Recall"
"Quelles sont les causes d’aménorrhée primaire par anomalie ovarienne acquise ?","Les causes auto-immunes ou iatrogènes.","Recall"
"Quelles sont les trois situations possibles devant un âge osseux > 11 ans ?","1) Absence de caractères sexuels secondaires. 2) Caractères sexuels secondaires normaux. 3) Caractères sexuels secondaires virilisés.","Recall"
"Qu’est-ce que le syndrome de Rokitansky-Küster-Hauser ?","Une aplasie vaginale et utérine.","Recall"
