"front","back","cognitive_level"
"Quelles sont les trois grandes fonctions des modifications hormonales pendant la grossesse ?","1) Maintien et développement de la grossesse. 2) Adaptation de la mère. 3) Préparation à l’accouchement.","Recall"
"Quelle modification anatomique l’hypophyse subit-elle pendant la grossesse ?","Augmentation de la taille : elle double. Son poids passe de 0,4 à 0,8 g en fin de grossesse et/ou allaitement. À la fin de la lactation, la taille redevient normale.","Recall"
"Comment évolue la TSH pendant la grossesse ?","Diminution au moment du pic de β-hCG, puis augmentation progressive vers la normale.","Recall"
"Quelle est l’évolution de la prolactine pendant la grossesse et quel est son rôle ?","Augmentation progressive (5 à 10 fois le taux normal en fin de grossesse). Son rôle est la préparation à l’accouchement.","Recall"
"Comment évolue l’ocytocine pendant la grossesse ?","Augmentation progressive pour atteindre 165 µg/l en fin de grossesse. Son rôle est la régulation du travail.","Recall"
"Pourquoi un goître maternel peut-il apparaître pendant la grossesse ?","Par un mécanisme compensateur lié à deux phénomènes : 1) augmentation de la filtration glomérulaire et excrétion rénale d’iode (perte d’iode) ; 2) perte d’iode au niveau du complexe fœto-placentaire (vers le fœtus). Si les besoins accrus ne sont pas satisfaits → hypertrophie.","Understanding"
"Quelle est l’évolution de la TBG (Thyroxin Binding Globulin) pendant la grossesse ?","Augmentation du taux de TBG (protéine de transport), pour compenser l’augmentation des besoins en iode.","Recall"
"Quelle est la conséquence clinique des modifications thyroïdiennes chez 50 % des femmes enceintes ?","Goître palpable. Besoin en iode augmenté → supplémentation en iode.","Recall"
"Quel est le besoin calcique fœtal au 3ème trimestre ?","300 mg/j (soit 1/3 du besoin maternel journalier), nécessaire à la minéralisation du squelette fœtal.","Recall"
"Quelles sont les trois adaptations du métabolisme phosphocalcique pendant la grossesse ?","1) Augmentation de l’absorption intestinale de calcium. 2) Diminution de l’excrétion rénale de calcium. 3) La phosphorémie diminue jusqu’à 30 SA puis augmente jusqu’à terme.","Recall"
"Comment évoluent la PTH (parathormone) et la calcitonine pendant la grossesse ?","La PTH augmente vers 28 SA. La calcitonine augmente également.","Recall"
"Comment évoluent les catécholamines (adrénaline, noradrénaline) pendant la grossesse ?","Peu modifiées – légère diminution.","Recall"
"Quelle est l’évolution du cortisol pendant la grossesse ?","Taux augmenté jusqu’à 2 fois la normale dès le début de la grossesse.","Recall"
