question, answer, explanation, difficulty
"L'hypophyse double de taille pendant la grossesse.", True, "Le document : 'Augmentation de la taille : double'", "Easy"
"La prolactine diminue en fin de grossesse.", False, "Le document : 'Augmentation progressive (5 - 10 fois le taux normal en fin de grossesse)'", "Easy"
"L'ocytocine joue un rôle dans la régulation du travail.", True, "Le document : 'Rôle : régulation du travail'", "Easy"
"La TSH augmente au moment du pic de β-hCG.", False, "Le document : 'Diminution au moment du pic de β-hCG'", "Easy"
"50% des femmes enceintes présentent un goître palpable.", True, "Le document : 'Gôitre palpable (50%)'", "Easy"
"Les besoins calciques fœtaux sont de 300 mg/j au 3ème trimestre.", True, "Le document : '300mg/j (au 3ème trimestre)'", "Easy"
"La PTH diminue pendant la grossesse.", False, "Le document : 'Augmentation du Parathormone (PTH) vers 28 SA'", "Easy"
"Le cortisol double dès le début de la grossesse.", True, "Le document : 'taux augmenté jusqu'à 2 fois la normale dès le début'", "Easy"
"La β-hCG est sécrétée dès J7 après la fécondation.", True, "Le document : 'dès J7 après la fécondation'", "Easy"
"Le pic de β-hCG se situe à 20 SA.", False, "Le document : 'pic vers la 10ème semaine'", "Easy"
"La progestérone a une activité myorelaxante sur l'utérus.", True, "Le document : 'Activité myorelaxante'", "Easy"
"La progestérone stimule le système immunitaire pendant la grossesse.", False, "Le document : 'Diminution du système immunitaire'", "Easy"
"L'HPL a un effet anabolisant.", True, "Le document : 'Anabolisme +++'", "Easy"
"L'HPL agit en synergie avec la prolactine sur la glande mammaire.", True, "Le document : 'Activité mammotrope en synergie avec la prolactine'", "Medium"
"La glycémie augmente au 1er trimestre de grossesse.", False, "Le document : 'Baisse de la glycémie'", "Medium"
"L'insulino-résistance apparaît dans la 2ème moitié de la grossesse.", True, "Le document : '2ème moitié de la grossesse : Insulino-résistance'", "Easy"
"Le diabète gestationnel peut survenir à partir de 21 SA.", True, "Le document : 'diabète gestationnel (à partir de 21 SA)'", "Medium"
"Après l'accouchement, le risque est l'hyperglycémie.", False, "Le document : 'Risque d'hypoglycémie'", "Medium"
"La progestérone est sécrétée par le placenta de manière autonome dès le 4ème mois.", True, "Le document : 'autonome dès le 4ème mois'", "Easy"
"Les œstrogènes ont un rôle majeur dans le maintien de la grossesse.", False, "Le document : 'rôle moindre par rapport à la progestérone'", "Medium"
"La TBG augmente pendant la grossesse.", True, "Le document : 'Augmentation du taux de Thyroxin Binding Globulin (TBG)'", "Easy"
"L'aldostérone augmente par stimulation du système SRA.", True, "Le document : 'augmentation par stimulation du système SRA'", "Medium"
"La DHEA augmente pendant la grossesse.", False, "Le document : 'Diminution : DiHydroEpiAndrostérone (DHEA)'", "Medium"
"La calcitonine augmente pendant la grossesse.", True, "Le document : 'Augmentation de la calcitonine'", "Easy"
"La vasopressine augmente pendant la grossesse.", False, "Le document : 'Vasopressine : pas de modifications'", "Easy"
"Les catécholamines augmentent fortement pendant la grossesse.", False, "Le document : 'Légère diminution'", "Medium"
"L'insuline est une hormone hyperglycémiante.", False, "Le document : 'toutes sont hyperglycémiantes sauf l'insuline'", "Easy"
"Les îlots de Langerhans augmentent en taille et en nombre pendant la grossesse.", True, "Le document : 'Augmentation en taille et en nombre de cellules'", "Medium"
"L'HPL contribue à l'apport énergétique en glucose au fœtus.", True, "Le document : 'Apport énergétique au foetus (glucose)'", "Easy"
"La progestérone est sécrétée par l'ovaire après le 4ème mois.", False, "Le document : 'autonome dès le 4ème mois' (par le placenta)", "Medium"
