question, answer, explanation, difficulty
"Expliquez pourquoi l'hypophyse double de taille pendant la grossesse.", "Sous l'effet des œstrogènes, les cellules lactotropes prolifèrent pour augmenter la sécrétion de prolactine", "Le document : 'Augmentation de la taille : double ; augmentation du nombre des cellules'", "Medium"
"Pourquoi observe-t-on un goître chez 50% des femmes enceintes ?", "Perte d'iode par excrétion rénale et transfert fœtal, augmentant les besoins ; si non compensés, hypertrophie thyroïdienne", "Le document : 'Augmentation du filtration glomérulaire et excrétion rénale d'iode, perte d'iode au niveau du complexe foeto-placentaire -> augmentation des besoins -> hypertrophie'", "Difficult"
"Expliquez le mécanisme de l'augmentation du cortisol pendant la grossesse.", "Augmentation du cortisol-binding globulin sous l'effet des œstrogènes, et stimulation de l'axe corticotrope", "Le document : 'taux augmenté jusqu'à 2 fois la normale dès le début'", "Medium"
"Quel est le rôle du β-hCG sur la progestérone pendant les 6 premières semaines ?", "Le β-hCG maintient le corps jaune ovarien et sa sécrétion de progestérone jusqu'à ce que le placenta prenne le relais", "Le document : 'Maintien de la sécrétion de la progestérone (ovarienne) durant les 6 premières semaines'", "Difficult"
"Pourquoi la progestérone diminue-t-elle le système immunitaire pendant la grossesse ?", "Pour empêcher le rejet du fœtus semi-allogénique par le système immunitaire maternel", "Le document : 'Diminution du système immunitaire pour maintenir la grossesse en place'", "Medium"
"Expliquez l'insulino-résistance en fin de grossesse et ses conséquences.", "La progestérone et l'HPL augmentent l'insulino-résistance, entraînant hyperglycémie et mobilisation des réserves pour le fœtus ; si fonction pancréatique normale, adaptation physiologique", "Le document : 'Progestérone, HPL -> insulino-résistance -> Hyperinsulinisme. Conséquences : Augmentation de la glycémie, Mobilisation des réserves'", "Difficult"
"Pourquoi le risque d'hypoglycémie est-il présent après l'accouchement ?", "Car l'insulino-résistance disparaît brutalement mais l'hyperinsulinisme persiste, d'où risque d'hypoglycémie", "Le document : 'Chute du besoin en insuline : Risque d'hypoglycémie'", "Medium"
"Quelle est l'action de l'HPL sur l'anabolisme ?", "HPL stimule la synthèse protéique, la lipogenèse, et assure l'apport énergétique en glucose au fœtus", "Le document : 'Synthèse protéique, Lipogénèse, Apport énergétique au foetus (glucose)'", "Medium"
"Pourquoi la supplémentation en iode est-elle recommandée pendant la grossesse ?", "Pour compenser les pertes rénales et fœtales, éviter l'hypothyroïdie maternelle et le goître", "Le document : 'Besoin en iode augmenté (--> supplémentation en iode)'", "Easy"
"Expliquez l'adaptation du métabolisme phosphocalcique pendant la grossesse.", "Augmentation de l'absorption intestinale de Ca, diminution de l'excrétion rénale, augmentation de la PTH et de la calcitonine", "Le document détaille ces adaptations", "Medium"
"Quel est l'effet de la progestérone sur la glande mammaire ?", "Différenciation de la glande mammaire en vue de la lactation", "Le document : 'Différenciation de la glande mammaire en vue de la lactation'", "Easy"
"Pourquoi les œstrogènes ont-ils un rôle moindre que la progestérone dans le maintien de la grossesse ?", "Car la progestérone est indispensable à la relaxation utérine, les œstrogènes étant plus impliqués dans la croissance fœtale et utérine", "Le document : 'maintien de la grossesse mais rôle moindre par rapport à la progestérone'", "Difficult"
"Quelle est l'action de l'HPL sur la lipogenèse ?", "HPL stimule la lipogenèse via l'hyperinsulinisme induit par l'insulino-résistance", "Le document : 'Lipogénèse (dû à l'effet de l'insulinorésistance : hyperinsulinisme)'", "Difficult"
