"front","back","cognitive_level"
"Qu’est-ce que le glaucome congénital ?","C’est un glaucome dû à la persistance d’une membrane embryonnaire (membrane de Barkan) responsable d’une obstruction de l’angle. Rare, le plus souvent bilatéral, parfois asymétrique ou unilatéral strict.","Recall"
"À quelles malformations ou maladies le glaucome congénital peut-il être associé ?","À des malformations oculaires (cataracte congénitale le plus souvent), ou à une maladie générale : angiome de l’hémi-face et phacomatose (syndrome de Stürge Weber Krabbe) ou maladie de Von Recklinghausen (neurofibromatose).","Recall"
"Le glaucome congénital est-il héréditaire ?","Parfois oui. Hérédité de type dominance autosomique à pénétrance variable. D’où l’intérêt de l’interrogatoire et de l’enquête génétique (notion de consanguinité).","Recall"
"Quel est le pronostic du glaucome congénital ?","Pronostic sévère. Non diagnostiqué : cécité obligatoire. Même diagnostiqué et opéré tôt, certains enfants seront déficients visuels sauf si atteinte unilatérale (car atrophie optique déjà constituée in utero).","Recall"
"Quels sont les 3 signes cliniques évocateurs du glaucome congénital dès la naissance ou dans les premiers mois ?","1) Larmoiement clair. 2) Photophobie. 3) Mégalocornée (augmentation du diamètre cornéen donnant un aspect de ""beaux yeux"").","Recall"
"À quoi faut-il différencier le larmoiement clair du glaucome congénital ?","À un larmoiement du nourrisson par imperméabilité temporaire du canal lacrymo-nasal.","Recall"
"Comment se fait le diagnostic positif du glaucome congénital ?","Par un examen sous anesthésie générale au bloc opératoire sous microscope, de façon bilatérale et comparative.","Recall"
"Quelles mesures sont effectuées lors de l’examen sous AG pour diagnostiquer un glaucome congénital ?","Mesure de la PIO (augmentée : 20 à 30 mmHg), mesure du diamètre cornéen (12 à 13 mm), examen de la cornée à la lampe à fente (œdème, stries de Vogt), examen du fond d’œil (excavation papillaire, atrophie optique), gonioscopie (membrane de Barkan).","Recall"
"Que sont les stries de Vogt ?","Ce sont des ruptures horizontales de la membrane de Descemet. Elles sont pathognomoniques du glaucome congénital.","Recall"
"Quels sont les diamètres cornéens et PIO normaux chez l’enfant de moins de 12 mois ?","Diamètre cornéen ne doit pas dépasser 12 mm. PIO ne doit pas dépasser 12 mmHg.","Recall"
"Pourquoi ne fait-on pas d’examen du champ visuel dans le glaucome congénital ?","Le document ne précise pas la raison explicite, mais l’indique comme une absence d’examen de champ visuel. (À retenir : pas de champ visuel dans le bilan initial.)","Recall"
"Qu’est-ce que la buphtalmie (œil de bœuf) ?","C’est l’évolution du glaucome congénital en quelques mois ou années : le diamètre cornéen devient énorme et la cornée perd sa transparence, devenant blanche laiteuse.","Recall"
"Quels sont les diagnostics différentiels du glaucome congénital ?","Il n’y en a pas selon le document.","Recall"
"Quel est le traitement du glaucome congénital ?","Uniquement chirurgical et relativement urgent.","Recall"
"Quels sont les 3 types d’opérations pour le glaucome congénital ?","1) Goniotomie : on ouvre l’angle en incisant la membrane de Barkan. 2) Trabéculotomie : on perce le trabéculum qu’on fait communiquer avec l’angle irido-cornéen. 3) Trabéculectomie : comme chez l’adulte.","Recall"
"Quelle est la fréquence de surveillance après chirurgie du glaucome congénital ?","Examens sous AG tous les 6 mois pendant 1 ou 2 ans, puis 1 fois par an à vie.","Recall"
"Quels sont les éléments de surveillance dans le glaucome congénital ?","PIO, diamètre cornéen, état des papilles (fond d’œil), transparence des cornées (lampe à fente). Un champ visuel à l’adolescence.","Recall"
"Pourquoi la surveillance du glaucome congénital doit-elle être à vie ?","Parce que la reprise de l’hypertonie est toujours possible.","Recall"
"En quoi le pronostic du glaucome congénital diffère-t-il selon l’atteinte unilatérale ou bilatérale ?","Si l’atteinte est unilatérale, le risque de déficience visuelle est moindre car l’atrophie optique peut être absente ou moins sévère (atteinte in utero possible mais un œil sain compense). En revanche, bilatéral même opéré tôt peut laisser une déficience visuelle.","Understanding"
"Pourquoi le glaucome congénital justifie-t-il une enquête génétique ?","Parce qu’il existe une forme héréditaire à dominance autosomique à pénétrance variable, et une notion de consanguinité peut être retrouvée. L’interrogatoire et l’enquête génétique permettent un dépistage familial.","Application"
