"question","answer","explanation","difficulty"
"Quels sont les trois signes cliniques cardinaux du glaucome congénital chez le nourrisson ?","1) Larmoiement clair. 2) Photophobie. 3) Mégalocornée (augmentation du diamètre cornéen, aspect de « beaux yeux »).","Le document liste ces trois signes.","Easy"
"Pourquoi le larmoiement clair du glaucome congénital doit-il être différencié d’une autre cause et laquelle ?","Il doit être différencié d’un larmoiement du nourrisson par imperméabilité temporaire (congénitale) du canal lacrymo-nasal.","Le document précise ce diagnostic différentiel.","Easy"
"Qu’est-ce que la buphtalmie et comment évolue-t-elle ?","La buphtalmie est l’« œil de bœuf » : le diamètre cornéen devient énorme, la cornée perd sa transparence et devient blanche laiteuse. C’est l’évolution terminale du glaucome congénital non ou mal traité.","Le document décrit cette évolution.","Easy"
"Quelles sont les trois interventions chirurgicales citées dans le traitement du glaucome congénital ?","1) Goniotomie : incision de la membrane de Barkan. 2) Trabéculotomie : percement du trabéculum. 3) Trabéculectomie : intervention filtrante (comme chez l’adulte).","Le document énumère les trois types.","Easy"
"Quelles sont les deux maladies générales associées au glaucome congénital citées dans le document ?","1) Syndrome de Sturge Weber Krabbe (angiome de l’hémi-face, phacomatose). 2) Maladie de Von Recklinghausen (neurofibromatose).","Le document mentionne ces deux associations.","Easy"
"Expliquez pourquoi le pronostic du glaucome congénital reste sévère même après traitement chirurgical précoce.","Même diagnostiqué et opéré tôt, certains enfants seront déficients visuels car une atrophie optique peut être déjà constituée in-utero, irréversible. Seuls les cas unilatéraux stricts ont un meilleur pronostic sur l’œil controlatéral.","Le document l’explique clairement.","Medium"
"Décrivez l’examen sous anesthésie générale pour le diagnostic du glaucome congénital.","Bilatéral et comparatif : mesure de la PIO (20-30 mmHg pathologique), mesure du diamètre cornéen (pathologique >12 mm chez <12 mois), examen à la lampe à fente (œdème cornéen, stries de Vogt pathognomoniques), fond d’œil (excavation papillaire), gonioscopie si cornée transparente (membrane de Barkan).","Le document détaille cet examen.","Medium"
"Qu’est-ce que les stries de Vogt et pourquoi sont-elles importantes ?","Ce sont des ruptures horizontales de la membrane de Descemet, visibles à la lampe à fente. Elles sont pathognomoniques du glaucome congénital.","Le document le précise.","Medium"
"Pourquoi la surveillance du glaucome congénital doit-elle être poursuivie à vie ?","Parce que la reprise de l’hypertonie (récidive) est toujours possible, même des années après la chirurgie. Une surveillance annuelle à vie est nécessaire.","Le document l’indique explicitement.","Medium"
"Quelle est la particularité du mode de transmission héréditaire du glaucome congénital et son implication pratique ?","Transmission autosomique dominante à pénétrance variable. Cela implique de réaliser un interrogatoire minutieux et une enquête génétique, avec recherche de consanguinité.","Le document le mentionne.","Medium"
"Pourquoi ne peut-on pas toujours réaliser une gonioscopie chez le nourrisson glaucomateux congénital ?","La gonioscopie nécessite une cornée transparente. Dans le glaucome congénital, l’hypertonie chronique provoque un œdème cornéen qui peut rendre la cornée opaque, empêchant la visualisation de l’angle.","Le document précise « si la transparence de la cornée le permet ».","Medium"
"Comparez la trabéculotomie et la trabéculectomie dans le glaucome congénital.","Trabéculotomie : on perce le trabéculum pour le faire communiquer avec l’angle (intervention non filtrante, interne). Trabéculectomie : intervention filtrante externe, on enlève un morceau de trabéculum pour créer une fistule sous conjonctive (même technique que chez l’adulte).","Le document définit les deux.","Medium"
"Un nourrisson de 10 mois présente des « beaux yeux », une photophobie et un larmoiement clair. La cornée mesure 13,5 mm de diamètre. Quelle est votre hypothèse diagnostique et quel examen confirme ?","Hypothèse : glaucome congénital. Confirmation : examen sous anesthésie générale : mesure PIO (augmentée), recherche de stries de Vogt, gonioscopie (membrane de Barkan).","Le document associe mégalocornée >12 mm aux signes cliniques.","Medium"
"Pourquoi la reprise de l’hypertonie est-elle toujours possible même après une chirurgie réussie ?","La chirurgie (goniotomie, trabéculotomie, trabéculectomie) peut cicatriser secondairement, refermant la voie de drainage. De plus, l’enfant grandit et la fibrose cicatricielle peut obstruer le site opératoire.","Déduit de la nécessité de surveillance à vie.","Difficult"
"Un enfant opéré d’un glaucome congénital à 6 mois a une PIO à 10 mmHg à 2 ans, une cornée claire, un rapport C/D à 0,6. Que recherche-t-on lors de la surveillance à l’adolescence ?","À l’adolescence, on réalise un champ visuel pour détecter d’éventuels déficits périmétriques séquellaires ou une reprise de l’hypertonie ayant entraîné des pertes de fibres optiques.","Document : « Un champ visuel à l’adolescence ».","Difficult"
"Expliquez pourquoi le glaucome congénital peut être asymptomatique à la naissance mais devenir évident quelques mois plus tard.","La membrane de Barkan obstrue progressivement l’angle, la PIO s’élève lentement. L’augmentation du diamètre cornéen (mégalocornée) et l’œdème cornéen surviennent secondairement à l’hypertonie prolongée.","Basé sur la physiopathologie.","Difficult"
