"question","option1","option2","option3","option4","answer","explanation","difficulty"
"Quel est le principal risque d’une hypoglycémie prolongée chez l’enfant ?","Déshydratation","Séquelles neurologiques","Insuffisance rénale","Troubles digestifs","2","Le document : ''Risque de séquelles neurologiques si hypoglycémie prolongée''.","Easy"
"Le glucose est un substrat énergétique obligatoire pour quels tissus ?","Muscles et foie","Cellules sanguines, moelle osseuse, médullaire rénale, nerfs périphériques et SNC","Tissu adipeux","Cœur et poumons","2","Le document : ''Utilisation obligatoire pour Cellules sanguines, Moelle osseuse, Médullaire rénale, Nerfs pphq et SNC''.","Easy"
"Pendant le jeûne court (4-16h), la glycémie est maintenue par :","Néoglucogenèse hépatique","Glycogénolyse hépatique","Cétogenèse","Lipolyse","2","Le document : ''Période intermédiaire ou jeûne court : 4-16h -> glycogénolyse hépatique''.","Easy"
"La réserve de glycogène chez le fœtus se constitue principalement pendant :","Le premier trimestre","Les 2 derniers mois de grossesse","Les premières semaines après la naissance","La période périnatale","2","Le document : ''Réserve de glucose sous forme de glycogène +++ pendant les 2 derniers mois de grossesse pour le foetus''.","Easy"
"Chez le nouveau-né à terme symptomatique, le seuil d’hypoglycémie est :","< 1,7 mmol/l","< 2,2 mmol/l","< 2,5 mmol/l","< 2,8 mmol/l","2","Le document : ''Nouveau-né à terme symptomatique : <2,2 mmol/l (<40mg/dl)''.","Easy"
"Chez l’enfant, le seuil d’hypoglycémie capillaire est :","< 2,2 mmol/l","< 2,5 mmol/l","< 2,8 mmol/l","< 3,3 mmol/l","3","Le document : ''Enfant < 2,8 mmol/l (<50mg/dl)''.","Easy"
"Quel est le traitement IV d’une hypoglycémie chez l’enfant avec accès veineux ?","Bolus de sérum salé 0,9%","Bolus de SGH 10% 2-4 ml/kg puis perfusion continue","Bolus de glucagon","Bolus de glucose 30%","2","Le document : ''Bolus de SGH 10% 0,2 à 0,4 g/kg (2-4 ml/kg) en IV puis relais par une perfusion continue de SGH 10% de 4 à 6ml/kg/h''.","Easy"
"La dose de glucagon IM chez un enfant de plus de 20 kg est :","0,25 mg","0,5 mg","1 mg","2 mg","3","Le document : ''Glucagon IM 0,5 mg (si poids <20kg) ou 1 mg (si poids >20 kg)''.","Easy"
"Le syndrome de Wiedemann-Beckwith associe :","Macrosomie, macroglossie, omphalocèle","Micropénis, hypotrophie","Prématurité, détresse néonatale","Hypopituitarisme","1","Le document : ''Sd de Wiedemann-Beckwith (hyperplasie des îlots de Langherhans) : macrosomie, macroglossie, sillon de l’oreille, omphalocèle ou viscéralomégalie''.","Easy"
"Chez le nouveau-né, la perfusion de SGH 10% après bolus est de :","40 ml/kg/24h","60 ml/kg/24h","80 ml/kg/24h","100 ml/kg/24h","3","Le document : ''Puis perfusion polyionique à base de SGH 10% 80 ml/kg/24h''.","Easy"
"La consommation cérébrale de glucose chez le nourrisson représente environ :","25% de la consommation totale","40%","60%","75%","3","Le document : ''Grande consommation de glucose par le cerveau chez le nourrisson et le petit enfant (60% de la consommation totale chez l’enfant et 25 % chez l’adulte)''.","Easy"
"Le premier jeûne de l’enfant survient à :","La naissance (section du cordon)","La première tétée","La sortie de la maternité","La première nuit","1","Le document : ''Section du cordon ombilical = 1er jeûne''.","Easy"
