"front","back","cognitive_level"
"Quel est le risque principal d’une hypoglycémie prolongée chez l’enfant ?","Risque de séquelles neurologiques (mécanisme physiopathologique proche de l’hypoxie ou anoxie). Risque encore plus élevé chez les nouveau-nés et les nourrissons.","Recall"
"Quels sont les trois types de tissus ou cellules qui ont une utilisation obligatoire du glucose ?","Cellules sanguines, moelle osseuse, médullaire rénale, nerfs périphériques et système nerveux central (SNC).","Recall"
"Quelle est l’origine du glucose circulant à l’état nourri, en période intermédiaire (jeûne court 4-16h) et en jeûne long ?","État nourri : répartition entre tissus non insulinodépendants (tissu nerveux) et insulinodépendants. Jeûne court : glycogénolyse hépatique. Jeûne long : néoglucogenèse hépatique (AA des muscles, lactate, lipolyse) et cétogenèse.","Understanding"
"Quelles sont les particularités de la régulation glycémique chez l’enfant ?","Réserve de glycogène constituée pendant les 2 derniers mois de grossesse (prématurité = pas de réserve). Section du cordon = premier jeûne alors que l’homéostasie n’est pas optimale. Cerveau du nourrisson consomme 60 % du glucose total (contre 25 % chez l’adulte).","Recall"
"Quels sont les signes cliniques d’hypoglycémie chez le nouveau-né ?","Pâleur, flush (pâleur cutanée) ; hypothermie ; difficulté d’alimentation, vomissements ; polypnée, pauses respiratoires, tachycardie ; cri anormal plus faible, irritabilité ; trémulations, mouvements anormaux, hypotonie ; somnolence, coma, convulsions, malaise.","Recall"
"Quels sont les signes cliniques d’hypoglycémie chez l’enfant plus âgé ?","Faim impérieuse ; vomissements, douleur abdominale ; pâleur, sueurs ; regard vide, troubles du comportement, irritabilité ; céphalée, confusion mentale, coma ; convulsions souvent révélatrices.","Recall"
"Quels sont les seuils glycémiques capillaires pour définir l’hypoglycémie selon l’âge et le statut ?","Enfant < 2,8 mmol/l (<50 mg/dl). Nouveau-né à terme symptomatique : <2,2 mmol/l (<40 mg/dl). Nouveau-né à terme asymptomatique (24-48h de vie) : <2,5 mmol/l (45 mg/dl). Nouveau-né prématuré (48 premières heures) : <1,7 mmol/l (<30 mg/dl).","Recall"
"Quel est le traitement d’urgence de l’hypoglycémie chez l’enfant avec accès veineux et incapable de s’alimenter ?","Bolus de SGH 10 % : 0,2 à 0,4 g/kg (soit 2-4 ml/kg) en IV, puis relais par perfusion continue de SGH 10 % à 4-6 ml/kg/h selon l’âge, avec contrôle régulier de la glycémie.","Recall"
"Quel est le traitement d’urgence chez l’enfant si voie veineuse inaccessible et patient incapable de s’alimenter ?","Glucagon IM : 0,5 mg si poids < 20 kg, ou 1 mg si poids > 20 kg.","Recall"
"Quel est le traitement d’urgence chez l’enfant capable de s’alimenter ?","1 morceau de sucre (5 g) pour 20 kg ou 100 ml de boisson sucrée, répétable toutes les 5 minutes jusqu’à normalisation de la glycémie.","Recall"
"Quel est le traitement d’urgence de l’hypoglycémie chez le nouveau-né ?","Bolus de SGH 10 % : 2 ml/kg, puis perfusion polyionique à base de SGH 10 % : 80 ml/kg/24h. Maintenir si possible alimentation entérale (allaitement maternel, cuillère, sonde nasogastrique). Contrôle glycémie après 30 min puis toutes les 3 heures.","Recall"
"Citez quatre étiologies d’hypoglycémie chez le nouveau-né.","Prématurité/hypotrophie ; nouveau-né de mère diabétique ; détresses néonatales ; syndrome de Wiedemann-Beckwith (hyperplasie des îlots de Langerhans) ; hypopituitarismes congénitaux (déficit GH et ACTH combiné).","Recall"
"Quels sont les signes du syndrome de Wiedemann-Beckwith ?","Macrosomie, macroglossie, sillon de l’oreille, omphalocèle ou viscéralomégalie.","Recall"
"Quels sont les deux grands groupes de causes d’hypoglycémie chez le nourrisson et l’enfant ?","Déficits métaboliques (déficit de la néoglucogenèse, de la glycogénolyse, de la cétogenèse ; hypoglycémie récurrente avec cétose) et déficits endocriniens (hyperinsulinisme, déficit en GH isolé ou associé, insuffisance surrénale).","Recall"
"À quel âge survient l’hypoglycémie récurrente avec cétose et quand disparaît-elle ?","Début entre 1 et 5 ans, disparaît entre 7 et 8 ans. Survient au cours des jeûnes prolongés.","Recall"
"Pourquoi les nouveau-nés de mère diabétique sont-ils à risque d’hypoglycémie ?","L’insulinothérapie de la mère passe chez le bébé, et le bébé s’est habitué à l’insuline de sa mère (déficit énergétique).","Application"
"Un enfant de 6 ans, inconscient, a une glycémie capillaire à 2,2 mmol/l. La voie veineuse n’est pas accessible. Que faire ?","Glucagon IM : 0,5 mg si poids < 20 kg, ou 1 mg si poids > 20 kg.","Application"
"Quel examen complémentaire confirme la glycémie après la mesure capillaire ?","Techniques enzymatiques (glucose oxydase).","Recall"
"Quel est le pourcentage de consommation de glucose par le cerveau chez le nourrisson et le petit enfant ?","60 % de la consommation totale (contre 25 % chez l’adulte).","Recall"
"Quel est le signe clinique souvent révélateur de l’hypoglycémie chez l’enfant ?","Convulsions.","Recall"
