"question","option1","option2","option3","option4","answer","explanation","difficulty"
"Quelle est la structure glomérulaire responsable principale de la filtration des urines primitives ?","Les cellules mésangiales","La membrane basale glomérulaire","Les cellules épithéliales pariétales","L'appareil juxta-glomérulaire","2","Selon le document, la membrane basale glomérulaire est responsable +++ de la filtration des urines primitives.","Easy"
"Quels types de lésions sont les causes les plus fréquentes d'IRCT selon le document ?","Lésions inflammatoires","Lésions tumorales","Lésions dégénératives","Lésions malformatives","3","Le document indique que les lésions dégénératives (diabétique, goutteuse, néphro-angiosclérose, sténose athéromateuse) sont les causes les plus fréquentes d'IRCT.","Easy"
"Quelles sont les trois couches de la membrane basale glomérulaire ?","Lamina rara interna, Lamina densa, Lamina rara externa","Lamina basalis, Lamina fibrosa, Lamina elastica","Lamina glomerularis, Lamina capsularis, Lamina mesangialis","Lamina afferens, Lamina efferens, Lamina maculosa","1","Le document décrit : Lamina rara interna, Lamina densa, Lamina rara externa comme les trois couches de la membrane basale.","Easy"
"Quel type cellulaire tapisse la capsule de Bowman du côté de la chambre urinaire ?","Podocytes","Cellules endothéliales","Cellules épithéliales pariétales","Cellules mésangiales","3","Le document précise que les cellules épithéliales pariétales tapissent la capsule de Bowman du côté de la chambre urinaire.","Easy"
"À quoi correspondent les lésions de sclérose en histologie glomérulaire ?","Dépôts immunologiques","Prolifération cellulaire temporaire","Lésions cicatricielles irréversibles avec collagène","Inflammation aiguë","3","Selon le document : sclérose = lésions cicatricielles irréversibles (cellules mortes), collagène, non-évolutive, extensive, définie.","Easy"
"Quel type de lésion glomérulaire est observé dans la lésion glomérulaire minime (LGM) au microscope optique ?","Prolifération extracapillaire","Dépôts hyalins segmentaires","Aucune lésion","Épaississement de la membrane basale","3","Le document indique clairement que la LGM présente ''aucune lésion'' en microscopie optique.","Easy"
"Quel examen utilise des anticorps anti-Ig, C3, C1q et chaîne légère ?","Microscope optique avec trichrome","Immunofluorescence","Microscope électronique","Coloration PAS","2","Le document précise que l'examen par immunofluorescence utilise des AC anti-Ig, C3, C1q, chaîne légère, fibrine, protéines anormalement glycosylées.","Easy"
"Qu'est-ce que l'appareil juxta-glomérulaire sécrète ?","Urine primitive","Angiotensine","Rénine","Érythropoïétine","3","Le document indique que l'innervation sympathique de l'appareil juxta-glomérulaire conduit à la sécrétion de rénine.","Easy"
"Dans la classification évolutive, une maladie rénale ''chaude'' signifie qu'elle est :","Guérie","En séquelles seulement","Encore active","En rémission complète","3","Le document utilise ''maladie encore active / chaude'' par opposition aux séquelles dans la classification évolutive.","Easy"
"Quelle technique d'examen histologique est spécifiquement adaptée à l'étude de l'ultrastructure de la membrane basale et des podocytes ?","Trichrome","PAS","Immunofluorescence","Microscope électronique","4","Le document précise que le microscope électronique permet l''étude de la membrane basale et des podocytes (ultrastructure)'.","Easy"
"Dans la classification selon la nature des lésions, quelles lésions incluent les causes diabétique, goutteuse et néphro-angiosclérose ?","Lésions inflammatoires","Lésions dégénératives","Lésions tumorales","Lésions malformatives","2","Le document liste diabétique, goutteuse, néphro-angiosclérose, sténose athéromateuse comme lésions dégénératives.","Medium"
