"question","answer","explanation","difficulty"
"Le glaucome chronique à angle ouvert est une urgence ophtalmologique.","False","Le document indique qu’il évolue de façon insidieuse pendant des années, sans douleur. L’urgence est le GAFA, pas le GCAO.","Easy"
"Le GCAO représente 50 à 70% des glaucomes.","True","Le document le précise explicitement.","Easy"
"La cataracte est la première cause de cécité dans le monde.","True","Le document indique que le GCAO est la deuxième cause après la cataracte.","Easy"
"Le GCAO est généralement unilatéral.","False","Le document précise : « En général bilatéral, parfois asymétrique ».","Easy"
"L’hérédité du GCAO est retrouvée dans 20% des cas.","True","Le document indique : « 20% d’hérédité retrouvée ».","Easy"
"Le GCAO débute en général vers 60-70 ans.","False","Le document indique : « Il débute en général vers 40-50 ans ».","Easy"
"Le GCAO est asymptomatique au début.","True","Le document insiste : « Le grand symptôme c’est qu’au début, il n’y a aucun symptôme +++ ».","Easy"
"La PIO peut être mesurée au doigt dans le GCAO.","False","Le document précise : « Par un tonomètre à aplanation ou tonomètre à air. Pas au doigt ».","Easy"
"Un rapport Cup/Disc à 0,4 est considéré comme normal.","True","Le document l’indique explicitement.","Easy"
"La gonioscopie doit être réalisée pupille dilatée.","False","Le document précise : « Gonioscopie systématique et bilatérale, pupille non dilatée ».","Easy"
"La trabéculectomie est une intervention filtrante.","True","Le document la définit comme « intervention filtrante ».","Easy"
"Le timolol est un collyre bêtabloquant.","True","Le document cite le maléate de timolol (Timoptol) comme bêtabloquant.","Easy"
"Le Trusopt (acétazolamide) est un inhibiteur de l’anhydrase carbonique.","True","Le document le précise.","Easy"
"Le Xalatan (latanoprost) diminue la sécrétion de l’humeur aqueuse.","False","Le document indique qu’il augmente l’écoulement.","Easy"
"La pilocarpine provoque un myosis.","True","Le document la classe parmi les myotiques (parasympathicomimétiques).","Easy"
"Au stade préterminal, l’acuité visuelle est effondrée.","False","Le document précise : « Vision 10/10 et Parinaud 2 mais en canon de fusil ».","Easy"
"Le GCAO est la première cause de cécité dans le monde.","False","Le document indique que c’est la deuxième après la cataracte.","Easy"
"Un antécédent familial de glaucome est un facteur de risque.","True","Le document liste « ATCD familial » comme facteur de risque général.","Easy"
"La myopie forte est un facteur de risque oculaire du GCAO.","True","Le document mentionne « Myopies fortes > 6 dioptries ».","Easy"
"Le stade terminal du GCAO est réversible par traitement chirurgical.","False","Le document indique : « Cécité totale irréversible ».","Easy"
"La trabéculoplastie au laser à l’Argon (TRLA) brûle physiquement le trabéculum.","True","Le document précise : « Entraîne une brûlure physique du trabéculum ».","Easy"
"La surveillance du GCAO se fait uniquement par la mesure de l’acuité visuelle.","False","Le document précise que l’AV n’est pas un paramètre primordial.","Easy"
"L’OCT mesure l’épaisseur des fibres optiques de la papille.","True","Le document l’indique explicitement.","Medium"
"Un scotome de Bjerrum est un signe tardif du champ visuel dans le GCAO.","True","Le document le mentionne après le scotome paracentral.","Medium"
"La sclérectomie profonde non perforante ouvre l’œil.","False","Le document précise : « sauf qu’on n’ouvre pas l’œil ».","Medium"
"La brimonidine (Alphagan) n’agit que sur la sécrétion de l’humeur aqueuse.","False","Le document précise qu’elle agit sur la sécrétion ET l’écoulement uvéo-scléral.","Medium"
"Le dépistage familial du GCAO doit concerner la fratrie, les parents et les enfants vers 30 ans.","True","Le document le précise dans la conclusion.","Medium"
"Une PIO à 32 mmHg dans le GCAO est fréquemment douloureuse.","True","Le document indique : « Rarement > 30 mmHg sinon devient douloureux ».","Medium"
"Les collyres myotiques augmentent la sécrétion de l’humeur aqueuse.","False","Ils facilitent l’écoulement en étirant le trabéculum.","Medium"
"La trabéculectomie consiste à créer une fistule sous conjonctivale.","True","Le document le décrit explicitement.","Medium"
"Le tabac n’est pas un facteur de risque du GCAO.","False","Le document liste le tabac comme facteur de risque vasculaire.","Medium"
"L’hypertension artérielle est un facteur de risque vasculaire du GCAO.","True","Le document liste HTA comme facteur de risque vasculaire.","Medium"
"Un patient avec GCAO et PIO normale ne peut pas avoir d’aggravation du champ visuel.","False","Les facteurs de risque vasculaires (hypotension, diabète) peuvent aggraver.","Medium"
"La chirurgie filtrante est proposée dès le diagnostic dans la majorité des cas.","False","Le traitement médical suffit dans 90% des cas.","Medium"
"Un patient glaucomateux chronique au stade préterminal a un champ visuel en canon de fusil mais une acuité visuelle à 10/10.","True","Le document le décrit précisément.","Difficult"
"Chez un sujet de 20 ans atteint de glaucome pigmentaire, on préfère un traitement chirurgical précoce pour éviter les problèmes d’observance.","True","Le document l’indique explicitement.","Difficult"
