"question","option1","option2","option3","option4","answer","explanation","difficulty"
"Quelle est la définition du glaucome chronique à angle ouvert selon le document ?","Une hypertonie oculaire isolée","Une neuropathie optique antérieure chronique et progressive avec hypertonie oculaire, excavation capillaire et altérations du champ visuel","Une cataracte compliquée","Une atteinte inflammatoire de l’uvée","2","Le document définit le GCAO comme « une neuropathie optique antérieure, d’évolution chronique et progressive, généralement accompagnée d’une hypertonie oculaire, associée à une excavation capillaire et des altérations du champ visuel ».","Easy"
"Quelle est la prévalence du glaucome chronique à angle ouvert parmi les glaucomes ?","10 à 20%","30 à 40%","50 à 70%","80 à 90%","3","Le document indique : « C’est le type le plus fréquent des glaucomes (50 à 70% des glaucomes) ».","Easy"
"Quelle est la première cause de cécité dans le monde selon le document ?","Glaucome chronique","Cataracte","DMLA","Rétinopathie diabétique","2","Le document précise : « C’est la deuxième cause de la cécité dans le monde après la cataracte ».","Easy"
"À quel âge débute généralement le glaucome chronique à angle ouvert ?","20-30 ans","40-50 ans","60-70 ans","Après 80 ans","2","Le document indique : « Il débute en général vers 40-50 ans ».","Easy"
"Quel est le pourcentage d’hérédité retrouvée dans le GCAO ?","5%","10%","20%","40%","3","Le document précise : « 20% d’hérédité retrouvée ».","Easy"
"Quel est le grand symptôme du GCAO au début ?","Douleurs oculaires","Rougeur conjonctivale","Aucun symptôme","Baisse brutale de l’acuité visuelle","3","Le document insiste : « Le grand symptôme c’est qu’au début, il n’y a aucun symptôme +++ ».","Easy"
"À partir de quel âge un patient consultant pour presbytie doit-il bénéficier d’une prise de PIO systématique selon le document ?",">30 ans",">35 ans",">45 ans",">60 ans","3","Le document indique : « Le GCAO doit être dépisté à ce stade par prise de PIO systématique chez un patient qui consulte pour une presbytie (>45ans) ».","Easy"
"Quelle est la valeur seuil de PIO considérée comme normale ?","<18 mmHg","<20 mmHg","<21 mmHg","<25 mmHg","3","Le document indique : « PIO > 21 mm de Hg » pour définir l’hypertonie.","Easy"
"Quel est le rapport Cup/Disc considéré comme normal selon le document ?","0,1","0,2","0,4","0,6","3","Le document précise : « Un C/D à 0,4 est considéré comme normal ».","Easy"
"Quel examen permet d’évaluer l’ouverture de l’angle ?","Fond d’œil","Gonioscopie","Tonométrie","OCT","2","Le document indique : « Gonioscopie systématique et bilatérale […] Angle ouvert ».","Easy"
"Quel est le premier traitement médical du GCAO en première intention selon le document ?","Collyres analogues des prostaglandines","Collyres bêtabloquants","Collyres myotiques","Collyres alpha-2-adrénergiques","2","Le document précise : « Collyres bêtabloquants : En première intention ».","Easy"
"Quel est le mécanisme d’action des bêtabloquants dans le GCAO ?","Augmentation de l’écoulement uvéo-scléral","Diminution de la sécrétion au niveau des procès ciliaires","Inhibition de l’anhydrase carbonique","Myosis","2","Le document indique : « Diminue la sécrétion au niveau des procès ciliaires ».","Easy"
"Quel est le nom commercial du latanoprost cité dans le document ?","Timoptol","Trusopt","Xalatan","Alphagan","3","Le document précise : « Latanoprost (Xalatan*) ».","Easy"
"Quel collyre est un inhibiteur de l’anhydrase carbonique mentionné dans le document ?","Timolol","Trusopt (acétazolamide)","Pilocarpine","Brimonidine","2","Le document indique : « Collyre à l’acétazolamide (Trusopt*) = inhibiteur de l’anhydrase carbonique ».","Easy"
"À quel stade l’acuité visuelle s’effondre-t-elle dans le GCAO ?","Au début","Au stade modéré","Au stade terminal","Jamais","3","Le document précise : « au stade agonique, l’AV s’effondre pour aboutir à la cécité ».","Easy"
"Quel est l’aspect du champ visuel au stade préterminal du GCAO ?","Hémianopsie latérale homonyme","Vision tubulaire ou en canon de fusil","Scotome central","Rétrécissement nasal isolé","2","Le document décrit : « vision tubulaire », « en canon de fusil », « le patient n’arrive pas à se déplacer malgré son 10/10 ».","Easy"
"Quel est le mécanisme d’action de la pilocarpine dans le GCAO ?","Diminution de la sécrétion","Provoque un étirement du trabeculum, facilite l’écoulement de l’humeur aqueuse","Inhibition de l’anhydrase carbonique","Augmentation de la sécrétion","2","Le document indique : « Pilocarpine : Provoque un étirement du trabeculum, facilite l’écoulement de l’humeur aqueuse ».","Easy"
"Quel traitement chirurgical filtrant est décrit comme une intervention où l’on enlève un morceau de trabéculum ?","Sclérectomie profonde non perforante","Trabéculectomie","Iridotomie laser","Trabéculoplastie","2","Le document précise : « Trabéculectomie : on enlève un morceau de trabéculum sous un volet de sclère et de conjonctive ».","Easy"
"Quels sont les trois signes cardinaux du GCAO selon l’introduction ?","Douleur, rougeur, baisse d’AV","Hypertonie oculaire, excavation capillaire, altérations du champ visuel","Myosis, buphtalmie, cataracte","Céphalées, nausées, vomissements","2","Le document liste : hypertonie oculaire, excavation capillaire, altérations du champ visuel.","Easy"
"Quel est le mode de transmission du GCAO selon le document ?","Autosomique dominant","Autosomique récessif","Lié à l’X","Mode de transmission mal connue","4","Le document indique : « 20% d’hérédité retrouvée, mode de transmission mal connue ».","Easy"
"Quel facteur de risque oculaire est mentionné dans le document ?","Hypermétropie","Myopies fortes > 6 dioptries","Astigmatisme","Presbytie","2","Le document liste : « Myopies fortes > 6 dioptries » comme facteur de risque oculaire.","Easy"
"Quel est le scotome typique évolué du GCAO décrit dans l’examen du champ visuel ?","Scotome central","Scotome de Bjerrum","Scotome périphérique","Scotome altitudinal","2","Le document mentionne : « Scotome de Bjerrum ».","Medium"
"Pourquoi la mesure de l’acuité visuelle n’est-elle pas un paramètre primordial de surveillance dans le GCAO ?","Parce qu’elle est difficile à mesurer","Parce qu’elle reste normale jusqu’à l’extrême limite","Parce qu’elle varie trop","Parce qu’elle n’est pas fiable","2","Le document précise : « La mesure de l’acuité visuelle n’est pas un paramètre primordial de la surveillance car elle reste normale jusqu’à l’extrême limite ».","Medium"
