"question","answer","explanation","difficulty"
"Citez trois lésions élémentaires cutanées selon le document.","Érythème, macule, papule, purpura, vésicule, bulle, pustule, nouure, érosion, ulcération (au choix trois).","Document liste des lésions élémentaires.","Easy"
"Quelle est la différence entre une vésicule et une bulle ?","La vésicule mesure 1 à 3 mm de diamètre, la bulle mesure plus de 5 mm.","Document: 'Vésicule (1 à 3 mm) ; Bulle (>5mm)'","Easy"
"Citez trois critères de gravité d'une maladie éruptive chez l'enfant.","Sepsis, syndrome toxinique, purpura fébrile avec trouble hémodynamique, fièvre >5j, ulcérations muqueuses avec décollement, terrain particulier (au choix trois).","Document section DIAGNOSTIC DE GRAVITÉ.","Easy"
"Quels sont les cinq éléments de l'interrogatoire dans la démarche diagnostique ?","État des vaccinations, notion de contage, voyage récent, prise médicamenteuse, signes accompagnateurs.","Document: 'Interrogatoire : 1. État des vaccinations; 2. Notion de contage; 3. Voyage récent; 4. Prise médicamenteuse; 5. Signes accompagnateurs'","Easy"
"Citez trois types d'éruptions nommés dans le document.","Éruption morbiliforme, éruption roséoliforme, éruption scarlatiniforme.","Document dans Définitions des lésions élémentaires.","Easy"
"Qu'est-ce qu'une nouure ?","Petite induration circonscrite de l'hypoderme.","Document: 'Nouure (petite induration circonscrite de l'hypoderme)'","Easy"
"Quelle est la différence entre érosion et ulcération ?","L'érosion est une perte de substance superficielle, l'ulcération est plus profonde.","Document: 'Érosion et ulcérations (Ulc : perte de substance plus profonde)'","Easy"
"Expliquez pourquoi le diagnostic clinique est important dans les maladies éruptives.","Parce que c'est une urgence pour les maladies nécessitant un traitement ou des mesures particulières, et le diagnostic clinique est la clé (+++).","Document: 'Urgence pour les maladies nécessitant un traitement... Diagnostic clinique +++'","Medium"
"Décrivez les modalités d'examen clinique recommandées pour un enfant suspect de maladie éruptive.","Examen clinique complet chez un enfant entièrement à nu, en présence d'un membre de la famille. Caractériser l'éruption : type, lésion élémentaire, groupement lésionnel, topographie, modalités d'apparition et d'extension.","Document: 'Examen clinique complet chez un enfant entièrement à nu, en présence d'un membre de la famille' et la liste des caractéristiques.","Medium"
"Quel est le signe clinique du sepsis selon le document ?","Fièvre élevée, altération de l'état général (AEG), teint grisâtre.","Document: 'Sepsis (fièvre élevée, AEG, teint grisâtre)'","Medium"
"Quels sont les signes du choc septique ?","Tachycardie et hypotension artérielle.","Document: 'choc septique (tachycardie, hypotension artérielle)'","Medium"
"Pourquoi l'état des vaccinations est-il primordial dans l'interrogatoire ?","Parce que le carnet de santé doit contenir toutes les vaccinations, cela permet d'évaluer le risque de maladies évitables par la vaccination.","Document: 'État des vaccinations, carnet de santé OÙ TOUT DOIT FIGURER'","Medium"
"Quelle est la conduite à tenir devant une fièvre de plus de 5 jours avec éruption cutanée ?","Évoquer une maladie de Kawasaki.","Document: 'Fièvre > 5j : maladie de Kawasaki (+éruption cutanée et AEG non satisfaisante)'","Medium"
"Dans quels cas les examens paracliniques sont-ils nécessaires ?","En fonction de l'étiologie suspectée, pas toujours nécessaires.","Document: 'Examens paracliniques : Pas toujours nécessaires; En fonction de l'étiologie suspectée'","Medium"
"Un enfant présente un purpura fébrile associé à une hypotension. Quel est le niveau de gravité ?","C'est un critère de gravité (purpura fébrile + trouble hémodynamique).","Document: 'Purpura fébrile + trouble hémodynamique' dans diagnostic de gravité.","Difficult"
"Devant une éruption chez un nouveau-né, quelle est la particularité à prendre en compte ?","Le nouveau-né est un terrain particulier de gravité (avec les immunodéprimés et la femme enceinte).","Document: 'Terrain particulier : immunodéprimés, nouveau-né, femme enceinte'","Difficult"
"Un enfant a une éruption morbiliforme, une fièvre élevée, un teint grisâtre et une tachycardie. Analysez la situation selon les critères du document.","Il s'agit probablement d'un sepsis (fièvre élevée, AEG, teint grisâtre) associé à une tachycardie qui peut évoluer vers un choc septique. La présence d'une éruption morbiliforme oriente vers une cause infectieuse. C'est une urgence.","Document: sepsis défini par fièvre élevée, AEG, teint grisâtre; choc septique ajoute tachycardie et hypotension; terrain non précisé mais signes de gravité.","Difficult"
