"question","option1","option2","option3","option4","answer","explanation","difficulty"
"Quelle est la définition de l'érythème ?","Rougeur congestive de la peau s'effaçant à la pression","Tâche sans relief ni infiltration","Élévation palpable sans liquide","Petite élevure épidermique contenant du liquide","1","Document: 'Érythème : rougeur congestive de peau s'effaçant à la pression'","Easy"
"Qu'est-ce qu'une papule ?","Tâche modifiant la couleur de la peau","Élévation cutanée palpable ne contenant pas de liquide","Vésicule de moins de 3 mm","Rougeur persistante à la pression","2","Document: 'Papule : élevure cutanée palpable ne contenant pas de liquide'","Easy"
"Quel est le diamètre d'une vésicule selon le document ?","< 1 mm","1 à 3 mm","> 5 mm","3 à 5 mm","2","Document: 'Vésicule (1 à 3 mm de diamètre)'","Easy"
"Quel est le diamètre d'une bulle ?","< 3 mm","3 à 5 mm","> 5 mm","> 10 mm","3","Document: 'Bulle (>5mm de diamètre)'","Easy"
"Qu'est-ce qu'une nouure ?","Petite induration circonscrite de l'hypoderme","Perte de substance superficielle","Décollement épidermique","Pustule","1","Document: 'Nouure (petite induration circonscrite de l'hypoderme)'","Easy"
"Quelle est la différence entre une érosion et une ulcération ?","L'ulcération est plus profonde","L'érosion est plus profonde","Il n'y a pas de différence","L'ulcération est superficielle","1","Document: 'Érosion et ulcérations (Ulc : perte de substance plus profonde)'","Easy"
"Quel signe clinique définit le sepsis selon le document ?","Fièvre isolée","Fièvre élevée, AEG, teint grisâtre","Purpura fébrile","Trouble hémodynamique seul","2","Document: 'Sepsis (fièvre élevée, AEG, teint grisâtre)'","Easy"
"Quelle est la durée de fièvre évocatrice d'une maladie de Kawasaki ?","> 3 jours","> 5 jours","> 7 jours","> 10 jours","2","Document: 'Fièvre > 5j : maladie de Kawasaki'","Easy"
"Quel terrain particulier est cité comme critère de gravité ?","Adolescent","Nouveau-né","Enfant de 2 ans","Prématuré","2","Document: 'Terrain particulier : immunodéprimés, nouveau-né, femme enceinte'","Easy"
"Quel est le premier élément de l'interrogatoire dans la démarche diagnostique ?","Voyage récent","État des vaccinations","Prise médicamenteuse","Notion de contage","2","Document: '1. État des vaccinations, carnet de santé OÙ TOUT DOIT FIGURER'","Easy"
"Quel examen clinique est recommandé pour l'évaluation d'une maladie éruptive chez l'enfant ?","Examen partiel avec vêtements","Examen complet chez un enfant entièrement à nu, en présence d'un membre de la famille","Examen uniquement des lésions","Examen sans les parents","2","Document: 'Examen clinique complet chez un enfant entièrement à nu, en présence d'un membre de la famille'","Easy"
"Quelle lésion élémentaire correspond à une perte de substance profonde ?","Érosion","Ulcération","Vésicule","Bulle","2","Document: 'Ulc : perte de substance plus profonde'","Medium"
"Le purpura fébrile associé à un trouble hémodynamique est considéré comme :","Un signe de gravité","Une variante normale","Une réaction allergique bénigne","Un effet secondaire médicamenteux","1","Document: 'Purpura fébrile + trouble hémodynamique' dans diagnostic de gravité","Medium"
"Quels sont les trois types d'éruptions nommés dans le document ?","Morbiliforme, roséoliforme, scarlatiniforme","Maculeuse, papuleuse, vésiculeuse","Érythémateuse, purpurique, bulleuse","Linéaire, circulaire, confluente","1","Document: 'Éruption morbiliforme, Éruption roséoliforme, Éruption scarlatiniforme'","Medium"
"Quel élément de l'interrogatoire permet d'orienter vers une origine médicamenteuse ?","État des vaccinations","Notion de contage","Voyage récent","Prise médicamenteuse","4","Document: 'Prise médicamenteuse' dans les éléments de l'interrogatoire","Medium"
"Quelle est la particularité du carnet de santé selon le document ?","Il doit contenir uniquement les vaccins obligatoires","Tout doit y figurer","Seuls les antécédents y sont notés","Il n'est pas indispensable","2","Document: 'carnet de santé OÙ TOUT DOIT FIGURER'","Medium"
"Quel syndrome est défini par 'érythème fébrile + trouble hémodynamique' ?","Sepsis","Syndrome toxinique","Maladie de Kawasaki","Choc anaphylactique","2","Document: 'Syndrome toxinique : érythème fébrile + trouble hémodynamique'","Medium"
