"front","back","cognitive_level"
"Qu’est‑ce qu’une fissure anale ?","Une ulcération superficielle au niveau des plis radiés de l’anus.","Recall"
"Quelle est la localisation la plus fréquente de la fissure anale (pôle supérieur à 6h) et son pourcentage ?","Pôle supérieur situé à 6h en position de taille (décubitus dorsal, postérieur) : 90% des cas.","Recall"
"Quelle est la fréquence du pôle antérieur (0h) de la fissure anale, et sa particularité chez la femme ?","6% des cas (25% chez la femme).","Recall"
"Quelle est la localisation d’une fissure anale bipolaire ?","5% des cas.","Recall"
"Pourquoi une fissure anale latérale est‑elle suspecte ?","Toute fissure latérale est suspecte de cancer.","Recall"
"Décrivez le rythme douloureux à 3 temps de la fissure anale.","1) Douleur déclenchée par les selles (très vive, comme coupé par une lame). 2) Disparaît quelques minutes. 3) Réapparaît et persiste plusieurs heures.","Recall"
"Quel est le signe accompagnateur de la fissure anale ?","Petite rectorragie lors de l’émission des selles.","Recall"
"Quel est l’aspect de l’ulcération dans la fissure anale ?","Ulcération à bords nets en forme de raquette inversée, la manche étant située au niveau de la ligne pectinée.","Recall"
"Pourquoi l’examen de la marge anale est‑il souvent impossible dans la fissure anale ?","En raison de la douleur très vive en rapport avec la contraction du sphincter interne de l’anus.","Recall"
"Le toucher rectal (TR) est‑il douloureux dans la fissure anale ?","Oui, très douloureux.","Recall"
"Citez six diagnostics différentiels de la fissure anale.","Cancer anal, anite, abcès péri‑anal, maladie de Crohn, tuberculose anale, herpès anal, chancres.","Recall"
"Quel examen est nécessaire devant une suspicion de cancer anal ?","Biopsie.","Recall"
"Quel traitement médical est proposé pour la fissure anale ?","Antalgiques locaux (lidocaïne gel, cicactril) et généraux, régulateurs du transit intestinal.","Recall"
"Quels sont les trois traitements chirurgicaux possibles pour la fissure anale ?","1) Exérèse de la fissure puis anapath. 2) Sphinctérotomie interne latérale. 3) Anoplastie muqueuse (abaissement de la muqueuse rectale sur le sphincter interne).","Recall"
