"front","back","cognitive_level"
"Quels sont les signes d'alerte qui doivent faire réaliser une imagerie cérébrale devant des céphalées chez l'enfant ?","Vomissements, nausées, examen neurologique anormal. (Document : ""Vomissement, nausées, examen neuro anormal : imagerie"")","Recall"
"Pourquoi une céphalée nocturne avec réveil de l'enfant ne doit-elle jamais être banalisée ?","Car une tumeur cérébrale ne laisse pas dormir tranquille. (Document : ""céphalées nocturnes ? Car si réveil : jamais banaliser: tumeur cérébrale ne laisse pas dormir tranquille"")","Understanding"
"Quels antécédents familiaux faut-il rechercher devant des céphalées chez l'enfant ?","- Migraine
- Malformation vasculaire
- Tumeur cérébrale","Recall"
"Citez 4 antécédents personnels à rechercher devant des céphalées chez l'enfant.","- Migraine
- Neurochirurgicaux (TCE, porteur de valve DVP – valve bouchée = HTIC)
- Pathologies chroniques (métaboliques, immunologiques, hématologiques)
- Suivi ophtalmologique, dentaire, ORL
- Prise médicamenteuse (hypervitaminose A)
- Courbe du PC","Recall"
"Quelles sont les caractéristiques des céphalées à interroger pour le diagnostic ?","- Mode de début (brutal ou progressif, aura)
- Localisation (hémisphérique → migraine)
- Horaires de survenue (nocturnes ?), durée
- Type (striction, pulsation, brûlures)
- Facteurs déclenchants ou calmants
- Évolution (permanent, fluctuant, accès)
- Niveau douloureux et réponse aux antalgiques
- Retentissement sur activité et état général","Recall"
"Quels signes associés aux céphalées doivent être recherchés ?","- Fièvre
- Vomissements (HTIC), nausées
- Modification du comportement
- Signes visuels (HTIC)
- Signes neurologiques focaux (signes de localisation)","Recall"
"Quels sont les trois signes neurologiques à rechercher systématiquement à l'examen clinique devant des céphalées ?","- Signes neurologiques focaux
- Signes méningés
- Signes visuels","Recall"
"Quelle mesure systématique doit être prise chez tout enfant arrivé aux urgences pour céphalées ?","La pression artérielle (HTA). (Document : ""HTA (à prendre chez tout enfant arrivé aux urgences)"")","Recall"
"Quels examens paracliniques sont recommandés en première intention devant des céphalées ?","- Aucun examen complémentaire systématique
- Avis ophtalmologique : acuité visuelle + fond d'œil
- Imagerie cérébrale à discuter selon la clinique et l'anxiété des parents","Recall"
"Citez les étiologies de céphalées aiguës inhabituelles en contexte fébrile.","- Infection neuroméningée
- Grippe ou syndrome pseudo-grippal
- Infection ORL : sinusite, abcès dentaire","Recall"
