"front","back","cognitive_level"
"Quels sont les trois grands facteurs expliquant les besoins énergétiques accrus du nouveau-né ?","1. Métabolisme de base
2. Thermogenèse (déperdition de chaleur liée à la surface cutanée accrue – plus grosse tête)
3. Activités physiques (le nouveau-né ne reste jamais sans mouvement sauf pendant le sommeil)

Ces besoins s'ajoutent à la croissance staturo-pondérale et neurodéveloppementale.","Recall"
"Quels sont les deux objectifs principaux de la nutrition chez le nouveau-né prématuré ?","1. Obtenir une croissance analogue à celle du fœtus in utero
2. Ajuster quotidiennement les apports
(Le document précise également que plus l'âge gestationnel est bas, plus les besoins caloriques sont élevés)","Recall"
"Quelle est la perte de poids normale attendue chez le nouveau-né à terme, et quand doit-elle être rattrapée ?","- Perte de poids minimale à J3-J5 : perte < 10 % du poids de naissance
- Reprise rapide du poids de naissance entre J8-J10","Recall"
"Décrivez la maturation de la motricité intestinale et de la succion-déglutition en fonction de l'âge gestationnel.","Motricité intestinale :
- Action propulsive de jeûne (péristaltisme) : très désordonnée avant 31 SA, harmonieuse et efficace à >34 SA
- Motricité postprandiale : détectable à partir de 31 SA par sollicitation progressive

Succion-déglutition : mature à 34-36 SA","Understanding"
"Quelle est la durée de vidange gastrique chez le nouveau-né à terme par rapport à l'adulte ?","- Nouveau-né à terme : 90 minutes
- Adulte : 60 minutes

La vidange gastrique est donc plus lente chez le nouveau-né.","Recall"
"Pourquoi le prématuré a-t-il une capacité de digestion des lipides limitée ?","- Lipase pancréatique = 0
- Sels biliaires en très petite quantité (chez le prématuré)
- En revanche, les lipases linguale et gastrique permettent la digestion des triglycérides à chaîne moyenne (présents dans le lait maternel)","Understanding"
"Quelle est l'activité lactasique chez le prématuré, et quelles autres enzymes sont présentes ?","Activité lactasique faible : 30 % (chez le prématuré)
Enzymes présentes : maltase, isomaltase, saccharase, amylase
(Le lait pré contient moins de lactose et davantage d'autres glucides digérables par ces enzymes)","Recall"
"Quelles sont les trois conséquences d'un retard de l'apport entérale, fréquent chez le prématuré ?","1. Atrophie villositaire (par absence des microbes de la flore qui devraient s'installer)
2. Diminution de l'activité motrice et enzymatique
3. Réduction des capacités d'absorption et de digestion","Understanding"
"Comparez les besoins en eau, énergie et protéines entre le nouveau-né prématuré et le nouveau-né à terme (valeurs par kg/j).","Prématuré vs À terme :
- Eau (ml/kg/j) : 150-200 vs 120-150
- Énergie (Kcal/kg/j) : 110-130 vs 100-120
- Protéines (g/kg/j) : 3-4,5 vs 2,5-3

(Plus le bébé est petit, plus les besoins en protéines sont élevés : 3-4,5 pour <1000g)","Application"
"Quels sont les besoins en lipides, glucides, calcium, phosphore, magnésium, sodium, potassium et fer pour le nouveau-né à terme ?","- Lipides : 3-4 g/kg/j
- Glucides : 8-12 g/kg/j
- Calcium : 130 mg/kg/j
- Phosphore : 45 mg/kg/j
- Magnésium : 7 mg/kg/j
- Sodium : 2-4 mg/kg/j
- Potassium : 2-3 mg/kg/j
- Fer : 1 mg/kg/j","Recall"
"Quel est l'aliment idéal pour le nouveau-né à terme, et quelles sont les deux suppléments vitaminiques systématiques ?","Aliment idéal : Lait maternel à volonté (8 à 12 tétées par jour)
Suppléments :
- Vitamine D : 1000 à 1200 UI/j
- Vitamine K : 2 mg à la naissance, à J4 et à 1 mois","Recall"
