"front","back","cognitive_level"
"Quelle est l'incidence annuelle des cancers de l'enfant selon le document ?","15/100.000. Le document indique : 'Incidence annuelle : 15/100.000'.","Recall"
"Quel pourcentage des cancers de l'enfant représentent les leucémies et lymphomes ?","40 %. Le document : 'Leucémies et lymphomes 40 %'.","Recall"
"Quel cancer est décrit comme 'le plus fréquent chez nous' (Madagascar) ?","Le rétinoblastome, avec 2% des cancers de l'enfant dans le monde, mais le plus fréquent localement. Document : 'Rétinoblastomes (le plus fréquent chez nous) 2%'.","Recall"
"Citez trois syndromes polymalformatifs associés à des cancers pédiatriques selon le document.","1) Cryptorchidies et tumeurs germinales ; 2) Aniridie congénitale et néphroblastome ; 3) Trisomie 21 et leucémies (aberration chromosomique). Document : 'Syndrome polymalformatif : cryptorchidies et tumeurs germinales, aniridie congénitale et néphroblastome' ; 'Trisomie 21 et leucémies'.","Recall"
"Quel est le signe ophtalmologique évocateur de rétinoblastome ?","Le reflet pupillaire blanc (leucocorie). Document : 'Reflet pupillaire blanc (leucocorie)'.","Recall"
"Expliquez ce qu'est la leucocorie et dans quel cancer de l'enfant on la retrouve.","La leucocorie est un reflet pupillaire blanc, signe clinique évocateur du rétinoblastome. Document : 'Reflet pupillaire blanc (leucocorie)' dans la liste des manifestations des cancers de l'enfant.","Understanding"
"Quels sont les trois types de tumeurs cérébrales les plus fréquentes chez l'enfant et leurs proportions ?","Astrocytome (gliome de bas grade) : 40%, Médulloblastome (tumeur maligne) : 30%, Épendymome : 8 à 10%. Document : 'TUMEURS CÉRÉBRALES : Astrocytome (gliome de bas grade) : 40 %, Médulloblastome (tumeur maligne) : 30 %, Épendymome : 8 % à 10 %'.","Recall"
"À quel âge une puberté précoce (<8 ans) peut-elle être un signe de tumeur cérébrale ?","Oui, les signes endocriniens comme la puberté précoce (<8 ans) font partie des signes des tumeurs cérébrales. Document : 'signes endocriniens (puberté précoce : <8ans)'.","Application"
"Quel est le diagnostic différentiel entre lymphome de Hodgkin et lymphome non hodgkinien de type Burkitt selon le document ?","Le lymphome de Burkitt donne des masses ORL (maxillaires) et abdominales, diagnostic par biopsie. Le lymphome de Hodgkin donne des adénopathies superficielles indolores, fermes, mobiles, peu compressives, et des cellules de Reed-Sternberg à l'histologie. Document : 'LYMPHOME DE BURKITT++++ : masses ORL (maxillaires) et abdominales, diagnostic : biopsie' ; 'LYMPHOME DE HODGKIN : adénopathies superficielles... cellules de Reed-Sternberg'.","Analysis"
"Quels sont les quatre moyens curatifs du cancer de l'enfant listés dans le document ?","1) Protocoles validés ou en cours de validation, 2) Chimiothérapie, 3) Radiothérapie, 4) Chirurgie, 5) Greffes de cellules souches. (Le document en cite 5). Document : 'Moyens curatifs : Protocoles validés... Chimiothérapie, Radiothérapie, Chirurgie, Greffes de cellules souches'.","Recall"
"À partir de quel délai de survie peut-on parler de guérison selon le document ?","Survie à 5 ans. Document : 'Guérison ? (Fin de traitement mais pas guérison. Survie à 5 ans vao afaka miteny hoe guérison)'.","Recall"
"Quelles sont les complications thérapeutiques à long terme des cancers de l'enfant ?","Cardiaques, neuropsychologiques, stérilité, rechutes, seconds cancers (après radiothérapies). Document : 'Complications thérapeutiques ; cardiaque, neuropsychologiques, stérilité... Rechutes, second cancers (après radiothérapies)'.","Recall"
"Quel virus est associé au lymphome de Burkitt africain ?","Le virus EBV (Epstein-Barr). Document : 'EBV et lymphome de Burkitt africain'.","Recall"
"Quel examen est recommandé pour rechercher les localisations difficiles des neuroblastomes ?","La scintigraphie à la MIBG. Document : 'Scintigraphie à la MIBG (neuroblastome)' dans les signes paracliniques et dans l'évaluation de l'extension.","Recall"
"Quel marqueur tumoral urinaire est spécifique du neuroblastome ?","Les catécholamines urinaires. Document : 'Marqueurs tumoraux : catécholamines urinaires (neuroblastome)'.","Recall"
"Quelle est la particularité évolutive des cancers de l'enfant en termes de croissance et de sensibilité ?","Croissance très rapide mais très grande sensibilité à la chimiothérapie. Document : 'Cancer des enfants : évolution très rapide mais très chimio-sensible' et 'Deux particularités : Rapidité souvent extrême de leur croissance, Grande sensibilité à la chimiothérapie'.","Understanding"
"Quel syndrome héréditaire associe neurofibromatoses et gliomes ?","La neurofibromatose de Recklinghausen. Document : 'Syndrome pré-néoplasique héréditaire : Neurofibromatoses (Recklinghausen) et gliomes'.","Recall"
"Quel examen est diagnostique pour le lymphome de Burkitt ?","La biopsie. Document : 'LYMPHOME DE BURKITT++++ : masses ORL (maxillaires) et abdominales, diagnostic : biopsie'.","Recall"
"Quel pourcentage des cancers de l'enfant sont rares ?","1-3% des cancers (tous âges confondus). Document : 'Rare : 1-3 % des cancers'.","Recall"
