"question","option1","option2","option3","option4","answer","explanation","difficulty"
"Quel pourcentage des cancers de l'enfant représentent les leucémies et lymphomes ?","25%","40%","6%","2%","2","Selon le document, 'Leucémies et lymphomes 40 %'","Easy"
"Quelle est l'incidence annuelle des cancers chez l'enfant selon le document ?","1-3 pour 100.000","15 pour 100.000","20 pour 100.000","50 pour 100.000","2","Document: 'Incidence annuelle : 15/100.000'","Easy"
"Quel cancer est décrit comme 'le plus fréquent chez nous' (Madagascar) ?","Neuroblastome","Néphroblastome","Rétinoblastome","Lymphome de Burkitt","3","Document: 'Rétinoblastomes (le plus fréquent chez nous) 2%'","Easy"
"Quel marqueur tumoral est associé au neuroblastome ?","AFP","β-HCG","Catécholamines urinaires","LDH seulement","3","Document: 'Marqueurs tumoraux : catécholamines urinaires (neuroblastome)'","Easy"
"À quel âge survient typiquement le néphroblastome ?","0-1 an","2-4 ans","5-7 ans","8-10 ans","2","Document: 'NÉPHROBLASTOME ... Age : 2-4 ans'","Easy"
"Quel est le pourcentage de guérison des cancers de l'enfant s'ils sont bien traités ?","50%","75%","90%","25%","2","Document: 'Progrès thérapeutiques : si bien traités, on arrive à guérir les 3/4' (75%)","Easy"
"Quel virus est associé au lymphome de Burkitt africain ?","Virus d'Epstein-Barr (EBV)","Virus de l'hépatite B","HIV","Papillomavirus","1","Document: 'EBV et lymphome de Burkitt africain'","Easy"
"Quel examen est utilisé pour le diagnostic du lymphome de Burkitt ?","Médullogramme","Biopsie","TDM","Échographie","2","Document: 'LYMPHOME DE BURKITT : diagnostic : biopsie'","Easy"
"Quelle est la tumeur cérébrale la plus fréquente chez l'enfant selon le document ?","Médulloblastome","Épendymome","Astrocytome (gliome de bas grade)","Craniopharyngiome","3","Document: 'Astrocytome (gliome de bas grade) : 40 %'","Easy"
"Quel signe ophtalmologique est caractéristique du rétinoblastome ?","Leucocorie (reflet pupillaire blanc)","Uvéite","Strabisme","Buphthalmie","1","Document: 'Reflet pupillaire blanc(leucocorie)' dans signes cliniques","Easy"
"Quel est le pourcentage des tumeurs cérébrales parmi les cancers de l'enfant ?","15%","20-25%","30%","40%","2","Document: 'TUMEURS CÉRÉBRALES : 20 À 25% des tumeurs de l'enfant'","Easy"
"Quelle aberration chromosomique constitutionnelle est associée aux leucémies ?","Trisomie 21","Syndrome de Turner","Syndrome de Klinefelter","Délétion 22q11","1","Document: 'Trisomie 21 et leucémies'","Easy"
"Quel examen paraclinique est spécifiquement indiqué pour rechercher les localisations difficiles des neuroblastomes ?","PET-Scanner","Scintigraphie à la MIBG","IRM","TDM","2","Document: 'Scintigraphie à la MIBG (neuroblastome)' et 'Examens isotopiques Pour rechercher les localisations difficiles de neuroblastomes'","Medium"
"Dans les leucémies aiguës lymphoblastiques, quel taux de blastes au myélogramme est nécessaire au diagnostic ?",">10%",">20%",">30%",">50%","3","Document: 'Myélogramme (>30% de blastes)'","Medium"
"Quel syndrome malformatif est associé au néphroblastome selon le document ?","Cryptorchidie","Aniridie congénitale","Neurofibromatose","Trisomie 21","2","Document: 'Aniridie congénitale et néphroblastome'","Medium"
"Quelles sont les deux localisations principales du lymphome de Burkitt ?","Cervicales et inguinales","ORL (maxillaires) et abdominales","Médiastinales et osseuses","Cérébrales et rénales","2","Document: 'LYMPHOME DE BURKITT : masses ORL (maxillaires) et abdominales'","Medium"
"Quel est le critère histologique du lymphome de Hodgkin ?","Présence de cellules de Reed-Sternberg","Présence de blastes","Nécrose tumorale","Fibrose","1","Document: 'cellules de Reed-Sternberg'","Medium"
"Quel est le pourcentage du médulloblastome parmi les tumeurs cérébrales de l'enfant ?","20%","30%","40%","10%","2","Document: 'Médulloblastome (tumeur maligne) : 30 %'","Medium"
"Quel bilan est indiqué pour l'extension médullaire du neuroblastome ?","Médullogramme et biopsies ostéo-médullaires","TDM thoracique","IRM cérébrale","PET-Scanner","1","Document: 'Bilan médullaire : médullogramme et BOM'","Medium"
"Quel est le traitement du néphroblastome selon le document ?","Chirurgie seule","Chimiothérapie seule","Chimiothérapie et chirurgie +/- radiothérapie","Radiothérapie seule","3","Document: 'Chimiothérapie et chirurgie +/- Radiothérapie'","Medium"
"Quel signe clinique est décrit comme une 'particularité' des cancers de l'enfant ?","Douleur chronique","Rapidité extrême de croissance et grande sensibilité à la chimiothérapie","Métastases précoces","Régression spontanée","2","Document: 'Deux particularités : Rapidité souvent extrême de leur croissance ; Grande sensibilité à la chimiothérapie'","Medium"
"Quel examen est utilisé pour le diagnostic du neuroblastome en première intention ?","IRM","Échographie","TDM","Biopsie","2","Document: 'NEUROBLASTOME : Échographie'","Medium"
"Quel syndrome pré-néoplasique héréditaire est associé aux gliomes ?","Syndrome de Li-Fraumeni","Neurofibromatoses (Recklinghausen)","Génodermatoses","Trisomie 21","2","Document: 'Neurofibromatoses (Recklinghausen) et gliomes'","Medium"
"Quelle est la particularité des adénopathies dans le lymphome de Hodgkin au début ?","Douleureuses, molles, compressives","Indolores, fermes, mobiles, peu compressives","Chaudes, fluctuantes","Adhérentes, en chaîne","2","Document: 'Adénopathies superficielles : initialement indolores, fermes, mobiles, peu compressives'","Difficult"
"Un enfant présente une tumeur abdominale volumineuse à développement antérieur, âgé de 3 ans. Quel diagnostic évoquez-vous ?","Neuroblastome","Néphroblastome","Lymphome de Burkitt","Hépatoblastome","2","Document: 'NÉPHROBLASTOME : Age : 2-4 ans ; Tumeur abdominale volumineuse à développement antérieur'","Difficult"
"Quel examen est impossible à réaliser au stade tardif du rétinoblastome ?","IRM","FO (fond d'œil)","Échographie oculaire","TDM","2","Document: 'FO (rétinoblastome : stade tardif : buphthalmie, impossibilité de faire un FO)'","Difficult"
"Quelle anomalie génétique est recherchée dans le neuroblastome pour le pronostic ?","Mutation TP53","Amplification de N-myc","Translocation 11;22","Délétion 1p","2","Document: 'Amplification de N-myc'","Difficult"
"Selon le document, à partir de quand peut-on parler de guérison d'un cancer chez l'enfant ?","À la fin du traitement","À 1 an de survie sans événement","À 5 ans de survie","À 10 ans de survie","3","Document: 'Survie à 5 ans vao afaka miteny hoe guérison'","Difficult"
"Quelles sont les complications thérapeutiques à long terme citées ?","Cardiaques, neuropsychologiques, stérilité","Hépatiques, rénales, cutanées","Pulmonaires, digestives, endocriniennes","Musculaires, articulaires, osseuses","1","Document: 'Complications thérapeutiques ; cardiaque, neuropsychologiques, stérilité...'","Difficult"
