"front","back","cognitive_level"
"Quelle est la définition de la dermatite atopique ?","La dermatite atopique (ou eczéma atopique) est une manifestation inflammatoire cutanée chronique et/ou récidivante associée à l’atopie. L’atopie est une prédisposition héréditaire du système immunitaire à privilégier des réactions d’hypersensibilité modérées par les IgE.","Recall"
"Quel est le signe fonctionnel constant de la dermatite atopique ?","Le signe fonctionnel constant est le prurit.","Recall"
"Quels sont les trois diagnostics différentiels de la dermatite atopique avant 2 ans ?","Avant 2 ans : gale, dermatite séborrhéique, psoriasis.","Recall"
"Quels sont les deux diagnostics différentiels de la dermatite atopique après 2 ans ?","Après 2 ans : eczéma de contact, psoriasis.","Recall"
"Quel est le mécanisme étiologique principal de la dermatite atopique ?","Activation dans la peau de lymphocytes T spécifiques d’antigène, avec une réaction d’hypersensibilité retardée.","Understanding"
"Expliquez le rôle de la flaggrine dans la physiopathologie de la dermatite atopique.","Un défaut génétique de production des flaggrines (molécules nécessaires à la constitution de la couche cornée) entraîne une pénétration facile des antigènes, ce qui favorise la sensibilisation et le déclenchement des poussées.","Understanding"
"Pourquoi la topographie des lésions de dermatite atopique change-t-elle après 2 ans ?","Avant 2 ans, les lésions siègent sur les convexités des membres et du visage (partie médiane respectée). Après 2 ans, elles siègent au niveau des plis (flexures) et des zones dites « bastion » de l’eczéma (mains, poignets, chevilles).","Understanding"
"Décrivez les lésions élémentaires de la dermatite atopique chez l’enfant de moins de 2 ans.","Début vers 3 mois : érythème et œdème, puis poussées vésiculaires, suintement, desquamation ou croûtes. Dans la 2e année : peau sèche, lésions aiguës suintantes, croûteuses ou impétiginisées, et lésions chroniques nummulaires au niveau du tronc, mamelon et dos.","Recall"
"Qu’est-ce que la forme impétiginisée de la dermatite atopique ?","C’est une surinfection par staphylocoque doré, donnant des lésions vésiculo-bulleuses.","Application"
"Qu’est-ce que la surinfection herpétique dans la dermatite atopique ?","C’est la pustulose varioliforme de Kaposi-Juliusberg : lésions vésiculo-pustuleuses varioliformes associées à de la fièvre.","Application"
"Quelles sont les trois complications ophtalmologiques possibles de la dermatite atopique ?","Kérato-conjonctivite, cataracte, détachement rétinien.","Recall"
"Chez l’adulte, quelles sont les quatre entités à différencier d’une forme érythrodermique de dermatite atopique ?","Lymphome cutané, toxidermie (réaction indésirable médicamenteuse), néoplasie profonde, psoriasis.","Analysis"
"Quel est le rôle des lymphocytes T CD8+ dans la dermatite atopique ?","Les LT CD8+ sont nécessaires à l’initiation des lésions.","Recall"
"Comparez la peau normale et la peau atopique selon le schéma physiopathologique du document.","Peau normale : l’eau s’évapore peu, les allergènes ne peuvent pas entrer. Peau atopique : (non détaillé dans le document mais sous-entendu : barrière altérée, évaporation excessive, entrée d’allergènes).","Understanding"
"Quels sont les signes mineurs de la dermatite atopique chez l’enfant après 2 ans ?","Pigmentation infra-orbitaire, plis sous-palpébraux (signes de Dennie Morgan), pulpite sèches et fissuraires des pieds, eczématides sèches achromiantes du visage (plaque hypochromique peu squameuse).","Recall"
"À quel âge débute habituellement la dermatite atopique ?","Habituellement vers 3 mois.","Recall"
"Quels sont les critères cliniques du diagnostic positif de la dermatite atopique ?","Clinique : érythème puis poussées vésiculeuses, suintements, desquamations ou croûtes, et prurit. Topographie : convexité des membres et visage avant 2 ans ; plis ou zones bastion de l’eczéma après 2 ans.","Application"
"Pourquoi la dermatite atopique est-elle un motif fréquent de consultation ?","C’est la première cause d’eczéma, touchant 10-25% des enfants dans les études nord-européennes, et le premier motif de consultation en dermatologie pédiatrique.","Recall"
