question, answer, explanation, difficulty
"Pourquoi le dosage de la b-HCG est-il systématique devant toute douleur pelvienne aiguë associée à des métrorragies ?", "Pour éliminer une grossesse (intra-utérine ou extra-utérine) qui peut se compliquer et nécessiter une prise en charge urgente", "Le document : 'Systématique devant toute douleur pelvienne aiguë, surtout si associée à des métrorragies (saignement). Si positif : grossesse'", "Medium"
"Expliquez le mécanisme de la douleur dans la torsion d'un kyste ovarien.", "La torsion entraîne une ischémie de l'ovaire et du kyste, provoquant une douleur brutale par distension capsulaire et nécrose", "Le document : 'douleur d'apparition brutale avec notion de kyste : urgence'", "Medium"
"Pourquoi la coelioscopie est-elle à la fois diagnostique et opératoire dans les douleurs pelviennes chroniques ?", "Car elle permet de visualiser directement les lésions (synéchies, endométriose, pyosalpinx) et de les traiter dans le même temps", "Le document : 'Coelioscopie : très utile (diagnostique et opératoire)'", "Medium"
"Quelle est la séquence étiologique conduisant de l'infection à Chlamydia à la douleur pelvienne chronique ?", "Chlamydia → salpingite → séquelles tubaires (hydrosalpinx, pyosalpinx, adhérences) → douleur chronique", "Document : '+++ infection à Chlamydia : douleurs pelviennes chroniques et lésions au niveau de la trompe'", "Difficult"
"Pourquoi la tuberculose génitale résiste-t-elle aux antibiotiques non spécifiques ?", "Car Mycobacterium tuberculosis est intracellulaire et nécessite une antibiothérapie antituberculeuse spécifique prolongée", "Document : 'antibiotiques non spécifiques inefficaces'", "Difficult"
"Expliquez le mécanisme de la dyspareunie profonde dans l'endométriose.", "Les implants endométriosiques des culs-de-sac postérieurs ou des ligaments utéro-sacrés sont étirés lors des rapports, déclenchant la douleur", "Document : 'Dyspareunie profonde : Endométriose'", "Medium"
"Comment différencier cliniquement un fibrome d'une tumeur ovarienne à l'examen pelvien ?", "Le fibrome est solidaire de l'utérus (mobilisé avec lui), la tumeur ovarienne est latéro-utérine non solidaire", "Le document : 'masse latéro-utérine (non solidaire à l'utérus) (myome : solidaire)'", "Medium"
"Quelle est la particularité de la douleur du syndrome de Masters-Allen par rapport à une rétroversion adhérentielle ?", "Dans Masters-Allen, l'utérus est très mobile et la douleur orthostatique ; dans les adhérences, l'utérus est fixé", "Document oppose 'utérus rétroversé douloureux et très mobile' à 'rétroversion fixée par adhérences'", "Difficult"
"Pourquoi les douleurs essentielles sont-elles un diagnostic d'élimination ?", "Car il faut exclure toutes les causes organiques gynécologiques, extra-gynécologiques avant d'affirmer l'absence de substratum", "Document : 'Diagnostic d'élimination à poser avec la plus grande prudence après un bilan complet'", "Medium"
"Quel est le bilan minimum devant une suspicion de tumeur ovarienne maligne ?", "Échographie pelvienne, CA125, CA19-9, et coelioscopie ou chirurgie", "Document : 'Échographie pelvienne, CA125, CA19-9'", "Medium"
"Expliquez le mécanisme de la douleur dans les infections cervicales.", "Lymphangite sous-péritonéale sur le trajet lymphatique du corps et du col", "Document : 'Douleur par lymphangite sous-péritonéale sur le trajet lymphatique du corps et du col'", "Difficult"
"Quelle est la particularité de la douleur de la névralgie pudendale ?", "Douleur du territoire anatomique du nerf, aggravée par la station assise prolongée", "Document : 'Douleur aggravée par une position assise prolongée, point douloureux en regard de l'épine sciatique'", "Medium"
