"front","back","cognitive_level"
"Quelle est la particularité de la douleur pelvienne chronique non périodique par rapport au cycle menstruel ?","Elle n’est pas rythmée par le cycle menstruel.","Recall"
"Quels antécédents gynécologiques faut-il rechercher devant une douleur pelvienne chronique ?","Âge de la patiente, âge de la ménarche, caractéristiques des cycles (réguliers/irréguliers), durée et abondance des menstruations, syndrome prémenstruel ou intermenstruel, dysménorrhée, contraception (type, date de pose, effets secondaires).","Recall"
"Citez cinq antécédents personnels à rechercher devant une douleur pelvienne chronique.","1) Infections génitales à répétition. 2) Primo-infection tuberculeuse. 3) Antécédent de kyste de l’ovaire. 4) Antécédent de pathologies extra-génitales. 5) Antécédent d’intervention chirurgicale sur le pelvis (appendicectomie) avec année, motif et complications.","Recall"
"Quels antécédents obstétricaux sont importants à recueillir ?","Parité et gestité, modalité d’accouchement (année, voie basse/césarienne, indications, complications, suites de couches), notion d’avortement (spontané/provoqué) ou curetage, antécédent de grossesse extra-utérine (GEU), antécédent de geste endo-utérin récent.","Recall"
"Quels antécédents familiaux orientent vers une douleur pelvienne chronique d’origine digestive ou gynécologique ?","Pathologie digestive (MICI – maladies inflammatoires chroniques intestinales), cancers familiaux, histoire gynécologique (endométriose), notion de contage tuberculeux (TB péritonéal).","Recall"
"Quels facteurs déclenchants de la douleur pelvienne doivent être recherchés à l’interrogatoire ?","Efforts, rapports sexuels (dyspareunie profonde), après un accouchement (syndrome de Masters-Allen), après un curetage (synéchies, endométrite), après une intervention chirurgicale (adhérences).","Recall"
"Quels signes accompagnateurs doivent être recherchés ?","Signes urinaires, signes digestifs, syndrome infectieux, troubles du cycle.","Recall"
"À l’examen clinique, quels signes de virilisation recherche-t-on ?","Hirsutisme, présence de poils au niveau des jambes.","Recall"
"À l’examen abdomino-pelvien, que doit-on évaluer ?","Météorisme, douleur provoquée, défense, contracture, masse pelvienne (volume, consistance, surface régulière ou non, douloureuse, palpation combinée avec toucher vaginal pour déterminer si solidaire de l’utérus).","Recall"
"À l’examen au spéculum, que recherche-t-on ?","Métrorragies, leucorrhées purulentes, aspect du col et du vagin (inflammation, masse, déchirure).","Recall"
"Quel est le premier examen paraclinique systématique devant toute douleur pelvienne aiguë, surtout si associée à des métrorragies ?","Dosage de l’hCG (human Chorionic Gonadotrophin). S’il est positif : grossesse.","Application"
"Quels sont les trois groupes d’étiologies des douleurs pelviennes chroniques ?","1) Douleurs d’origine gynécologiques. 2) Causes extra-gynécologiques. 3) Douleurs dites “essentielles”.","Recall"
"Citez quatre étiologies gynécologiques de douleur pelvienne chronique.","1) Infections génitales chroniques. 2) Fibrome utérin. 3) Tumeurs ovariennes bénignes ou malignes. 4) Malpositions utérines.","Recall"
"Quels antécédents orientent vers une infection génitale chronique comme cause de douleur pelvienne ?","Antécédents de geste intra-utérin (IVG, curetage), de salpingites, signes associés (pesanteur pelvienne, leucorrhées, métrorragies).","Recall"
"À l’examen clinique d’une infection génitale chronique, que recherche-t-on ?","Mobilisation utérine douloureuse (éventuellement annexielle), masse.","Recall"
"Quelle infection vulvo-vaginale est particulièrement douloureuse ?","La vaginite à Trichomonas.","Recall"
"Comment l’infection cervicale provoque-t-elle une douleur pelvienne ?","La douleur est liée à une lymphangite sous-péritonéale sur le trajet lymphatique du corps et du col. Elle peut être d’origine : lésions du col (déchirure obstétricale, ectropion infecté).","Understanding"
