"question","option1","option2","option3","option4","answer","explanation","difficulty"
"Quel pourcentage des cancers du foie sont des cancers primitifs ?","95%","5%","50%","25%","2","Le document : 'Cancer du foie : Secondaire : 95% ; Primitif : 5%'","Easy"
"Quel est le nom du cancer primitif du foie ?","Hépatoblastome","Hépatocarcinome","Angiosarcome","Carcinome fibrolamellaire","2","Le document : 'Cancer primitif : Hépatocarcinome'","Easy"
"Quelle est la principale cause de cirrhose (50 à 75%) selon le document ?","Hépatite B","Alcoolisme","Hépatite C","Hémochromatose","2","Le document : 'Alcoolisme : 50 à 75% des cirrhoses'","Easy"
"Quel est le taux normal de l’alpha-foeto-protéine (AFP) ?","< 10 ng/ml","< 20 ng/ml","< 50 ng/ml","< 100 ng/ml","2","Le document : 'Taux normal < 20ng/ml'","Easy"
"À partir de quel seuil l’AFP est-elle spécifique d’un hépatocarcinome (CHC) ?","> 200 ng/ml","> 500 ng/ml","> 1000 ng/ml","> 50 ng/ml","2","Le document : 'Taux > 500 ng/ml = spécifique d’un CHC'","Easy"
"Quel examen morphologique est le plus souvent utilisé en première intention ?","TDM","IRM","Échotomographie abdominale","Artériographie","3","Le document : 'Echotomographie abdominale : montre l’aspect des lésions'","Easy"
"Quelle est la forme échographique la plus fréquente du CHC ?","Forme infiltrante isoéchogène","Forme nodulaire hypoéchogène petite taille","Forme nodulaire hyperéchogène grande taille avec nécrose centrale","Toutes les trois sont citées comme fréquentes","4","Le document cite les trois formes comme les plus fréquentes.","Easy"
"Au scanner avec injection, quelle est la caractéristique du CHC ?","Hypovascularisation","Hypervascularisation (prise rapide du produit de contraste)","Nécrose centrale","Calcifications","2","Le document : 'caractère hypervascularisé de la tumeur qui prend rapidement le produit de contraste'","Easy"
"Quel est le pourcentage de certitude diagnostique de la ponction biopsie échoguidée ?","60 à 90%","50 à 70%","80 à 95%","40 à 60%","1","Le document : 'certitude diagnostique dans 60 à 90% des cas'","Easy"
"Quel traitement médical permet une destruction d’une tumeur <5cm par injection répétée ?","Chimiolipioembolisation","Injection intratumorale d’éthanol","Chimiothérapie systémique","Radiothérapie","2","Le document : 'Injection intratumorale d’Ethanol [...] permet une destruction de la lésion. Tumeur < 5cm'","Easy"
"Quel est le pourcentage de fixation du Lipiodol au niveau du foie après injection artérielle ?","Plus de 50%","Plus de 75%","Plus de 90%","100%","2","Le document : 'Se fixe pour plus de 75% au niveau du foie'","Easy"
"Quelle est la prévention primaire du CHC citée ?","Dépistage par échographie tous les 6 mois","Vaccination contre l’hépatite B","Dosage de l’AFP","Chimioprévention","2","Le document : 'Prévention primaire : Vaccination contre l’hépatite B'","Easy"
"Quels sont les trois types de cancers secondaires du foie les plus fréquents ?","Cancer digestif (50%), sein (25%), testicules/bronches (20%)","Cancer du pancréas, rein, ovaire","Cancer de la prostate, vessie, thyroïde","Mélanome, sarcome, lymphome","1","Le document donne ces trois pourcentages.","Medium"
"Quelle est l’incidence annuelle du cancer primitif du foie en France ?","1-5 cas/100.000","10-15 cas/100.000","20-25 cas/100.000","Moins de 1 cas/100.000","1","Le document : 'Incidence en France : 1-5 cas / an pour 100.000 habitants'","Medium"
"Quel est le rôle des hépatocytes dans la synthèse des facteurs de coagulation ?","Ils synthétisent tous les facteurs","Ils synthétisent les facteurs II, V, VII, IX, X, XI","Ils ne synthétisent aucun facteur","Ils synthétisent uniquement la vitamine K","2","Le document : 'Synthétisent les facteurs de coagulation (II, V, VII, IX, X, XI)'","Medium"
"Quels sont les symptômes tardifs du CHC ?","Douleur de l’hypochondre droit, AEG","Intensification de la douleur, ascite, splénomégalie, augmentation de volume de l’abdomen, ictère rare","Fièvre, frissons","Ictère constant","2","Le document liste ces symptômes tardifs.","Medium"
"Quelle est la caractéristique de l’hépatomégalie dans le CHC ?","Molle, régulière, indolore","Dure, irrégulière, douloureuse, sensible, parfois souffle vasculaire","Lisse, non sensible","Fermes, régulière","2","Le document : 'Hépatomégalie : Dure, Irrégulière, Douloureuse, Sensible, Et parfois avec un souffle vasculaire'","Medium"
"Quelle est la valeur de l’augmentation exponentielle de l’AFP ?","Caractéristique du CHC","Non spécifique","Toujours présente","Signe de métastase","1","Le document : 'Elévation exponentielle = caractéristique (courbe)'","Medium"
"Quel est l’aspect échographique d’une forme nodulaire de grande taille ?","Hypoéchogène","Isoéchogène","Hyperéchogène avec zones hypoéchogènes centrales (nécrose)","Anéchogène","3","Le document : 'forme nodulaire de grande taille hyperéchogène avec au centre des zones hypoéchogènes (nécrose centrale)'","Medium"
"Que montre l’artériographie avec lipiodol ?","Hypovascularisation","Hypervascularisation avec refoulement des artères par la tumeur","Nécrose","Thrombose","2","Le document : 'montre une hypervascularisation avec un refoulement des artères par la tumeur'","Medium"
"Quels sont les critères d’opérabilité d’un CHC sur cirrhose ?","Petite taille, extension intra-hépatique limitée, non compliqué de thrombose portale, non métastasé, sans insuffisance hépatocellulaire","Toute taille, pas de métastase","Uniquement tumeur unique","Cirrhose compensée uniquement","1","Le document liste ces cinq critères.","Medium"
"Quelle est l’efficacité de la chimiolipioembolisation sur la réduction tumorale ?","Chez > 50% des patients","Chez < 30%","Chez 100%","Chez 10%","1","Le document : 'Permet de réduire le volume tumoral chez > 50%'","Medium"
"Quelle est la prévention secondaire du CHC ?","Vaccination anti-HB","Dosage AFP et échographie tous les 6 mois chez les patients porteurs d’hépatopathie chronique","Lutte contre l’alcoolisme","Traitement antiviral","2","Le document : 'Dépistage précoce du CHC chez les patients porteurs d’une hépatopathie chronique par dosage AFP et échographie tous les 6 mois'","Medium"
"Quel est le pourcentage d’augmentation de l’AFP dans les CHC ?","30-50%","60-95%","80-100%","40-70%","2","Le document : 'Augmentation dans 60-95% des CHC'","Medium"
"Quels sont les autres types histologiques rares de cancer primitif du foie ?","Carcinome fibrolamellaire, hépatoblastome, angiosarcome","Cholangiocarcinome, cystadénocarcinome","Hémangioendothéliome, sarcome","Lymphome, mélanome","1","Le document : 'Autres types histologiques = rares : Carcinome fibrolamellaire, Hépatoblastome, Angiosarcome'","Difficult"
"Quelle est la particularité de l’IRM avec injection de ferrites ?","Montre des nodules vides de fer","Montre une hypervascularisation","Montre une nécrose","Montre une fibrose","1","Le document : 'L’IRM avec injection de ferrites montre des nodules vides de fer'","Difficult"
"Quels sont les volumes et rythme d’injection d’éthanol intratumoral ?","5 à 10 cc tous les 2 à 4 jours","1 à 2 cc par jour","20 cc en une fois","10 cc par semaine","1","Le document : '5 à 10 cc sont injectés et répétés tous les 2 à 4 jours'","Difficult"
"Pourquoi la transplantation hépatique est-elle difficile chez les patients avec CHC sur cirrhose ?","Car patients souvent alcooliques ou infectés par HBV, donc risque de récidive","Par manque de donneurs","Par rejet immunitaire","Par coût élevé","1","Le document : 'La transplantation hépatique reste à définir(car patients soit alcoolique soit infectés par HB, donc récidive)'","Difficult"
"Quel est le pourcentage des cancers secondaires d’origine digestive ?","25%","50%","20%","75%","2","Le document : 'Cancers secondaires : Cancer digestif (50% des cas)'","Medium"
