"question","answer","explanation","difficulty"
"Quels sont les deux grands types de cancers du foie et leurs proportions ?","Cancers secondaires (95%) et cancers primitifs (5%).","Le document : 'Secondaire : 95% ; Primitif : 5%'","Easy"
"Quel est le nom du cancer primitif du foie ?","Hépatocarcinome (CHC).","Le document : 'Cancer primitif : Hépatocarcinome'","Easy"
"Quelles sont les trois principales étiologies des cancers secondaires du foie ?","Cancer digestif (50%), cancer du sein (25%), cancers des testicules et des bronches (20%).","Le document donne ces trois pourcentages.","Easy"
"Citez quatre facteurs de risque du CHC liés à la cirrhose.","Alcoolisme (50-75%), hépatite B et C (30%), aflatoxine B1, hémochromatose.","Le document : 'Cirrhose avec toutes ses causes : Alcoolisme, Hépatite B et C, Substances toxiques (Aflatoxine B1), Hémochromatose'","Easy"
"Quels sont les trois autres types histologiques rares de cancer primitif du foie ?","Carcinome fibrolamellaire, hépatoblastome, angiosarcome.","Le document : 'Autres types histologiques = rares : Carcinome fibrolamellaire, Hépatoblastome, Angiosarcome'","Easy"
"Quelles sont les quatre circonstances de découverte du CHC ?","Douleur de l’hypochondre droit, AEG avec amaigrissement et asthénie, patient porteur d’une cirrhose, décompensation brutale d’une cirrhose.","Le document : 'Circonstances de découverte'","Easy"
"Quelles sont les caractéristiques de l’hépatomégalie dans le CHC ?","Dure, irrégulière, douloureuse, sensible, parfois avec souffle vasculaire systolique ou continu.","Le document : 'Hépatomégalie : Dure, Irrégulière, Douloureuse, Sensible, Et parfois avec un souffle vasculaire systolique ou continu'","Medium"
"Quels sont les symptômes tardifs du CHC ?","Intensification de la douleur, ascite, splénomégalie, augmentation de volume de l’abdomen, ictère (rare).","Le document : 'Symptômes tardifs'","Medium"
"Quelle est la valeur diagnostique de l’alpha-foeto-protéine (AFP) dans le CHC ?","Augmentation dans 60-95% des CHC, taux normal <20 ng/ml, taux >500 ng/ml spécifique, élévation exponentielle caractéristique.","Le document donne ces informations.","Medium"
"Quelles sont les trois formes échographiques les plus fréquentes du CHC ?","1) Forme infiltrante isoéchogène ; 2) Forme nodulaire de petite taille hypoéchogène ; 3) Forme nodulaire de grande taille hyperéchogène avec zones hypoéchogènes centrales (nécrose).","Le document : 'Les formes les plus fréquentes sont :'","Medium"
"Quel est l’aspect du CHC au scanner avant et après injection ?","Avant injection : lésion hypodense ou rarement isodense. Après injection : hypervascularisation avec prise rapide du produit de contraste.","Le document : 'Tomodensitométrie (TDM) ou Scanner'","Medium"
"Quel examen morphologique est indiqué en cas de négativité des examens précédents et quel est son taux de certitude ?","La ponction biopsie échoguidée à l’aiguille fine, avec une certitude diagnostique de 60 à 90%.","Le document : 'La ponction biopsie échoguidée = certitude diagnostique dans 60 à 90% des cas : indiquée en cas de négativité des examens précédents'","Medium"
"Quels sont les cinq critères d’opérabilité d’un CHC sur cirrhose ?","Petite taille, extension intra-hépatique limitée, non compliqué de thrombose portale, non métastasé, sans insuffisance hépatocellulaire.","Le document : 'Seuls sont opérables les CHC de : Petite taille, Extension intra-hépatique limitée, Non compliqués de thrombose portale, Non métastasés et Sans insuffisance hépatocellulaire'","Medium"
"Expliquez le principe et les résultats de la chimiolipioembolisation.","Injection de Lipiodol (associé à des cytotoxiques comme l’Adriamycine) par voie artérielle hépatique. Lipiodol se fixe à plus de 75% dans le foie, persiste plusieurs semaines dans la tumeur. Réduction tumorale chez plus de 50% des patients.","Le document : 'La chimiolipioembolisation'","Medium"
"Quelles sont les indications de l’injection intratumorale d’éthanol ?","Tumeur <5 cm, visible à l’échographie, accessible à l’aiguille, non immédiatement sous-capsulaire (profonde).","Le document : 'Tumeur < 5cm, visible à l’échographie, accessible à l’aiguille, non immédiatement sous-capsulaire'","Medium"
"Quels sont les deux types de prévention du CHC ?","Prévention primaire (vaccination anti-HB, identification des porteurs VHC, lutte contre l’alcoolisme) et prévention secondaire (dépistage par AFP et échographie tous les 6 mois chez les patients avec hépatopathie chronique).","Le document : 'Traitement préventif'","Medium"
"Pourquoi la transplantation hépatique est-elle difficile chez les patients avec CHC sur cirrhose ?","Car les patients sont souvent alcooliques ou infectés par le virus de l’hépatite B, avec un risque de récidive sur le greffon.","Le document : 'La transplantation hépatique reste à définir(car patients soit alcoolique soit infectés par HB, donc récidive)'","Difficult"
"Quels sont les traitements possibles pour un CHC sur foie sain (rare) ?","Hépatectomie élargie, transplantation hépatique, ou tumorectomie.","Le document : 'CHC sur foie sain sont rares : Hépatectomie élargie, une transplantation ou une tumorectomie'","Difficult"
"Quelle est la particularité de l’IRM avec injection de ferrites dans le CHC ?","Elle montre des nodules vides de fer (par rapport au parenchyme hépatique sain qui capte le fer).","Le document : 'L’IRM avec injection de ferrites montre des nodules vides de fer'","Difficult"
