"question","answer","explanation","difficulty"
"Les cancers secondaires du foie représentent 95% des cancers du foie.","True","Le document : 'Cancer du foie : Secondaire : 95%'","Easy"
"L’hépatocarcinome est le cancer primitif du foie le plus fréquent.","True","Le document : 'Cancer primitif : Hépatocarcinome'","Easy"
"L’incidence du cancer primitif du foie en France est de 10-15 cas/100.000 habitants par an.","False","Le document : 'Incidence en France : 1-5 cas / an pour 100.000 habitants'","Easy"
"L’alpha-foeto-protéine est augmentée dans 100% des CHC.","False","Le document : 'Augmentation dans 60-95% des CHC'","Easy"
"Un taux d’AFP > 500 ng/ml est spécifique d’un CHC.","True","Le document : 'Taux > 500 ng/ml = spécifique d’un CHC'","Easy"
"L’échographie abdominale montre l’aspect des lésions et leur caractère unique ou multiple.","True","Le document : 'Montre l’aspect des lésions, Caractère unique ou multiple'","Easy"
"Au scanner sans injection, le CHC est généralement hyperdense.","False","Le document : 'Avant injection : lésion hypodense ou rarement iso dense'","Easy"
"La ponction biopsie échoguidée est indiquée en première intention systématique.","False","Le document : 'indiquée en cas de négativité des examens précédents'","Easy"
"L’alcoolisme est responsable de 50 à 75% des cirrhoses.","True","Le document : 'Alcoolisme : 50 à 75% des cirrhoses'","Easy"
"L’injection intratumorale d’éthanol est indiquée pour les tumeurs de plus de 10 cm.","False","Le document : 'Tumeur < 5cm'","Easy"
"La chimiolipioembolisation permet de réduire le volume tumoral chez plus de 50% des patients.","True","Le document : 'Permet de réduire le volume tumoral chez > 50%'","Easy"
"La vaccination contre l’hépatite B fait partie de la prévention primaire.","True","Le document : 'Prévention primaire : Vaccination contre l’hépatite B'","Easy"
"Les hépatocytes synthétisent tous les facteurs de coagulation.","False","Le document : 'Synthétisent les facteurs de coagulation (II, V, VII, IX, X, XI)' (pas tous)","Medium"
"Le souffle vasculaire systolique ou continu peut être entendu sur l’hépatomégalie du CHC.","True","Le document : 'parfois avec un souffle vasculaire systolique ou continu'","Medium"
"L’ictère est un symptôme fréquent du CHC.","False","Le document : 'Ictère (rare)'","Medium"
"L’hyperplasie nodulaire focale (HNF) fait partie des diagnostics différentiels.","True","Le document : 'Diagnostic différentiel : Hyperplasie nodulaire focale (HNF)'","Medium"
"La chimiothérapie et le traitement hormonal sont très efficaces dans le CHC.","False","Le document : 'La chimiothérapie ou le traitement hormonal sont très décevants'","Medium"
"Le Lipiodol injecté par voie artérielle hépatique se fixe à plus de 75% au niveau du foie.","True","Le document : 'Se fixe pour plus de 75% au niveau du foie'","Medium"
"L’injection d’éthanol intratumoral doit être faite sur des tumeurs sous-capsulaires.","False","Le document : 'non immédiatement sous-capsulaire (profonde, risque d’injection dans grande cavité péritonéale)'","Medium"
"La thrombose portale est un critère d’inopérabilité pour un CHC sur cirrhose.","True","Le document : 'Non compliqués de thrombose portale' comme critère d’opérabilité","Medium"
"Le dépistage secondaire du CHC repose sur l’AFP et l’échographie tous les 6 mois.","True","Le document : 'Dépistage précoce du CHC par dosage AFP et échographie tous les 6 mois'","Medium"
"L’hépatoblastome est une variété fréquente de cancer primitif du foie.","False","Le document : 'Autres types histologiques = rares' puis liste hépatoblastome","Medium"
"L’artériographie montre un refoulement des artères par la tumeur.","True","Le document : 'refoulement des artères par la tumeur'","Medium"
"L’IRM avec injection de ferrites montre des nodules remplis de fer.","False","Le document : 'montre des nodules vides de fer'","Difficult"
"Les CHC sur foie sain sont fréquents.","False","Le document : 'CHC sur foie sain sont rares'","Difficult"
"L’injection d’éthanol intratumoral peut être faite en un gros volume en une seule fois.","True","Le document : '(ou un gros volume en une seule fois)'","Difficult"
"Le cancer du sein représente 25% des cancers secondaires du foie.","True","Le document : 'Cancer du sein (25 % des cas)'","Medium"
"La lutte contre l’alcoolisme fait partie de la prévention primaire.","True","Le document : 'Prévention primaire : Lutte contre l’alcoolisme'","Medium"
"La forme infiltrante isoéchogène est l’une des formes échographiques fréquentes.","True","Le document : 'La forme infiltrante iso échogène' parmi les plus fréquentes.","Medium"
