"front","back","cognitive_level"
"Quelle est la définition de la maladie de Crohn ?","Maladie du groupe des MICI (maladies inflammatoires chroniques de l’intestin), également appelée iléite terminale (zone de prédilection : iléon terminal). C’est une colite primitive : atteinte inflammatoire chronique, auto-inflammation sans étiologie véritable identifiable, auto-entretenue. Atteint tout le tractus digestif (bouche → anus).","Recall"
"Quelles sont les localisations les plus fréquentes de la maladie de Crohn ?","Atteinte iléo-colique : 50%, iléale isolée : 30%, côlon isolé : 20%.","Recall"
"Quel est le gradient géographique de fréquence de la maladie de Crohn ?","Plus fréquente au Nord de l’Europe (pays scandinaves > Europe du Sud), Europe > Afrique. Rare à Madagascar.","Recall"
"Quel est le principal facteur génétique de susceptibilité pour la maladie de Crohn ?","Mutation du gène CARD 15 (NOD 2) sur le chromosome 16. Exprimé dans les monocytes/macrophages et les cellules intestinales. Présent chez 20% des patients atteints de Crohn et chez 10% des sujets sains.","Recall"
"Quels sont les facteurs environnementaux favorisant la maladie de Crohn ?","Tabagisme actif (augmente le risque), carence en vitamine D, alimentation pauvre en végétaux riche en graisses et viande animale. L’exposition solaire a un effet protecteur.","Recall"
"Quelle est l’hypothèse physiopathologique de la maladie de Crohn ?","Composition anormale du microbiote intestinal, dysfonction de la barrière intestinale, réactions immunitaires excessives (auto-inflammation), liées à la mutation de CARD15 et aux facteurs environnementaux.","Understanding"
"Quels sont les signes digestifs typiques de la maladie de Crohn iléo-colique ?","Rectorragie, douleur abdominale de la FID (syndrome appendiculaire), syndrome de Koenig (douleur + ballonnement + gargouillis), diarrhée chronique peu abondante, syndrome dysentérique (selles glairo-sanguinolentes), lésions ano-périnéales (LAP) ++.","Recall"
"Qu’est-ce que le syndrome de Koenig dans la maladie de Crohn ?","Douleur abdominale + sensation de ballonnement et flatulence, puis disparition de ces signes avec apparition de bruits de gargouillis prédominant en fosse iliaque droite (FID). Lié à une sténose de l’iléon.","Recall"
"Quelles sont les manifestations extra-digestives de la maladie de Crohn ?","Cutanées et buccales : érythème noueux, aphtes buccaux, dermatose neutrophilique. Articulaires : oligo-arthrite périphérique, sacro-iliite, spondylarthrite ankylosante. Oculaire : uvéite (risque de cécité). Vasculaires : thromboses.","Recall"
"Qu’est-ce que l’érythème noueux ?","Lésion dermatologique intéressant surtout les membres inférieurs, apparaissant par poussée avec fièvre et AEG, nodosités palpables disparaissant sans cicatrice au bout de quelques jours.","Recall"
"Quel examen est le gold standard pour le diagnostic de la maladie de Crohn ?","Coloscopie totale (pas seulement recto-sigmoïdoscopie). Permet de visualiser l’iléon terminal et les lésions discontinues avec « intervalle de muqueuse saine ».","Recall"
"Quelles sont les trois stades de gravité endoscopique des lésions de Crohn ?","Mineures : érythème, ulcération aphtoïde. Modéré : ulcération superficielle. Grave : ulcération creusante (atteint la musculeuse, risque de perforation, contre-indication à poursuivre l’endoscopie).","Recall"
"Quels sont les scores endoscopiques de la maladie de Crohn ?","Score CDEIS (Crohn’s Disease Endoscopic Index of Severity) et score de Rutgeerts.","Recall"
"Quelles lésions radiologiques (transit du grêle) sont évocatrices de maladie de Crohn ?","Rétrécissements asymétriques et irréguliers, dilatation en amont (sténose), ulcérations profondes, épaississement des valvules conniventes, fistules.","Recall"
"Quelles sont les lésions macroscopiques et microscopiques clés de la maladie de Crohn ?","Macroscopie : atteinte segmentaire, épaississement de toute la paroi. Microscopie : anomalie architecturale des cryptes, inflammation de la lamina propria, granulome épithélioïde (sans nécrose caséeuse, sans corps étranger) – évocateur de MC.","Recall"
"Quelle est l’évolution naturelle de la maladie de Crohn ?","Maladie auto-entretenue, non guérie mais pouvant être mise en rémission. Évolution par poussées et rémissions, même sans traitement. Complications graves possibles lors des poussées.","Recall"
"Quelles sont les complications de la maladie de Crohn ?","Sténoses (surtout jonction iléo-cæcale → syndrome de Koenig → occlusion, pullulation microbienne), fistules (entéro-entérale, entéro-vésicale, recto-vésicale, ano-périnéale ++), malabsorption (carence en vitamine D), dégénérescence en cancer colorectal (atteinte colique diffuse ancienne), perforation digestive, hémorragie digestive.","Recall"
"Quels sont les signes révélateurs trompeurs de la maladie de Crohn ?","Douleur ano-périnéale sans autre symptôme, retard staturo-pondéral chez l’enfant, fièvre au long cours.","Recall"
"Quelles sont les trois formes topographiques de la maladie de Crohn ?","MC colique (à différencier de la RCH), MC iléale, MC iléo-colique.","Recall"
"Quels sont les éléments du diagnostic positif de la maladie de Crohn ?","Clinique, lésions ano-périnéales évocatrices, endoscopie (coloscopie totale) montrant des ulcérations avec « intervalle de muqueuse saine », lésion macroscopique transpariétale, microscopie : granulomes épithélioïdes sans nécrose caséeuse.","Recall"
"Quels sont les diagnostics différentiels de la maladie de Crohn ?","RCH, colites infectieuses (bactériennes, parasitaires), tuberculose iléo-cæcale, colites ischémiques, colites microscopiques, colites radiques.","Recall"
