"question","answer","explanation","difficulty"
"Quelle est la définition de la maladie de Crohn ?","Maladie inflammatoire chronique auto-entretenue, touchant tout le tractus digestif de la bouche à l'anus, avec prédilection iléo-colique, sans étiologie infectieuse.","Document.","Easy"
"Quels sont les trois types de localisation les plus fréquents ?","Iléo-colique (50%), iléale isolée (30%), colique isolée (20%).","Document.","Easy"
"Quel est le gène de susceptibilité associé à la maladie de Crohn ?","CARD15 (NOD2) sur le chromosome 16, présent chez 20% des patients et 10% des sujets sains.","Document.","Medium"
"Quels sont les trois facteurs environnementaux augmentant le risque ?","Tabagisme actif, carence en vitamine D, alimentation pauvre en végétaux/riche en graisses et viande animale.","Document.","Medium"
"Quel facteur a un effet protecteur ?","Exposition solaire.","Document.","Easy"
"Qu'est-ce que le syndrome de Koenig ?","Douleur abdominale + ballonnement + flatulence, puis disparition avec bruits de gargouillis, lié à une sténose iléale.","Document.","Medium"
"Citez quatre manifestations extra-digestives de la maladie de Crohn.","Erythème noueux, aphtes buccaux, oligo-arthrite, spondylarthrite ankylosante, uvéite, thromboses.","Document.","Medium"
"Quel est l'examen de référence pour le diagnostic ?","Coloscopie totale avec biopsies étagées (gold standard).","Document.","Easy"
"Quelles sont les trois lésions endoscopiques de gravité croissante ?","Mineures (érythème, ulcération aphtoïde), modérées (ulcération superficielle), graves (ulcération creusante).","Document.","Medium"
"Quelle est la particularité histologique évocatrice de la maladie de Crohn ?","Granulome épithélioïde sans nécrose caséeuse.","Document.","Easy"
"Quels sont les trois scores endoscopiques cités ?","CDEIS (Crohn's Disease Endoscopic Index of Severity), score de Rutgeerts.","Document.","Medium"
"Quel est l'intérêt du transit du grêle ?","Bilan topographique initial : rétrécissements asymétriques, dilatation en amont, ulcérations, fistules.","Document.","Medium"
"Quel est l'intérêt de la TDM abdominale ?","Recherche d'abcès, épaississement pariétal.","Document.","Medium"
"Quel est l'intérêt de l'IRM abdominale ?","Cartographie des lésions, évaluation des fistules.","Document.","Medium"
"Quelles sont les cinq complications de la maladie de Crohn ?","Sténoses, fistules, malabsorption, cancer colorectal, perforation, hémorragie digestive.","Document.","Medium"
"Qu'est-ce qu'une fistule entéro-vésicale ?","Communication anormale entre l'intestin et la vessie.","Document.","Medium"
"Quel est le risque de dégénérescence de la maladie de Crohn colique diffuse ancienne ?","Cancer colorectal.","Document.","Easy"
"Quels sont les cinq critères de l'index de Harvey Bradshaw (HBI) ?","Bien-être général, douleur abdominale, masse abdominale, nombre de selles liquides/jour, manifestations extra-digestives.","Document.","Medium"
