"question","option1","option2","option3","option4","answer","explanation","difficulty"
"Quelle est la première ligne de défense de l'organisme contre les infections ?","La peau","Les muqueuses","Le système immunitaire","Les antibiotiques","1","'Peau : 1ère ligne de la défense vis-à-vis des infections'","Easy"
"Combien de germes par cm² trouve-t-on sur la peau ?","1 million","10 millions","100 000","1 milliard","1","'flore microbienne abondantes (1 million de germes/cm2)'","Easy"
"Quel est le pH de la peau normale ?","7.0","5.5","6.5","4.5","2","'Acidité de la peau pH 5.5'","Easy"
"Quel peptide antimicrobien est sécrété par les kératinocytes ?","Interleukine","Cathélicidine","Histamine","Sérotinine","2","'Peptides antibiotique secrétés par les kératinocytes (cathélicideins, defensines, dermcidines, psoriasine)'","Easy"
"Quel type d'immunité humorale est assuré par les glandes eccrines ?","Sécrétion d'IgA et IgG","Sécrétion d'IgE","Sécrétion d'IgM","Sécrétion de cytokines","1","'Immunité humoral : sécrétion d’Ig A et IgG par les glandes eccrines'","Easy"
"Quel est le pourcentage des motifs de consultation en dermatologie à Madagascar représenté par les infections cutanées ?","25%","48%","60%","75%","2","'48% des motifs de consultation en dermatologique à Madagascar'","Easy"
"Quel est le germe le plus fréquent de la flore transitoire pathogène ?","Streptocoque","Staphylocoque doré","Pseudomonas","Candida","2","'Staphylocoque doré ++' dans flore transitoire","Easy"
"Quel facteur local favorise les infections cutanées ?","Hygiène excessive","Macération","Peau sèche","Température froide","2","'Facteur locaux : Promiscuité et la mauvaise hygiène, Macération, Altération de la peau, Corticothérapie locale'","Easy"
"Quel facteur général favorise les infections cutanées ?","Sport intense","Diabète déséquilibré","Régime végétarien","Sommeil","2","'Facteur généraux : Déficit immunitaire, Diabète déséquilibré, Corticothérapie général, Immunosuppresseur'","Easy"
"L'impétigo simple survient typiquement chez quel tranche d'âge ?","Nourrisson < 1 an","Enfant <= 10 ans","Adolescent","Adulte > 40 ans","2","'Impétigo simple de l’enfant : Enfant <= 10 ans'","Easy"
"Quelle est la localisation initiale typique de l'impétigo ?","Mains","Péri-orificielle (bouches, narines)","Plantes des pieds","Cuir chevelu","2","'Début : péri-artificiel (bouches, narines)'","Easy"
"Quel est l'aspect des croûtes dans l'impétigo ?","Noires","Jaunâtres mélliceriques (comme miel)","Blanchâtres","Verdeâtres","2","'croûtes jaunâtres mélliceriques +++'","Easy"
"Quels sont les germes responsables de l'impétigo ?","Staph doré et strepto beta hémolytique A","Pseudomonas et E. coli","Candida et Malassezia","Staph epidermidis seul","1","'due au : staph doré 2/3 ou strepo beta hémolytique du groupe A ou les deux associés'","Easy"
"Qu'est-ce que l'ecthyma ?","Lésion vésiculeuse","Lésion plus creusante, crouteuse, suintante des membres inférieurs","Bulles flasques","Pustules folliculaires","2","'Ecthyma : Lésion plus creusante, crouteuse, suintante, Membres inférieurs'","Easy"
"Quelle complication rénale peut survenir après un impétigo à strepto ?","Insuffisance rénale aiguë","Glomérulonéphrite aiguë post-streptococcique","Néphrite tubulo-interstitielle","Syndrome néphrotique","2","'Glomérulonéphrite aigue post strepo'","Easy"
"À quel délai après l'impétigo survient la glomérulonéphrite aiguë ?","7 jours","21 jours (3 semaines)","10 jours","1 mois","2","'3 semaines après l’impétigo (21 jours)'","Easy"
"Quel est le syndrome toxique staphylococcique du nouveau-né et du nourrisson ?","SSSS (staphylococcal scaled skin syndrom)","DRESS","Syndrome de Lyell","Kawasaki","1","'Epidermolyse staph de l’enfant : SSSS (staphylococcal scaled skin syndrom)'","Easy"
"Quel est le traitement topique de l'impétigo localisé ?","Antibiotique topique (acide fucidique, mupirocine)","Antiseptique seul","Corticostéroïdes","Antifongiques","1","'Formes localisées : antibiotique topique pendant 10 jours'","Easy"
"Quelle est la durée du traitement antibiotique topique pour l'impétigo localisé ?","5 jours","10 jours","15 jours","21 jours","2","'antibiotique topique pendant 10 jours'","Easy"
"Qu'est-ce qu'un furoncle ?","Infection du follicule pilo-sébacé","Infection de l'épiderme superficiel","Infection du derme profond","Infection des glandes sudorales","1","'Infection folliculaire' et 'due au staph doré'","Easy"
"Qu'est-ce qu'un anthrax ?","Furoncle unique","Agglomérat de furoncles","Kyste sébacé","Abcès froid","2","'Anthrax : Agglomérat de furoncle'","Easy"
"Quelle est la localisation préférentielle de l'anthrax ?","Membres","Cou, dos","Visage","Pieds","2","'Cou, dos'","Easy"
"Quelle est la complication grave d'un furoncle centro-facial manipulé ?","Septicémie","Thrombophlébite du sinus caverneux","Méningite","Endocardite","2","'Staph maligne de la face avec thrombophlébite du sinus caverneux (très rare à si furoncle centro-facial manipulé'","Easy"
"Quel est le diagnostic différentiel du furoncle ?","Acné","Hidrosadénite","Impétigo","Ecthyma","2","'Diagnostic différentiel : Hidrosadénite : infection des glandes sudorales axillaires ou génito-pubiennes'","Easy"
"Quel est le germe responsable du furoncle ?","Streptocoque","Staphylocoque doré","Pseudomonas","Candida","2","'Due au staph doré'","Easy"
"Quel est le traitement d'un furoncle isolé ?","Antiseptique, pansement, pas d'incision","Antibiotique per os","Incision systématique","Antifongique","1","'Furoncle isolé : Antiseptique, pansement pas d’incision'","Easy"
"Qu'est-ce que l'érysipèle ?","Infection aiguë du derme et de l'hypoderme non nécrosante","Infection épidermique superficielle","Infection folliculaire","Infection nécrosante des fascias","1","'Infection cutanée aigue du derme et de l’hypoderme : dermohypodermite aigue bactérienne non nécrosante'","Easy"
"Quel est le germe responsable de l'érysipèle dans 85% des cas ?","Staphylocoque doré","Streptocoque bêta-hémolytique du groupe A","Pseudomonas","E. coli","2","'A strépo beta hémolytique groupe A (85%)'","Easy"
