"front","back","cognitive_level"
"Quelle est la définition de la flore commensale cutanée ?","Flore bactérienne résidente ou permanente, commensale, non pathogène au niveau de la couche superficielle et des annexes pilaires (10^14 bactéries). Elle protège l’hôte contre la colonisation par des bactéries pathogènes par compétition pour les nutriments, sécrétion de bactériocines, induction d’IL-17 par les LT et de peptides antimicrobiens par les kératinocytes.","Recall"
"Citez trois composants de la flore commensale cutanée.","Cocci Gram+ : staphylocoques coagulase négative (Staphylococcus epidermidis), streptocoques ; bacilles Gram+ : corynébactéries, Propionibacterium acnes ; bactéries Gram- : Neisseria, Acinetobacter, Proteus ; également Malassezia spp et Demodex folliculorum.","Recall"
"Quels sont les germes de la flore transitoire ou contaminante ?","Staphylocoque doré, bactéries Gram- (Pseudomonas aeruginosa, entérobactéries comme Proteus, Neisseria), Candida spp (en cas d’immunodépression).","Recall"
"Quels sont les trois types de défense de la peau contre l’infection ?","Défense mécanique (intégrité et renouvellement de la couche cornée), défense biochimique (pH 5,5, inhibiteurs lipidiques, peptides antibiotiques : cathélicidines, défensines, dermcidines, psoriasine), défense immunologique (immunité humorale : IgA/IgG des glandes eccrines ; immunité cellulaire : cellules de Langerhans), défense microbienne (compétition, enzymes bactériolytiques, lipolyse en acides gras libres, bactériocines).","Understanding"
"Qu’est-ce que la dysbiose cutanée ?","Déséquilibre des microbes (augmentation ou déficience) entraînant une pathologie infectieuse ou inflammatoire. Il est dû à des modifications qualitatives et quantitatives de la flore normale sous l’effet de facteurs variés (chaleur, humidité, macération, plaie, érosion, dermatoses suintantes, antibiothérapie, déficit immunitaire).","Recall"
"Quels sont les facteurs favorisants locaux et généraux des infections cutanées ?","Locaux : promiscuité et mauvaise hygiène, macération, altération de la peau, corticothérapie locale. Généraux : déficit immunitaire congénital ou acquis, diabète déséquilibré, corticothérapie générale, immunosuppresseurs.","Recall"
"Qu’est-ce que l’impétigo simple de l’enfant ?","Infection cutanée superficielle de l’épiderme, survenant chez l’enfant ≤10 ans, début péri-orificiel (bouche, narines). Lésions : bulles superficielles claires flasques, pustules, ulcérations arrondies avec croûtes jaunâtres méllicériques (en miel). Prurit modéré, adénopathies satellites, pas de fièvre. Très contagieuse. Germes : staphylocoque doré (2/3), streptocoque bêta-hémolytique groupe A, ou les deux.","Recall"
"Qu’est-ce que l’ecthyma ?","Forme clinique d’impétigo : lésion plus creusante, crouteuse, suintante, siégeant aux membres inférieurs, due à l’action de toxines bactériennes.","Recall"
"Qu’est-ce que l’impétigo bulleux ?","Forme d’impétigo avec grandes bulles, siégeant surtout aux fesses, complication toxinique, survenant chez le nouveau-né et le nourrisson, dû au staphylocoque doré.","Recall"
"Qu’est-ce que l’impétiginisation ?","Surinfection secondaire d’une dermatose préexistante (gale, pédiculose, varicelle, prurigo strophulus, dermatite atopique) se traduisant par des pustules ou croûtes méllicériques.","Recall"
"Quelle complication rénale peut survenir 3 semaines après un impétigo ?","Glomérulonéphrite aiguë post-streptococcique (à souche néphritogène de type M). Jamais de rhumatisme articulaire aigu. Détection par protéinurie des 24h ou bandelette urinaire.","Recall"
