"question","answer","explanation","difficulty"
"La peau est la première ligne de défense contre les infections.","True","'Peau : 1ère ligne de la défense vis-à-vis des infections'","Easy"
"La flore cutanée compte 1 million de germes par cm².","True","'1 million de germes/cm2'","Easy"
"Le pH de la peau est alcalin (pH 8).","False","'Acidité de la peau pH 5.5'","Easy"
"Les peptides antimicrobiens sont sécrétés par les kératinocytes.","True","'Peptides antibiotique secrétés par les kératinocytes'","Easy"
"Les glandes eccrines sécrètent des IgA et IgG.","True","'Immunité humoral : sécrétion d’Ig A et IgG par les glandes eccrines'","Easy"
"Les infections cutanées représentent 25% des consultations dermatologiques à Madagascar.","False","'48% des motifs de consultation en dermatologique à Madagascar'","Easy"
"Le staphylocoque doré est le principal germe de la flore transitoire pathogène.","True","'Staphylocoque doré ++'","Easy"
"La macération est un facteur local favorisant les infections cutanées.","True","'Macération' dans facteurs locaux","Easy"
"Le diabète déséquilibré est un facteur général favorisant.","True","'Diabète déséquilibré'","Easy"
"L'impétigo survient surtout chez l'adulte de plus de 40 ans.","False","'Enfant <= 10 ans'","Easy"
"Les croûtes de l'impétigo sont noirâtres.","False","'jaunâtres mélliceriques'","Easy"
"L'ecthyma est une lésion plus creusante des membres inférieurs.","True","'Lésion plus creusante, crouteuse, suintante, Membres inférieurs'","Easy"
"La glomérulonéphrite post-streptococcique survient 21 jours après l'impétigo.","True","'3 semaines après l’impétigo (21 jours)'","Easy"
"Le SSSS est le syndrome de la peau ébouillantée staphylococcique.","True","'SSSS (staphylococcal scaled skin syndrom)'","Easy"
"L'acide fucidique et la mupirocine sont des antibiotiques topiques.","True","'Antibiotique (acides fucidique crème, mupirocine crème)'","Easy"
"Un furoncle est une infection du follicule pilo-sébacé.","True","'Infection folliculaire' et 'due au staph doré'","Easy"
"L'anthrax est un furoncle unique.","False","'Agglomérat de furoncle'","Easy"
"La thrombophlébite du sinus caverneux est une complication du furoncle centro-facial.","True","'Staph maligne de la face avec thrombophlébite du sinus caverneux'","Easy"
"L'hidrosadénite est une infection des glandes sébacées.","False","'infection des glandes sudorales axillaires ou génito-pubiennes'","Easy"
"L'érysipèle est une infection nécrosante du derme.","False","'dermohypodermite aigue bactérienne non nécrosante'","Easy"
"Le streptocoque bêta-hémolytique du groupe A est responsable de 85% des érysipèles.","True","'A strépo beta hémolytique groupe A (85%)'","Easy"
"L'érysipèle touche préférentiellement le membre supérieur.","False","'Membre inférieur +++'","Easy"
"Le signe de Homans est positif dans la phlébite.","True","'phlébite (signe de Homans positif)'","Easy"
"Le traitement de l'érysipèle non compliqué est l'antibiothérapie orale 10 jours.","True","'Formes typique non compliquée : ATB voie orale 10 jours en ambulatoire'","Easy"
"La flore commensale est pathogène.","False","'commensale, non pathogène'","Easy"
"Les cellules de Langerhans participent à l'immunité humorale.","False","'Immunité cellule : cellules de Langerhans' (cellulaire, pas humorale)","Easy"
"La dysbiose cutanée est un déséquilibre des microbes.","True","'Déséquilibre des microbes'","Easy"
"L'impétiginisation est une surinfection d'une dermatose préexistante.","True","'Surinfection secondaire d’une dermatose préexistante'","Easy"
"La glomérulonéphrite post-streptococcique peut donner un rhumatisme articulaire aigu.","False","'Jamais de rhumatisme articulaire aigue (RAA)'","Easy"
"Les exfoliantines A et B sont des toxines staphylococciques.","True","'Toxine exfoliante staphylococcique (exfoliantines A et B)'","Easy"
"Les sérotypes M1 et M3 de strepto A sont associés au choc toxique.","True","'Choc toxique staph (sérotypes M1 et M3)'","Easy"
"La bandelette urinaire à J21 permet de dépister une glomérulonéphrite.","True","'Protéinurie de 24 h (à j21) ... bandelette urinaire'","Easy"
"La varicelle surinfectée est un diagnostic différentiel de l'impétigo.","True","'Varicelle surinfecté'","Easy"
"Les pénicillines M sont utilisées par voie générale dans l'impétigo.","True","'Pénicillines M'","Easy"
"L'éviction scolaire est recommandée dans l'impétigo.","True","'Eviction scolaires'","Easy"
"Un furoncle isolé doit être incisé systématiquement.","False","'pansement pas d’incision'","Easy"
"La furonculose chronique peut être favorisée par une carence martiale.","True","'carence maritale'","Easy"
"L'acné est un diagnostic différentiel de la folliculite staphylococcique.","True","'Acné : affectio des glandes sébacées'","Easy"
"Le traitement de la furonculose inclut le lavage du linge à 90°.","True","'lavage du linge à 90%'","Easy"
"L'intertrigo inter-orteils est une porte d'entrée de l'érysipèle.","True","'Porte d’entrée : plaies, intertrigo inter orteil'","Easy"
"La rosacée est un diagnostic différentiel de l'érysipèle du visage.","True","'Rosacée (Demodex folliculorum)'","Easy"
"Le lymphœdème filarien favorise l'érysipèle.","True","'Lymphéodeme (filariose lymphatique)'","Easy"
"Les érysipèles récidivants sont traités par ATB systémique 15 jours.","True","'ATB systémique 15 jours'","Easy"
"La gangrène streptococcique est due à des souches hypervirulentes M1 et M3.","True","'Souche très virulente de strepto A sécréteur de toxines (sérotype M1 et M3)'","Medium"
"L'IL-17 est induite par la flore commensale.","True","'induit également l’expression de l’IL-17 par les lymphocytes T'","Medium"
"Les défensines sont des peptides antimicrobiens.","True","'defensines'","Medium"
"Pseudomonas aeruginosa fait partie de la flore transitoire.","True","'psuedomonas aéginosa'","Medium"
"Les fosses nasales sont des gîtes bactériens.","True","'fosse nasales'","Medium"
"La corticothérapie locale est un facteur local favorisant.","True","'Corticothérapie locale'","Medium"
"L'immunosuppresseur est un facteur général favorisant.","True","'Immunosuppresseur'","Medium"
"L'impétigo bulleux touche principalement l'adulte.","False","'Nouveau-né, nourrisson'","Medium"
"L'ecthyma est dû à des toxines bactériennes.","True","'Action de toxines bactériennes'","Medium"
"Le SSSS nécessite une prise en charge en réanimation.","True","'Prise en charge milieu de réanimation'","Medium"
"Le prélèvement bactériologique est systématique dans l'impétigo typique.","False","'Prélèvement bactériologique si doute'","Medium"
"Les macrolides sont utilisés dans l'impétigo.","True","'macrolides'","Medium"
"L'hygiène des mains est une mesure importante dans l'impétigo.","True","'Hygiène de mains'","Medium"
"La désinfection des foyers ORL est une mesure préventive.","True","'Désinfection des foyers ORL'","Medium"
"Le furoncle est dû à un streptocoque.","False","'Due au staph doré'","Medium"
"L'anthrax siège volontiers au niveau des membres.","False","'Cou, dos'","Medium"
"La staphylococcie maligne de la face est fréquente.","False","'très rare'","Medium"
"L'hidrosadénite touche les glandes sébacées.","False","'glandes sudorales'","Medium"
"Le traitement d'un furoncle à risque centro-facial associe ATB générale et topique.","True","'ATB par voie général 8 – 10 jours et ATB topique 7 jours'","Medium"
"La douche à la chlorhexidine est recommandée dans la furonculose.","True","'douche quotidienne la chlorhexidine'","Medium"
"L'érysipèle de la jambe est bilatéral.","False","'unilatérale'","Medium"
"La fièvre est constante dans l'érysipèle.","True","'5T° 39 – 40°C, frison'","Medium"
"La CRP est élevée dans l'érysipèle.","True","'CRP élevées'","Medium"
"Le prélèvement bactériologique est systématique dans l'érysipèle.","False","'peu nécessaire cars clinique typique'","Medium"
"L'érysipèle peut se compliquer d'abcès localisés.","True","'Abcès localisés superficiels'","Medium"
"L'érysipèle peut se compliquer d'érythème noueux.","True","'Erythème noueux'","Medium"
"L'hypodermite à Haemophilus influenzae est un diagnostic différentiel chez l'adulte.","False","'Chez l’enfant'","Medium"
"L'insuffisance veineuse favorise l'érysipèle.","True","'Rôle favorisant de l’insuffisance veineuse'","Medium"
"Le traitement de l'érysipèle sur terrain immunodéprimé dure 15 jours.","True","'ATB par voie IV puis per os pendant 15 jours'","Medium"
"La fasciite nécrosante est une forme d'érysipèle.","True","'Fasciictes nécrosantes'","Difficult"
"Les exfoliantines sont des entérotoxines.","False","Ce sont des toxines exfoliatives, le document ne précise pas","Medium"
"La protéinurie de 24h est le gold standard pour la GNA post-strepto.","True","'Protéinurie de 24 h'","Medium"
"Le prurigo strophulus est un diagnostic différentiel de l'impétigo.","True","'Prurigo strophulus'","Easy"
"Le traitement des formes étendues d'impétigo nécessite des antibiotiques généraux seuls.","False","'antibiotique topiques et générale'","Medium"
"La gangrène streptococcique survient sur des terrains débilités et diabétiques.","True","'Terrains débilités et diabète'","Difficult"
