"question","answer","explanation","difficulty"
"La diarrhée aiguë est définie par une augmentation de la fréquence et du volume des selles depuis plus de 7 jours.","False","Le document : 'depuis moins de 3 jours'.","Easy"
"La couleur verte des selles est un signe de gravité.","False","Le document : 'sans signification péjorative (transit accéléré)'.","Easy"
"Le syndrome dysentérique associe selles glairo-sanglantes, fièvre, épreintes et ténesmes.","True","Le document le confirme.","Easy"
"Le syndrome cholériforme se caractérise par une diarrhée aqueuse profuse.","True","Le document le donne.","Easy"
"La tachycardie est le premier signe de choc lors de la déshydratation.","True","Le document : 'tachycardie (premier signe de choc)'.","Easy"
"Une perte de poids de 8% définit une déshydratation sévère.","False","Le document : 'Perte plus de 10%' pour sévère.","Easy"
"Le traitement de référence de la déshydratation modérée est la perfusion intraveineuse.","False","Le document : 'Soluté de réhydratation orale (SRO)'.","Easy"
"Le zinc doit être administré pendant 10 jours.","True","Le document : 'Zinc pendant 10 jours'.","Easy"
"Le rotavirus est la principale cause virale de diarrhée chez l'enfant.","True","Le document : 'Rotavirus souvent'.","Easy"
"Le lopéramide (Imodium) est recommandé dans la diarrhée aiguë de l'enfant.","False","Le document : 'dangereux' et 'effets indésirables sur le SNC'.","Easy"
"Le racécadotril (Tiorfan) est un inhibiteur de la motricité intestinale.","False","C'est un anti-sécréteur.","Easy"
"La réalimentation précoce doit débuter au bout de 24 heures.","False","Le document : 'au bout de 4 heures'.","Medium"
"Les aliments riches en fibres sont recommandés pendant la diarrhée.","False","Le document : 'stopper toute alimentation riche en fibres (zavatra maitso) satria micapter rano dia miaggraver an’ilay diarrhée'.","Medium"
"Le Ringer Lactate peut aggraver une acidose lactique.","True","Le document le mentionne.","Medium"
"Le zinc a un effet immunostimulant.","True","Le document : 'Effet “Booster” sur la fonction immunitaire'.","Medium"
"La shigelle a un tropisme neurologique.","True","Le document : 'shigelle à tropisme neurologique'.","Medium"
"La cryptosporidiose est fréquente chez l'enfant VIH+.","True","Le document le dit.","Medium"
"Le Plan A correspond à une déshydratation sévère.","False","Plan A = déshydratation minime.","Medium"
"Dans le Plan B, le volume de SRO est de 75 ml/kg en 4h.","True","Le document le donne.","Medium"
"Le zinc doit être arrêté dès l'arrêt de la diarrhée.","False","Continuer jusqu'au 10ème jour.","Medium"
