question, option1, option2, option3, option4, answer, explanation, difficulty
"Quelle est la définition d'une grossesse gémellaire ?", "Développement simultané de deux embryons dans la cavité utérine", "Développement d'un seul embryon", "Développement de trois embryons", "Développement extra-utérin", "1", "Le document : 'Développement simultané de deux (gémellaire +++) ou plusieurs embryons dans la cavité utérine'", "Easy"
"Une grossesse dizygote est également appelée :", "Uniovulaire", "Biovulaire", "Monochoriale", "Monoamniotique", "2", "Le document : 'Peut-être biovulaire (dizygote) ou uniovulaire (monozygote +++)'", "Easy"
"Quelle est la cause de l'augmentation de fréquence des grossesses multiples ?", "Âge maternel jeune", "Âge maternel élevé et techniques de PMA", "Alimentation", "Facteurs environnementaux", "2", "Le document : 'dû à l'âge maternel élevé et aux techniques de Procréation médicale assistée'", "Easy"
"Une grossesse dizygote est toujours :", "Monochoriale monoamniotique", "Bichoriale biamniotique", "Monochoriale biamniotique", "Siamois", "2", "Le document : 'Toujours bi-choriale bi-amniotique : chaque œuf a son propre placenta et son sac membraneux complet'", "Easy"
"Un dédoublement embryonnaire avant le 3ème jour donne une grossesse :", "Monochoriale biamniotique", "Monochoriale monoamniotique", "Bichoriale biamniotique", "Siamois", "3", "Le document : 'Avant le 3ème jour : bichoriale biamniotique'", "Easy"
"Un dédoublement entre J8 et la 2ème semaine donne :", "Bichoriale biamniotique", "Monochoriale biamniotique", "Monochoriale monoamniotique", "Siamois", "3", "Le document : 'Entre J8 et la 2ème semaine : monochoriale monoamniotique'", "Easy"
"Un dédoublement après la 2ème semaine donne des :", "Jumeaux monochoriaux", "Jumeaux bichoriaux", "Siamois", "Jumeaux monoamniotiques", "3", "Le document : 'Après la 2ème semaine : siamois'", "Easy"
"Quel est le risque spécifique des grossesses monochoriales biamniotiques ?", "Prématurité", "Syndrome transfuseur-transfusé", "HTA gravidique", "RCIU isolé", "2", "Le document : 'Présence d'anastomoses vasculaires entre les 2 placentas -> syndrome transfuseur-transfusé'", "Easy"
"Dans la grossesse monochoriale monoamniotique, quel est le risque ?", "Syndrome transfuseur-transfusé", "Accrochage des fœtus ou des cordons", "Prééclampsie", "Malformation cardiaque", "2", "Le document : 'risque d'accrochage des foetus : des membres, des cordons ombilicales'", "Easy"
"Quel est le signe échographique pathognomonique de la grossesse bichoriale ?", "Signe du Y", "Signe du LAMBDA", "Absence de cloison", "Deux vésicules vitellines", "2", "Le document : 'Signe du LAMBDA : raccordement des 4 feuillets, épaississement des membranes ovulaires (pathognomonique et constamment)'", "Easy"
"À partir de quelle semaine l'échographie peut-elle diagnostiquer une grossesse multiple ?", "5 SA", "7 SA", "9 SA", "12 SA", "2", "Le document : 'Echographie pelvienne : diagnostic positif dès la 7ème SA'", "Easy"
"Quelle est la principale complication des grossesses multiples ?", "HTA", "Prématurité (50%)", "RCIU", "Malformations", "2", "Le document : 'Prématurité (50%)' comme première complication citée", "Easy"
"Dans la grossesse monochoriale biamniotique, la cloison séparant les fœtus est constituée de :", "Deux chorions", "Deux amnios", "Un chorion et un amnios", "Quatre feuillets", "2", "Le document : 'La cloison de séparation des deux oeufs est constituée de deux amnios'", "Easy"
"Quelle est l'origine de l'HTA gravidique dans les grossesses multiples ?", "Cause rénale", "Compression de l'aorte abdominale", "Prééclampsie pure", "Thrombose", "2", "Le document : 'HTA gravidique simple (compression Ao abdominale)'", "Easy"
"Quel traitement de la stérilité est particulièrement associé aux grossesses dizygotes ?", "FIV sans stimulation", "Clomifène (Clomnifène)", "Transfert d'embryon unique", "ICSI", "2", "Le document : 'Grossesse induite (Clomnifène)'", "Easy"
"Quelle ethnie a la plus haute fréquence de grossesses dizygotes ?", "Caucasienne", "Asiatique", "Africaine (Nigéria +++)", "Amérindienne", "3", "Le document : 'Ethnie : Africain (Nigéria +++) > caucasien > asiatiques'", "Easy"
"Quel est l'aspect de la cloison dans une grossesse bichoriale biamniotique ?", "Cloison fine à 2 feuillets", "Cloison épaisse à 4 feuillets (2 chorions, 2 amnios)", "Absence de cloison", "Cloison unique", "2", "Le document : 'BICHORIALE BI-AMNIOTIQUE : Deux fœtus séparés par une cloison épaisse à 4 feuillets (2 chorions, 2 amnios)'", "Easy"
"Quel est l'aspect de la cloison dans une grossesse monochoriale biamniotique ?", "Cloison épaisse à 4 feuillets", "Cloison fine à 2 feuillets (2 amnios)", "Absence de cloison", "Cloison unique épaisse", "2", "Le document : 'MONO-CHORIALE BI-AMNIOTIQUE : 2 fœtus séparés par une cloison fine à 2 feuillets (2 amnios)'", "Easy"
"Le syndrome transfuseur-transfusé est spécifique des grossesses :", "Bichoriales", "Dizygotes", "Monochoriales biamniotiques", "Monoamniotiques", "3", "Le document : 'existence d'anastomose entre les 2 circulations foetoplacentaire' pour monochoriale biamniotique", "Medium"
"Quelle est la conséquence d'une mort in utero du fœtus transfuseur ?", "Aucune conséquence", "Risque de mort du jumeau survivant et lésions neurologiques sévères", "Amélioration de l'état du survivant", "Accouchement immédiat", "2", "Le document : 'MFIU du fœtus transfuseur avec risque de mort in utéro du jumeau survivant et des lésions neurologiques sévères'", "Medium"
"Quels sont les facteurs de risque de grossesse monozygote ?", "Âge maternel élevé uniquement", "Âge maternel <18 ans et >35 ans", "Multiparité", "Traitement de stérilité", "2", "Le document : 'GROSSESSE GEMELLAIRE MONOZYGOTE : Âge maternel : <18 ans et > 35 ans'", "Easy"
"Quels sont les deux types de grossesses gémellaires selon le nombre d'ovules ?", "Biovulaire et uniovulaire", "Bichoriale et monochoriale", "Monoamniotique et biamniotique", "Primipare et multipare", "1", "Le document : 'Peut-être biovulaire (dizygote) ou uniovulaire (monozygote +++)'", "Easy"
"Quel dosage biologique est significativement élevé dans les grossesses multiples ?", "CRP", "β-HCG plasmatique", "Prolactine", "FSH", "2", "Le document : 'Dosage du b-HCG plasmatique : élévation importante'", "Easy"
"Quels sont les diagnostics différentiels d'une grossesse multiple à l'échographie ?", "Hématome périovulaire, défaut d'accolement, grossesse molaire, hydramnios, fibrome, macrosomie", "Cancer de l'ovaire", "Kyste fonctionnel", "Endométriose", "1", "Le document : 'DIAGNOSTICS DIFFERENTIELS : Hématome périovulaire, Défaut d'accolement temporaire des caduques, Grossesse molaire, Hydramnios sur grossesse unique, Fibrome et grossesse unique, Macrosomie'", "Medium"
"Quel est le risque de mortalité périnatale dans les grossesses multiples ?", "Spécifique, élevé mais non chiffré", "Absent", "Très faible", "Inférieur aux grossesses uniques", "1", "Le document : 'Mortalité périnatale' comme complication", "Medium"
"Quel est le mécanisme de l'augmentation des signes sympathiques de la grossesse dans les grossesses multiples ?", "Hyperœstrogénie", "Taux élevé de β-HCG", "Progestérone élevée", "Stress", "2", "Implication : β-HCG élevé multiplié par le nombre de trophoblastes", "Difficult"
"Quel est le risque de RCIU spécifique des grossesses monozygotes ?", "Toujours lié à la prématurité", "Syndrome transfuseur-transfusé", "Malformations", "Infection", "2", "Le document : 'RCIU : syndrome transfuseur-transfusé, spécifique des grossesses monozygotes, surtout mono-choriale bi-amniotique'", "Medium"
"Quelle est l'origine de la surdistension utérine dans les grossesses multiples ?", "Hydramnios", "Volume fœtal total augmenté", "Tumeur", "Infection", "2", "Le document : 'surdistension utérine'", "Easy"
"Quelle est la particularité des grossesses dizygotes concernant les anastomoses vasculaires ?", "Présentes constantes", "Absentes car pas d'anastomose entre circulations", "Unidirectionnelles", "Rares", "2", "Le document : 'Pas d'anastomose entre les vaisseaux des deux circulations'", "Easy"
"Pourquoi une grossesse multiple est-elle considérée comme une grossesse à risque élevé ?", "Car surdistension utérine, compression aorte -> HTA, morbidité et mortalité fœtales élevées", "Car toujours prématurée", "Car toujours césarienne", "Car plus douloureuse", "1", "Le document : 'Grave car morbidité et mortalité fœtales élevées -> doit être considérée comme grossesse à risque élevée (surdistension utérine, compression de l'aorte -> HTA)'", "Difficult"
