"question","option1","option2","option3","option4","answer","explanation","difficulty"
"Quelle est la définition de l'hyponatrémie selon le document ?","Natrémie < 130 mmol/l","Natrémie < 135 mmol/l + hypo-osmolalité plasmatique","Natrémie < 140 mmol/l","Natrémie < 125 mmol/l","2","Le document définit : ''Hyponatrémie = Natrémie < 135 mmol/l, + hypo-osmolalité plasmatique''.","Easy"
"Quel est le seuil de natrémie définissant une hyponatrémie sévère selon le document ?","< 130 mmol/l","< 125 mmol/l ou symptomatique","< 120 mmol/l","< 115 mmol/l","2","Le document précise : ''Sévère si < 125 mmol/l ou symptomatique''.","Easy"
"Quel est l'ion principal responsable de l'osmolalité plasmatique selon le document ?","Potassium","Sodium","Chlorure","Calcium","2","Le document indique : ''Principal ion responsable de l'osmolalité plasmatique : Sodium''.","Easy"
"Quel est l'ion principal responsable de l'osmolalité intracellulaire selon le document ?","Sodium","Potassium","Chlorure","Magnésium","2","Le document précise : ''Principal ion responsable de l'osmolalité intracellulaire : Potassium''.","Easy"
"Quelle est la formule de calcul de l'osmolalité plasmatique (tonicité) selon le document ?","(Na x 1) + Glycémie","(Na x 2) + Glycémie (mmol/l) = 275 à 290 mosm/l","(Na x 2) + Urée","Na + K + Glycémie","2","Le document donne : ''(Na x 2) + Glycémie (mmol/l) = 275 à 290 mosm/l''.","Easy"
"Quelles sont les trois étapes diagnostiques de l'hyponatrémie selon le document ?","Clinique, biologie, imagerie","Evaluer la tonicité plasmatique, évaluer le volume extracellulaire, doser la natriurèse","ECG, ionogramme, échographie","Bilan hépatique, rénal, thyroïdien","2","Le document liste : ''3 étapes diagnostiques : Evaluer la tonicité plasmatique, Evaluer le volume extracellulaire, Doser la natriurèse''.","Easy"
"Quel est le principal mécanisme physiopathologique de l'hyponatrémie hypotonique ?","Hyperhydratation intracellulaire","Déshydratation intracellulaire","Hyperhydratation extracellulaire","Déshydratation extracellulaire","1","Le document explique : ''Hyponatrémie hypotonique (vraie hyponatrémie) -> Hyperhydratation intracellulaire''.","Easy"
"Quel est le syndrome de sécrétion inappropriée d'ADH (SSIADH) associé à quel état volémique ?","VEC diminué","VEC augmenté","VEC normal","VEC variable","3","Le document classe le SSIADH dans ''VEC normal (capital sodé normal) rétention d'eau''.","Easy"
"Quel est le seuil de natriurèse pour une cause avec VEC augmenté et natriurèse élevée selon le document ?","Natriurèse < 10 mmol/l","Natriurèse > 20 mmol/l","Natriurèse entre 10 et 20 mmol/l","Natriurèse > 30 mmol/l","2","Le document indique pour VEC augmenté : ''Natriurèse > 20 mmol/l''.","Easy"
"Quel est le seuil de natriurèse pour une cause avec VEC augmenté et natriurèse basse selon le document ?","Natriurèse < 10 mmol/l","Natriurèse > 20 mmol/l","Natriurèse < 20 mmol/l","Natriurèse < 30 mmol/l","3","Le document indique pour VEC augmenté : ''Natriurèse < 20 mmol/l''.","Easy"
"Quelles sont les deux valeurs limites de correction de l'hyponatrémie en 24h et 48h selon le document ?","< 5 mmol/l en 24h ; < 10 mmol/l en 48h","< 10 mmol/l en 24h ; < 18 mmol/l en 48h","< 15 mmol/l en 24h ; < 25 mmol/l en 48h","< 8 mmol/l en 24h ; < 12 mmol/l en 48h","2","Le document précise : ''< 10 à mmol/l en 24h ; < 18 mmol/l en 48h''.","Easy"
"Quel est le principal risque d'une correction trop rapide de l'hyponatrémie ?","Œdème cérébral","Myélinolyse centropontine","Convulsions","Coma","2","Le document indique : ''Trop rapide : risque de myélinolyse centropontine''.","Easy"
"Quel est le principal risque d'une correction trop lente de l'hyponatrémie ?","Myélinolyse centropontine","Œdème cérébral","Déshydratation","Hypernatrémie","2","Le document précise : ''Trop lente : risque d'installation d'un œdème cérébral''.","Easy"
"Quel est le traitement de première intention en cas d'hyponatrémie avec VEC augmenté selon le document ?","Réhydratation isotonique","Restriction hydrique d'abord","Apport sodé","Diurétiques","2","Le document indique : ''VEC augmenté -> Restriction hydrique d'abord''.","Easy"
"Quel est le principal ionogramme à répéter dans la surveillance de l'hyponatrémie ?","Glycémie","Ionogrammes répétés","Calcémie","Phosphorémie","2","Le document précise : ''Ionogrammes répétés dans la première journée et jusqu'à correction des troubles''.","Medium"
