"question","answer","explanation","difficulty"
"Quels sont les quatre objectifs du document concernant les hémorragies néonatales ?","1. Prévenir la maladie hémorragique du nouveau-né (MHNN) ; 2. Reconnaître une hémorragie néonatale ; 3. Rechercher les causes des hémorragies néonatales ; 4. Traiter un MHNN.","Liste dans ''Objectifs''.","Easy"
"Citez trois manifestations mineures d’hémorragie néonatale.","Exemples : bosse séro-sanguine, céphalhématome, hémorragie sous-conjonctivale, ecchymose ou pétéchies limitées à la face (trois au choix).","Liste des manifestations mineures.","Easy"
"Quels sont les signes cliniques de la maladie hémorragique du nouveau-né ?","Hémorragies digestives et cutanées survenant entre J2 et J3 de vie.","Le document : ''Signes : Hémorragies digestives et cutanées (J2-J3 de vie)''.","Easy"
"Expliquez le mécanisme de la maladie hémorragique du nouveau-né.","Elle est due à une immaturité hépatocytaire entraînant un déficit en vitamine K1, ce qui réduit la synthèse des facteurs de coagulation vitamino-K-dépendants (II, VII, IX, X).","Le document : ''Dûe à une immaturité hépatocytaire (déficit en vitamine K1)'' et facteurs bas.","Medium"
"Quelle est la conduite prophylactique complète de la MHNN selon le document (doses, voie, calendrier) ?","À la naissance : vitamine K1 1 mg IM ou 2 mg orale ; puis 2 mg per os à J4 (entre J3 et J7) ; puis 2 mg per os à 1 mois (J28).","Le document dans ''Traitement prophylactique''.","Medium"
"Quels sont les quatre facteurs de coagulation contenus dans le PPSB ?","Prothrombine (II), Proconvertine (VII), facteur Stuart (X), facteur anti-hémophilique B (IX).","Le document détaille PPSB.","Medium"
"Différenciez le traitement curatif immédiat et le traitement d’entretien de la MHNN.","Curatif immédiat : PPSB. Puis traitement d’entretien : vitamine K1 1 ampoule tous les 3-4 jours jusqu’à arrêt de l’hémorragie.","Le document séquence ces deux traitements.","Medium"
"Quels sont les trois groupes de causes des thrombopénies néonatales ?","Fœtopathies, infections néonatales, malformations.","Le document : ''Causes : Fœtopathies, Infections néonatales, Malformations''.","Medium"
"Citez trois déficits congénitaux des facteurs de coagulation cités dans le document.","Déficit en facteur I, déficit en facteur XIII, thrombasthénie de Glanzman, hémophilie A ou B, afibrinogénémie congénitale (trois au choix).","Liste dans ''Déficits congénitaux''.","Medium"
"Quelles sont les deux grandes circonstances des troubles secondaires de l’hémostase ?","1. Agressions périnatales sévères (anoxie, infections, insuffisances circulatoires aiguës, hémolyses aiguës, hypothermies profondes) ; 2. Insuffisance hépato-cellulaire (galactosémie, hépatite virale).","Le document détaille ces deux circonstances.","Medium"
"Pourquoi la transfusion de plasma frais congelé est-elle indiquée dans les déficits congénitaux ?","Pour apporter les facteurs de coagulation manquants (à défaut, sang total frais).","Le document : ''plasma frais congelé à 20 ml/kg (pour apporter les facteurs de coagulation ; à défaut : sang total frais)''.","Difficult"
"Quel est le risque majeur des troubles secondaires de l’hémostase ?","Hémorragie intracrânienne.","Le document : ''Risque : hémorragie intracrânienne''.","Difficult"
"Un nouveau-né présente un purpura généralisé, des pétéchies diffuses, des plaquettes à 80.000/mm3, sans autre anomalie. Quel diagnostic est le plus probable et quel traitement symptomatique est recommandé ?","Diagnostic : thrombopénie néonatale. Traitement symptomatique : transfusion de plaquettes 0,3 unités/kg (surtout PRP), ou transfusion de sang hépariné, voire exsanguinotransfusion. Le traitement de fond est étiologique.","Le document : signes de thrombopénie, seuil <100.000, et traitements symptomatiques.","Difficult"
"Un nouveau-né a une hémorragie digestive massive, un TP à 18%, un facteur V normal. Quel est le diagnostic ? Quel traitement immédiat ?","Diagnostic : maladie hémorragique du nouveau-né (MHNN). Traitement immédiat : PPSB. Puis vitamine K1 tous les 3-4 jours.","Le document : TP <20%, facteur V normal, hémorragies digestives -> MHNN ; traitement curatif : PPSB.","Difficult"
"Expliquez la différence entre les manifestations mineures et majeures des hémorragies néonatales.","Les mineures sont liées aux circonstances de l’accouchement (dystocie) : bosse séro-sanguine, céphalhématome, hémorragie sous-conjonctivale, ecchymoses limitées à la face. Les majeures comprennent les hémorragies cutanéo-muqueuses (purpura généralisé, hémorragie buccopharyngée, épistaxis, hémorragie ombilicale) et les hémorragies viscérales (hématémèse, rectorragie, méléna, hémoptysie, hématurie, saignement vulvaire, hémorragie cérébro-méningée).","Classification issue du document.","Difficult"
