"front","back","cognitive_level"
"Quelles sont les quatre manifestations hémorragiques mineures du nouveau-né liées aux circonstances de l’accouchement ?","Bosse séro-sanguine, céphalhématome, hémorragie sous-conjonctivale, ecchymose ou pétéchies limitées à la face.","Recall"
"Quelles sont les deux catégories d’hémorragies majeures chez le nouveau-né ?","Hémorragie cutanéo-muqueuse (purpura généralisé, hémorragie bucco-pharyngée, épistaxis, hémorragie ombilicale) et hémorragie viscérale (hématémèse, rectorragie, méléna, hémoptysie, hématurie, saignement vulvaire, hémorragie cérébro-méningée).","Recall"
"Quel est le signe clinique le plus évocateur de la maladie hémorragique du nouveau-né ?","Hémorragie ombilicale +++ (n’arrête pas de saigner à la section).","Recall"
"Quelle est la cause de la maladie hémorragique du nouveau-né ?","Due à une immaturité hépatocytaire (déficit en vitamine K1).","Recall"
"À quel âge surviennent typiquement les signes de la maladie hémorragique du nouveau-né ?","J2-J3 de vie (hémorragies digestives et cutanées).","Recall"
"Quel bilan biologique confirme une maladie hémorragique du nouveau-né ?","TP < 20% ; facteurs de coagulation vitamino-K-dépendants (II, VII, IX, X) bas ; facteur V normal.","Recall"
"Quel est le traitement prophylactique de la maladie hémorragique du nouveau-né selon le document ?","Vitamine K1 : 1 mg IM ou 2 mg orale à la naissance, puis 2 mg per os à J4 (J3-J7) et à 1 mois (J28).","Recall"
"Quel est le traitement curatif immédiat de la maladie hémorragique du nouveau-né ?","PPSB (Prothrombine II, Proconvertine VII, facteur Stuart X, facteur anti-hémophilique B IX), puis vitamine K1 : 1 ampoule tous les 3-4 jours jusqu’à arrêt de l’hémorragie.","Recall"
"Quels signes cliniques et quel seuil plaquettaire définissent une thrombopénie néonatale ?","Pétéchies ou ecchymoses généralisées ; plaquettes < 100 000/mm3.","Recall"
"Quelles sont les trois grandes causes de thrombopénies néonatales ?","Fœtopathies, infections néonatales, malformations.","Recall"
"Quel est le risque majeur d’une thrombopénie profonde chez le nouveau-né ?","Hémorragie cérébro-méningée secondaire.","Recall"
"Quel est le traitement symptomatique des thrombopénies néonatales selon le document ?","Transfusion de sang hépariné, transfusion de plaquettes (0,3 unités/kg, surtout PRP), voire exsanguinotransfusion.","Recall"
"Quels signes évoquent un déficit congénital des facteurs de coagulation chez le nouveau-né ?","Saignement prolongé à la chute du cordon ou lors d’une circoncision.","Recall"
"Citez cinq déficits congénitaux des facteurs de coagulation mentionnés.","Déficit en facteur I, déficit en facteur XIII, thrombasthénie de Glanzman, hémophilie A ou B, afibrinogénémie congénitale.","Recall"
"Quel est le traitement d’urgence des déficits congénitaux des facteurs de coagulation ?","Plasma frais congelé à 20 ml/kg (à défaut : sang total frais).","Recall"
"Quelles sont les deux circonstances des troubles secondaires de l’hémostase ?","1) Agressions périnatales sévères (anoxie, infections, insuffisances circulatoires aiguës, hémolyses aiguës, hypothermies profondes). 2) Insuffisance hépato-cellulaire (galactosémie, hépatite virale).","Recall"
"Quelle est la clinique des troubles secondaires de l’hémostase ?","Syndrome hémorragique diffus : hémorragies cutanéo-muqueuses (purpura), hémorragie digestive, hématurie, saignement prolongé aux points de piqûres.","Recall"
"Quel est le traitement étiologique et symptomatique des troubles secondaires de l’hémostase ?","Étiologique : remplissage vasculaire, antibiothérapie adaptée si infection. Symptomatique : transfusion sanguine, PFC (10-15 ml/kg), transfusion de plaquettes compatibles (1-2 unités toutes les 24-36 heures).","Recall"
"Quel est le message de prévention essentiel de la conclusion ?","TOUJOURS PREVENIR la maladie hémorragique du nouveau-né ; vitamine K1 en 3 prises {J0, J3-J7(J4), J28}.","Recall"
"Un nouveau-né à J2 de vie présente un saignement persistant du cordon ombilical. Quel diagnostic suspectez-vous en premier ?","Maladie hémorragique du nouveau-né (hémorragie ombilicale +++).","Application"
