"question","answer","explanation","difficulty"
"L’hémorragie ombilicale est une manifestation majeure cutanéo-muqueuse.","True","Le document liste ''Hémorragie ombilicale +++'' dans ''Hémorragie cutanéo-muqueuse'' des manifestations majeures.","Easy"
"Le céphalhématome est une manifestation majeure.","False","Le céphalhématome est classé dans les manifestations mineures.","Easy"
"La maladie hémorragique du nouveau-né est due à une immaturité hépatocytaire.","True","Le document : ''Dûe à une immaturité hépatocytaire (déficit en vitamine K1)''.","Easy"
"Dans la MHNN, le facteur V est diminué.","False","Le document : ''Facteur V : normal''.","Easy"
"Le traitement prophylactique de la MHNN comporte une dose orale de vitamine K1 à J4.","True","Le document : ''Puis 2 mg per os à J4 (J3-J7) et à 1 mois (J28)''.","Easy"
"La transfusion de sang hépariné est un traitement de fond des thrombopénies néonatales.","False","Le document précise que le traitement de fond est étiologique ; la transfusion de sang hépariné est un traitement symptomatique.","Easy"
"Les déficits congénitaux des facteurs de coagulation sont fréquents.","False","Le document les qualifie de ''rares''.","Easy"
"L’hémophilie A fait partie des déficits congénitaux.","True","Le document cite ''Hémophilie A ou B'' dans les causes.","Medium"
"Les troubles secondaires de l’hémostase peuvent survenir lors d’une hypothermie profonde.","True","Le document cite ''Hypothermies profondes'' parmi les agressions périnatales sévères.","Medium"
"L’insuffisance hépato-cellulaire secondaire à une hépatite virale est une cause de trouble secondaire de l’hémostase.","True","Le document : ''Insuffisance hépato-cellulaire : Galactosémie, Hépatite virale''.","Medium"
"Dans les troubles secondaires, le traitement symptomatique exclut la transfusion de plaquettes.","False","Le document inclut ''Transfusion de plaquettes compatibles''.","Medium"
"Le PPSB contient les facteurs II, VII, IX et X.","True","Le document détaille : Prothrombine II, Proconvertine VII, S (facteur Stuart) X, B (facteur anti-hémophilique B) IX.","Medium"
"La transfusion de plasma frais congelé à 20 ml/kg est le traitement d’urgence de la MHNN.","False","C’est le traitement d’urgence des déficits congénitaux ; la MHNN reçoit du PPSB.","Medium"
"Les ecchymoses limitées à la face sont une manifestation mineure.","True","Le document liste ''Ecchymose ou pétéchies limitées à la face'' dans les mineures.","Medium"
"Le méconium doit être différencié du méléna dans les hémorragies digestives.","True","Le document : ''Rectorragie, méléna (attention : à différencier du méconium)''.","Medium"
"La dose de PFC dans les troubles secondaires est de 20 ml/kg.","False","Dans les troubles secondaires, la transfusion de PFC est de 10-15 ml/kg (20 ml/kg est pour les déficits congénitaux).","Difficult"
"La prévention de la MHNN nécessite 2 prises de vitamine K1 uniquement.","False","La conclusion précise ''vitamine K1 en 3 prises {J0, J3-J7(J4), J28}''.","Difficult"
"L’exsanguinotransfusion est un traitement possible des thrombopénies néonatales.","True","Le document : ''Voire exsanguinotransfusion''.","Difficult"
"Dans la MHNN, le traitement curatif par vitamine K1 est administré une seule fois.","False","Le document : ''Puis, vitamine K1 : 1 ampoule tous les 3-4 jours jusqu’à arrêt de l’hémorragie''.","Difficult"
"Les hémorragies cérébro-méningées ne surviennent que dans la MHNN.","False","Elles peuvent survenir dans les thrombopénies profondes et les troubles secondaires.","Difficult"
"Le traitement étiologique des troubles secondaires de l’hémostase est essentiel et inclut le remplissage vasculaire.","True","Le document : ''Traitement étiologique : essentiel – Remplissage vasculaire, Antibiothérapie adaptée si infection''.","Difficult"
