"question","answer","explanation","difficulty"
"Quels sont les trois objectifs du document concernant l’infection urinaire de l’enfant ?","1. Poser le diagnostic positif ; 2. Citer les principaux germes responsables ; 3. Prendre en charge.","Objectifs.","Easy"
"Citez trois facteurs favorisant l’infection urinaire chez le nourrisson.","Couche, immaturité vésicale, prépuce étroit, exonérations fréquentes (trois au choix).","Physiopathologie – facteurs favorisants.","Easy"
"Quels sont les deux types topographiques d’infection urinaire ?","Infection urinaire basse (cystite) et infection urinaire haute (pyélonéphrite aiguë).","Introduction.","Easy"
"Quels sont les deux éléments de l’ECBU confirmant le diagnostic d’infection urinaire ?","Leucocyturie > 10^4 GB/ml et bactériurie > 10^5 UFC/ml.","Diagnostic positif – ECBU.","Easy"
"Citez trois signes cliniques de la pyélonéphrite aiguë.","Fièvre >38,5°C, signes généraux, douleurs lombo-abdominales, palpation lombaire douloureuse.","Tableau diagnostic topographique.","Easy"
"Quels sont les deux enjeux de la pyélonéphrite aiguë ?","Révélation possible d’une malformation ; risque de séquelles (ex: HTA à l’âge adulte).","Diagnostic topographique – Pyélonéphrite aiguë.","Easy"
"Citez trois manifestations cliniques de l’infection urinaire chez le nouveau-né.","Syndrome infectieux grave, troubles digestifs (vomissements, diarrhée), déshydratation, perturbations ioniques, ictère.","Chez le nouveau-né.","Easy"
"Citez trois germes responsables de pyélonéphrite aiguë.","Escherichia coli (75%), Proteus mirabilis, Klebsiella, Staphylococcus saprophyticus.","Diagnostic étiologique.","Easy"
"Quel est le traitement probabiliste d’une pyélonéphrite aiguë ?","C3G 50 mg/kg/j en une injection + aminoside pendant 48h, puis adaptation à l’antibiogramme. Durée totale 10-15 jours.","Traitement – Moyens – Antibiotique.","Easy"
"Quelle est l’indication de l’échographie urinaire dans l’infection urinaire ?","Lors du premier épisode d’infection urinaire, pour rechercher des malformations des voies urinaires.","Diagnostic positif – Autres examens.","Medium"
"Expliquez la différence clinique entre cystite et pyélonéphrite aiguë chez l’enfant.","Cystite : température <38°C, absence de signes généraux, signes vésicaux +++ (brûlures mictionnelles, pollakiurie), douleurs abdomino-pelviennes, palpation lombaire indolore. PNA : fièvre >38,5°C, signes généraux, douleurs lombo-abdominales, palpation lombaire douloureuse.","Tableau comparatif.","Medium"
"Pourquoi la bandelette urinaire n’est-elle pas fiable chez le nouveau-né ?","Parce que sa négativité n’élimine pas l’infection urinaire chez le nouveau-né ; il faut faire directement un ECBU.","Diagnostic positif – Bandelette réactive.","Medium"
"Quels sont les signes de la cystite d’origine virale ?","Présentation bruyante : douleurs mictionnelles intenses, hématurie macroscopique ; ECBU : leucocyturie aseptique ; échographie : épaississement de la paroi vésicale.","Diagnostic étiologique – Cystite.","Medium"
"Quelle est la conduite à tenir devant une pyélonéphrite aiguë récidivante ?","Cystographie même si échographie normale, à la recherche d’un reflux vésico-urétéral.","Traitement – Indications.","Medium"
"Quels sont les signes de la pyélonéphrite décapitée ?","Fièvre isolée, persistance d’une leucocyturie aseptique ou élévation de la CRP, échographie rénale : augmentation du volume rénal ou épaississement des parois pyéliques. Faire la scintigraphie.","Diagnostic topographique – Pyélonéphrite décapitée.","Medium"
"Quels sont les buts du traitement de l’infection urinaire ?","Stériliser l’urine, éviter les complications à court terme, prévenir les récidives et les séquelles.","Traitement – Buts.","Medium"
"Quelle est la durée du traitement de la cystite chez l’enfant ?","8 jours.","Traitement – Indications – Cystite.","Medium"
"Quel est le rôle de l’échographie rénale dans les 72 heures du début du traitement d’une PNA ?","Rechercher des complications comme un abcès rénal.","Traitement – Surveillance – Paraclinique.","Medium"
"Pourquoi l’hémoculture n’est-elle pas systématique dans l’infection urinaire de l’enfant ?","Car sa positivité ne modifie ni le traitement ni le pronostic.","Diagnostic positif – Autres examens.","Medium"
"Quel est le traitement symptomatique de l’infection urinaire fébrile ?","Paracétamol (antipyrétique, antalgique).","Traitement – Moyens – Traitement symptomatique.","Medium"
"À quel âge l’hospitalisation est-elle recommandée pour une pyélonéphrite aiguë ?","Chez l’enfant de moins de 3 mois systématiquement ; recommandée jusqu’à 6 mois à juger ; au-delà selon tolérance clinique.","Traitement – Indications – Hospitalisation.","Medium"
"Citez deux situations où l’on utilise une antibioprophylaxie.","Malformation des voies urinaires ; en cas de récidives sur terrain favorisant.","Traitement – Moyens – Antibiotique – Prophylactique.","Medium"
"Quelle est la posologie de l’antibioprophylaxie ?","Prise unique le soir, à un tiers de la posologie curative.","Traitement – Moyens – Antibiotique.","Medium"
"Quel est le risque de ne pas traiter précocement une pyélonéphrite aiguë ?","Cicatrices rénales, pouvant entraîner une hypertension artérielle ou une insuffisance rénale à long terme.","Conclusion.","Difficult"
"Expliquez le mécanisme de la colonisation microbienne de l’arbre urinaire.","Les bactéries montent du périnée vers l’urètre, la vessie, les uretères, le bassinet et le rein, à l’inverse du flux urinaire normal.","Physiopathologie.","Difficult"
"Quels sont les facteurs favorisant l’infection urinaire chez l’enfant ayant acquis la propreté ?","Trouble mictionnel, vulvite, rétention stercorale (constipation chronique), oxyurose, hygiène défectueuse.","Physiopathologie – Facteurs favorisants.","Medium"
"Pourquoi la cystite est-elle rare chez l’enfant ?","Car la vessie enfant est peu sensible aux infections isolées ; elle révèle ou complique un trouble mictionnel.","Diagnostic topographique – Cystite.","Medium"
"Quel est l’intérêt de la scintigraphie rénale dans l’infection urinaire récidivante ?","Détecter des cicatrices rénales ou des anomalies parenchymateuses liées à un reflux vésico-urétéral.","Traitement – Surveillance – Paraclinique.","Difficult"
"Quelles sont les modalités de recueil des urines chez l’enfant ?","Après toilette locale, recueil du milieu de jet, collecteur stérile (pipicol) changé toutes les 30 minutes, ponction sus-pubienne.","Diagnostic positif – Modalités de recueil.","Medium"
"Quels sont les signes cliniques de l’infection urinaire chez le nourrisson ?","Hyperthermie isolée, parfois crise convulsive, signes digestifs (vomissements, douleurs abdominales, diarrhée), douleur à la palpation rénale.","Chez le nourrisson.","Medium"
"Quel est le traitement de première intention de la cystite ?","Antibiotique (cotrimoxazole) adapté secondairement à l’antibiogramme, durée 8 jours, associé à une échographie urinaire.","Traitement – Indications – Cystite.","Medium"
"Pourquoi la recherche d’infection urinaire est-elle systématique chez tout nouveau-né infecté ?","Car les signes sont non spécifiques (ictère, troubles digestifs, déshydratation) et l’atteinte peut être bilatérale, risquant l’insuffisance rénale.","Chez le nouveau-né.","Difficult"
"Quelle est la conduite à tenir devant une leucocyturie aseptique persistante avec fièvre ?","Évoquer une pyélonéphrite décapitée ; réaliser une échographie rénale et une scintigraphie.","Diagnostic topographique – Pyélonéphrite décapitée.","Difficult"
"Quels sont les deux critères échographiques de la pyélonéphrite aiguë ?","Volume rénal augmenté, épaississement des parois pyéliques.","Tableau comparatif.","Medium"
