"front","back","cognitive_level"
"Quelle est la définition de la néphropathie diabétique ?","Néphropathie principalement glomérulaire, non proliférative, s'intégrant dans le cadre des complications micro-angiopathiques du diabète.","Recall"
"Quel est le délai moyen entre la microalbuminurie et l'IRCT dans le diabète de type 1 ?","10 à 15 ans.","Recall"
"Quel est le délai moyen entre le diagnostic du diabète et l'IRCT dans le diabète de type 1 ?","25 ans.","Recall"
"Quel est le délai moyen entre le diagnostic du diabète et l'IRCT dans le diabète de type 2 ?","10 ans (par retard de découverte du diabète qui évolue silencieusement).","Recall"
"Quel facteur environnemental accélère la dégradation rénale dans la néphropathie diabétique ?","Le tabac.","Recall"
"Quel polymorphisme génétique est associé à un plus grand risque de néphropathie diabétique ?","La présence de l'allèle D.","Recall"
"Quel niveau plasmatique d'ECA est associé à un moindre risque de néphropathie diabétique ?","Un niveau plasmatique bas de l'enzyme de conversion de l'angiotensine (ACE).","Recall"
"Quels sont les trois critères pour retenir le diagnostic de néphropathie diabétique ?","1) Microalbuminurie positive et/ou élévation de la créatininémie +/- HTA ; 2) Évolution du diabète > 5 ans ; 3) Rétinopathie diabétique associée ; 4) Pas d'hématurie ; 5) Tailles des reins normales à l'échographie.","Recall"
"Quelle est la lésion glomérulaire nodulaire caractéristique de la néphropathie diabétique ?","Lésions nodulaires de Kimmelstiel-Wilson (glomérulosclérose nodulaire par expansion mésangiale).","Recall"
"Quel est le seuil de microalbuminurie au stade 3 de la classification de Mogensen ?","30-300 mg/24h (ou 20-200 mg/L).","Recall"
"Quel est le seuil de protéinurie au stade 4 (néphropathie patente clinique) ?","Protéinurie > 300 mg/24h (peut être largement supérieur : 10, 16 ou 20 g → syndrome néphrotique).","Recall"
"Quelle est la cible d'HbA1c dans la néphropathie diabétique ?","HbA1c < 7%.","Recall"
"Quelle est la cible tensionnelle dans la néphropathie diabétique ?","PA < 130/80 mmHg.","Recall"
"À partir de quel stade doit-on débuter les IEC ou ARA2, même chez le non-hypertendu ?","Dès la microalbuminurie (stade 3).","Recall"
"Expliquez le mécanisme de l'hyperfiltration glomérulaire dans la néphropathie diabétique.","Hyperfiltration glomérulaire due à : 1) Augmentation de la pression artérielle systémique ; 2) Modifications de la microcirculation intrarénale (augmentation débits capillaires et pression filtration intra-glomérulaire) ; 3) Hypertrophie glomérulaire augmentant la surface de filtration.","Understanding"
"Pourquoi l'expansion mésangiale <37% du volume glomérulaire augmente-t-elle le DFG alors qu'une expansion >37% le diminue ?","Expansion <37% : augmentation de la surface totale de filtration (endothélium, MB, épithélium) → majoration du DFG. Expansion >37% : gêne la filtration glomérulaire par occlusion mécanique, conduisant finalement à l'occlusion du glomérule.","Understanding"
"Pourquoi la protéinurie diminue-t-elle au stade 5 (IRCT) ?","Car la fonction rénale s'effondre ; le nombre de néphrons fonctionnels diminue drastiquement, réduisant la capacité d'excrétion protéique malgré la poursuite des lésions.","Understanding"
"Un patient diabétique de type 1 depuis 15 ans consulte. Sa créatinine est normale. La BU est négative pour les protéines. Quel examen faut-il prescrire pour dépister une néphropathie débutante ?","Microalbuminurie (dosage urinaire d'albumine). Le document précise : BU d'abord, si protéinurie négative, alors microalbuminurie pour dépister l'atteinte rénale.","Application"
"Un patient diabétique de type 2 a une protéinurie à 4 g/24h, une HTA et une créatinine à 200 μmol/L. Quel est le stade de la néphropathie diabétique selon Mogensen ?","Stade 4 (néphropathie patente clinique) : protéinurie macroscopique >300 mg/24h, HTA, insuffisance rénale chronique. Le document précise que si protéinurie néphrotique, l'évolution est très rapide (12 mois vers le stade terminal).","Application"
"Comparez l'évolution de la néphropathie diabétique entre le diabète de type 1 et de type 2.","Type 1 : délai microalbuminurie → IRCT = 10-15 ans ; IRCT moyenne = 25 ans après diagnostic. Type 2 : IRCT moyenne = 10 ans après diagnostic (retard de découverte du diabète qui évolue silencieusement).","Analysis"
"Comparez les stades 3 et 4 de la classification de Mogensen.","Stade 3 (néphropathie débutante) : microalbuminurie 30-300 mg/24h, +/- HTA, après ≥5 ans de diabète. Stade 4 (patente) : protéinurie >300 mg/24h (parfois syndrome néphrotique), HTA, insuffisance rénale chronique. La différence est quantitative (micro vs macroalbuminurie) et qualitative (apparition de l'IRC).","Analysis"
