question, option1, option2, option3, option4, answer, explanation, difficulty
"Quelle est la définition d'une présentation transversale (PT) ?", "Grand axe du fœtus parallèle au grand axe maternel", "Grand axe du fœtus perpendiculaire au grand axe maternel", "Grand axe du fœtus oblique", "Présentation du siège", "2", "Le document : 'PT ou présentation de l'épaule est une présentation dans laquelle le grand axe du fœtus est perpendiculaire au grand axe maternel'", "Easy"
"Quel est le pourcentage des présentations transversales ?", "1-2%", "0,25 à 0,5%", "0,5 à 1%", "2-3%", "2", "Le document : '0,25 à 0,5 % des accouchements'", "Easy"
"Quel est le repère utilisé pour classer les présentations transversales ?", "L'omoplate", "L'acromion", "La clavicule", "La tête humérale", "2", "Le document : 'Repère de la PT : acromion'", "Easy"
"Quelles sont les PT les plus fréquentes ?", "Dorso-postérieures", "Dorso-antérieures", "Dorso-supérieures", "Dorso-inférieures", "2", "Le document : 'Dorso-antérieures : plus fréquentes'", "Easy"
"Quelle est la conduite devant une PT avec membranes rompues pendant le travail ?", "Version par manœuvre externe", "Césarienne", "Accouchement voie basse", "Expectative", "2", "Le document : 'Si rupture des membranes : césarienne'", "Easy"
"Quelle est la conduite devant une PT avec membranes intactes chez une primipare ?", "Version par manœuvre externe", "Césarienne", "Version par manœuvre interne", "Expectative", "2", "Le document : 'Primipare : césarienne'", "Easy"
"Quelle est la conduite devant une PT avec membranes intactes chez une multipare à utérus normal non cicatriciel ?", "Césarienne", "Version par manœuvre externe (VME) + péridurale ou β-mimétique", "Version par manœuvre interne", "Expectative", "2", "Le document : 'Multipares à utérus normal non cicatriciel : VME + péridurale ou β-mimétique'", "Medium"
"À quelle période de la grossesse pratique-t-on la version par manœuvre externe (VME) ?", "30-32 SA", "32-34 SA", "35-36 SA", "37-38 SA", "3", "Le document : '35 et 36 semaines de grossesse'", "Easy"
"Quelle est la complication la plus fréquente de la PT pendant le travail ?", "Rupture utérine", "Procidence du cordon ombilical +++", "Hémorragie", "Souffrance fœtale", "2", "Le document : 'Procidence du cordon ombilical +++'", "Easy"
"Qu'est-ce que l'épaule négligée ?", "Présentation de l'épaule avec membranes intactes", "Main tombée dans le vagin chez une patiente arrivée tard en travail", "Version spontanée", "Accouchement par conduplicato corpore", "2", "Le document : 'Epaule négligé (la main tombe dans le vagin et est dehors) Chez une patiente arrivée tard en salle de travail'", "Medium"
"Qu'est-ce que l'accouchement par conduplicato corpore ?", "Accouchement par césarienne", "Accouchement spontané d'un petit fœtus mort macéré plié en deux", "Version par manœuvre interne", "Extraction instrumentale", "2", "Le document : 'Accouchement spontané d'un petit fœtus mort macéré plié en deux'", "Medium"
