"front","back","cognitive_level"
"Qu’est-ce qu’une présentation transversale (PT) ?","Présentation dans laquelle le grand axe du fœtus est perpendiculaire au grand axe maternel. Les extrémités fœtales se placent dans les fosses iliaques (de part et d’autre du détroit supérieur). L’épaule, le dos ou le ventre se met en contact du détroit supérieur.","Recall"
"Quelle est la fréquence des présentations transversales ?","0,25 à 0,5 % des accouchements.","Recall"
"Pourquoi la présentation transversale est-elle une grande urgence obstétricale ?","C’est une présentation grave. Si la patiente est en travail, c’est une grande urgence en obstétrique. La consultation prénatale diminue la PT pendant le travail.","Recall"
"Quels sont les signes cliniques d’une PT pendant la grossesse à l’inspection et à la palpation ?","Inspection : utérus se développant dans le sens transversal. Palpation : pôles fœtaux perçus latéralement dans les fosses iliaques ou le flanc, paroi abdominale dépressible, membres perçus, hauteur utérine diminuée par rapport à l’âge présumé.","Recall"
"Où perçoit-on les bruits du cœur fœtaux dans une PT ?","Dans la région péri-ombilicale du côté de la tête fœtale.","Recall"
"Quel est l’aspect du toucher vaginal dans une PT avant le travail ?","Présentation haute, excavation vide.","Recall"
"Que peut-on palper au toucher vaginal pendant le travail après rupture des membranes ?","Moignon de l’épaule, acromion, main, poignet, creux axillaire, gril costal.","Recall"
"Quel examen paraclinique confirme le diagnostic de PT et en détermine la cause ?","L’échographie.","Recall"
"Quel est le repère osseux de la présentation transversale ?","L’acromion.","Recall"
"Quelles sont les deux grandes classifications des PT selon l’orientation du dos ?","1) Dorso-antérieures (plus fréquentes – dos en avant). 2) Dorso-postérieures (dos en arrière).","Recall"
"Qu’est-ce qu’une PT « dorso-supérieur » ou « fœtus volant » ?","Forme rare où le dos est en haut, responsable d’une déformation rachidienne en hyperextension.","Recall"
"Quelles sont les étiologies de PT primitive constante et irréductible ?","Malformations utérines (utérus cordiforme à grand axe transversal), fibromyome utérin, bassin rétréci avec saillie du promontoire, placenta praevia, brièveté du cordon ombilical, tumeurs praevias (kyste, fibrome sous-séreux pédiculé).","Recall"
"Quelles sont les étiologies de PT accidentelle ?","Défaut d’accommodation du fœtus, utérus vaste/atone des multipares, hydramnios, prématurité, RCIU, grossesses multiples.","Recall"
"Qu’est-ce qu’une « épaule négligée » ?","Situation où la main tombe dans le vagin et est dehors. Survient chez une patiente arrivée tard en salle de travail (surtout multipares à bas bruit). Trois conditions : patiente en travail, rupture des membranes, ouverture du col.","Recall"
"Quelles sont les trois conséquences de l’épaule négligée ?","1) Mort fœtale (compression, asphyxie, traumatisme). 2) Macération avec infection ovulaire. 3) Rupture du segment inférieur de l’utérus.","Recall"
"Qu’est-ce que l’accouchement « conduplicato corpore » ?","Situation exceptionnelle : accouchement spontané d’un petit fœtus mort macéré plié en deux.","Recall"
"Qu’est-ce que la version spontanée ou mutation dans une PT ?","Verticalisation de la présentation sous l’action de la contraction utérine. Possible chez les grandes nullipares à utérus basse et atone.","Recall"
"Quelles sont les trois complications majeures de la PT ?","1) Procidence du cordon ombilical (+++). 2) Rupture utérine (spontanée ou provoquée lors de VMI). 3) Mort fœtale.","Recall"
"Quels sont les signes de rupture utérine spontanée ?","Choc +/- hémorragie, douleur +++ puis disparition de la douleur (utérus ne se contracte plus), fœtus sous la paroi, BCF absents.","Recall"
"Quelle est la conduite à tenir pendant la grossesse pour une PT ?","Version par manœuvre externe (VME) entre 35 et 36 SA, sous conditions : consentement, absence de contre-indication de voie basse, utérus non malformé, près d’un bloc opératoire, RCF avant/après, patiente à jeun sous β-mimétique.","Recall"
"Quelle est la conduite à tenir pendant le travail devant une PT avec rupture des membranes ?","Césarienne (grande urgence obstétricale).","Recall"
"Quelle est la conduite à tenir pendant le travail devant une PT avec membranes intactes chez une primipare ?","Césarienne.","Recall"
"Quelle est la conduite à tenir pendant le travail devant une PT avec membranes intactes chez une multipare à utérus normal non cicatriciel ?","Version par manœuvre externe (VME) + péridurale ou β-mimétique.","Recall"
"Quelle est la conduite à tenir pour une PT du deuxième jumeau ?","Version par manœuvre interne (VMI) avec grande extraction sous conditions : multipare, dilatation complète, utérus non rétracté.","Recall"
"Quelle est la conduite à tenir devant une épaule négligée ?","Césarienne impérative.","Recall"
"Quelle est la conduite à tenir devant une rupture utérine ?","Laparotomie (hystérectomie ou hystérorraphie selon la parité).","Recall"
"Quelles sont les trois conditions qui définissent l’épaule négligée ?","1) Patiente en travail (contractions régulières intermittentes). 2) Rupture des membranes. 3) Ouverture du col de l’utérus.","Recall"
"À quel âge gestationnel pratique-t-on la VME pour PT ?","35 à 36 semaines de grossesse.","Recall"
"Quelle est la variété la plus fréquente de PT ?","Les dorso-antérieures (dos en avant).","Recall"
