"question","option1","option2","option3","option4","answer","explanation","difficulty"
"Parmi les virus des hépatites, lequel est un virus à ADN ?","Virus A","Virus B","Virus C","Virus E","2","Le document indique que le VHB appartient à la famille des Hepadnaviridae, virus à ADN, seul virus des hépatites à ADN.","Easy"
"Quel est le réservoir du virus de l'hépatite A (VHA) ?","Le porc","L'être humain","Le chameau","Le sanglier","2","Document : 'Réservoir : être humain, se trouve dans les selles des patients infectés'.","Easy"
"Quel est le mode de transmission le plus fréquent de l'hépatite A ?","Transfusion sanguine","Voie sexuelle","Ingestion d'aliments ou d'eau souillée","Mère-enfant","3","Document : 'Indirecte : ingestion d’aliments ou d’eau souillée (mode de transmission la plus fréquente)'.","Easy"
"Quel est l'âge de prédilection de l'hépatite A à Madagascar ?","Enfants de moins de 5 ans","10 à 20 ans","Adultes de 30 à 40 ans","Personnes âgées","2","Document : 'Madagascar : 10 - 20 ans'.","Easy"
"Quelle est la particule complète du virus B appelée ?","Particule de DANE","Particule de HBs","Particule core","Particule delta","1","Document : 'Dans sa forme complète, le VHB se présente sous forme de particule : Particule de DANE'.","Easy"
"Quel antigène du VHB est présent sur l'enveloppe de la particule de DANE ?","Ag HBe","Ag HBc","Ag HBs","Ag VHD","3","Document : 'Enveloppe : porte l’Ag HBs'.","Easy"
"Quel antigène du VHB est un marqueur de réplication et d'infectiosité ?","Ag HBs","Ag HBe","Ag HBc","ADN polymérase","2","Document : 'Ag HBe ... Marqueur de réplication, Signe d’infectiosité'.","Easy"
"Quel antigène du VHB est absent du sang et présent dans les hépatocytes ?","Ag HBs","Ag HBe","Ag HBc","Ag pre-C","3","Document : 'Ag HBc : Présent dans les hépatocytes, Absent dans le sang'.","Easy"
"Quel anticorps anti-VHB traduit une immunité protectrice (guérison ou vaccination) ?","IgM anti-HBc","Ac anti-HBe","Ac anti-HBs","IgG anti-HBc","3","Document : 'Ac anti-HBs : Marqueur d’une infection guérie ou d’une vaccination, traduit une immunité protectrice'.","Easy"
"Quel anticorps anti-VHB est le marqueur constant de contact avec le virus ?","Ac anti-HBs","Ac anti-HBe","Ac anti-HBc","IgM anti-HBc","3","Document : 'Ac anti-HBc : marqueur constant de contact avec le virus'.","Easy"
"Quel anticorps apparaît lors du 'trou sérologique' entre la disparition de l'Ag HBs et l'apparition des Ac anti-HBs ?","Ac anti-HBe","IgM anti-HBc","IgG anti-HBc","Ac anti-HBs","2","Document : 'Présents dans le sang pendant le trou sérologique' (IgM anti-HBc).","Easy"
"Le virus mutant pré-C du VHB se caractérise par l'absence de synthèse de quel antigène ?","Ag HBs","Ag HBe","Ag HBc","ADN viral","2","Document : 'Virus mutant pré-C : Pas de synthèse d’AgHBe'.","Easy"
"Quel est le principal mode de transmission du VHB à la naissance ?","Par le lait maternel","Pendant l'accouchement","Par le placenta","Par la salive","2","Document : 'Transmission mère-enfant : essentiellement pendant la naissance, au moment de l’accouchement'.","Easy"
"Quel est le principal mode de transmission du VHC ?","Voie sexuelle","Transfusion sanguine","Voie orale","Mère-enfant","2","Document : 'Transmission : Sang +++, Transfusion sanguine ++, Toxicomanie IV'.","Easy"
"Quel examen confirme la réplication du VHC ?","Ac anti-VHC (Elisa)","PCR (ARN du VHC)","Ag HBs","IgM anti-HBc","2","Document : 'Confirmation : PCR : recherche de l’ARN du VHC; si positive = réplication virale'.","Easy"
"Le virus de l'hépatite D (VHD) ne peut exister sans quel autre virus ?","VHA","VHB","VHC","VHE","2","Document : 'HEPATITE D : “pour vivre, doit être enchâssé dans l’enveloppe du VHB” ; Ne peut exister sans VHB'.","Easy"
"Quel est le diagnostic d'une infection aiguë par le VHB ?","Ag HBs + Ac anti-HBc IgM","Ag HBs + Ac anti-HBs","Ag HBe + Ac anti-HBc IgG","ADN VHB + Ac anti-HBe","1","Document : Phase ictérique : 'Marqueurs viraux : Ag HBs, Ac HBc (IgM)'.","Easy"
"Quelle est la triade de Caroli dans la phase pré-ictérique de l'hépatite B ?","Fièvre, douleur, ictère","Céphalée, urticaire, arthralgie","Nausées, vomissements, diarrhée","Asthénie, anorexie, hépatomégalie","2","Document : 'Triade de Caroli : Céphalée, Urticaire, Arthralgie'.","Easy"
"Quelle est la durée d'incubation de l'hépatite B ?","1 à 4 mois","2 à 6 semaines","4 à 8 semaines","1 à 2 ans","1","Document : 'Incubation : 1 - 4 mois, silencieuse'.","Easy"
"Quel est le rapport des transaminases typique de l'hépatite virale aiguë ?","ASAT > ALAT","ALAT > ASAT","ASAT = ALAT","Normales","2","Document : 'Cytolyse : ALAT > ASAT'.","Easy"
"Quel est le délai de persistance de l'Ag HBs définissant une hépatite chronique B ?","> 3 mois","> 6 mois","> 12 mois","> 24 mois","2","Document : 'Définition : persistance de l’Ag HBs dans le sang > 6 mois'.","Easy"
"Quel est le virus responsable de la première cause d'hépatite virale aiguë dans le monde ?","VHB","VHC","VHA","VHE","4","Document : 'HEPATITE E : Dans le monde : 1ère cause d’hépatite virale aiguë'.","Easy"
"Quel génotype du VHE est retrouvé chez le porc ?","Génotype 1 et 2","Génotype 3 et 4","Génotype 5 et 6","Génotype 7 et 8","2","Document : 'Génotype 3 et 4 : Porc'.","Easy"
"Quel anticorps permet de diagnostiquer une hépatite A aiguë ?","IgG anti-VHA","IgM anti-VHA","Ac anti-VHA totaux","ARN VHA","2","Document : 'Diagnostic : présence d’anticorps anti-VHA' (IgM pour aiguë).","Easy"
"Quel virus de l'hépatite n'évolue jamais vers la chronicité ?","VHB","VHC","VHA","VHD","3","Document : 'HVA : Jamais d’évolution vers la chronicité'.","Easy"
"Quel est le pourcentage d'évolution vers la chronicité de l'hépatite C ?","10-20%","30-40%","50-80%","90-100%","3","Document : 'HVC : évolution vers la chronicité dans 50 - 80% des cas'.","Easy"
"Dans la co-infection VHB+VHD, quel est le risque majeur ?","Cirrhose rapide","Hépatite fulminante","Cancer du foie","Chronicité à 90%","2","Document : 'En cas de co-infection : risque d’hépatite fulminante'.","Easy"
"Dans la surinfection par VHD sur un porteur chronique de VHB, quel est le risque ?","Hépatite fulminante","Passage à la chronicité à 90%","Guérison spontanée","Aucun risque","2","Document : 'En cas de surinfection sur HVB : augmentation du risque de passage à la chronicité à 90%'.","Easy"
"Quelle forme clinique de l'hépatite B est asymptomatique dans 80-90% des cas ?","Forme ictérique","Forme cholestatique","Forme asymptomatique","Forme fulminante","3","Document : 'Formes asymptomatiques : 80 - 90% des cas'.","Easy"
"Quel est le signe biologique majeur de gravité dans l'hépatite fulminante ?","Elévation des transaminases","Diminution du facteur V < 50%","Hyperbilirubinémie","Elévation des PAL","2","Document : 'Signes paracliniques : diminution du TP et surtout diminution du facteur V < 50%'.","Easy"
"Quelle est la mortalité de l'hépatite fulminante ?","30%","50%","70%","90%","4","Document : 'Pronostic : Mortalité : 90%'.","Easy"
"Quel examen d'imagerie est systématique devant un ictère ?","Scanner abdominal","Echographie","IRM","Radiographie thorax","2","Document : 'Echographie systématique (car ictère)'.","Easy"
"Quel est l'aspect de l'échographie dans l'hépatite virale aiguë ?","Dilatation des voies biliaires","Normale, pas de dilatation","Tumeur hépatique","Ascite","2","Document : 'Normale : pas de dilatation des voies biliaires'.","Easy"
"Quelle est la durée de la phase ictérique de l'hépatite B typique ?","1 semaine","3 à 4 semaines","2 mois","6 mois","2","Document : 'Disparition de l’ictère en 3 à 4 semaines'.","Easy"
"Quel anticorps anti-VHB apparaît après la disparition de l'Ag HBs et affirme la guérison ?","IgM anti-HBc","Ac anti-HBe","Ac anti-HBs","IgG anti-HBc","3","Document : 'Ac anti-HBs : Affirme la guérison (séroconversion HBs)'.","Easy"
"Quel anticorps anti-VHB est appelé 'promesse de guérison' ?","Ac anti-HBs","Ac anti-HBe","Ac anti-HBc","IgM anti-HBc","2","Document : 'Ac anti-HBe : Signification : promesse de guérison'.","Easy"
"Dans l'infection chronique par virus mutant pré-C, quel anticorps est présent malgré la réplication ?","Ac anti-HBs","Ac anti-HBe","Ac anti-HBc IgM","IgG anti-HBc","2","Document : 'Virus mutant pré-C : Présence d’AcHBe : même dans l’hépatite chronique' (pas de signification de promesse).","Easy"
"Quel est le génotype du VHE retrouvé en Afrique ?","Génotype 1 et 2","Génotype 3 et 4","Génotype 5 et 6","Génotype 7 et 8","1","Document : 'Afrique : génotypes 1 et 2'.","Easy"
"Quelle manifestation neurologique peut compliquer l'hépatite E ?","Syndrome de Guillain-Barré","Accident vasculaire cérébral","Méningite","Encéphalite herpétique","1","Document : 'Attention aux manifestations neurologiques : ... Syndrome de Guillain-Barré'.","Easy"
"Quel est le mode de transmission possible du VHE par voie sanguine ?","Transfusion sanguine","Tatouage","Accupuncture","Partage de rasoir","1","Document : 'Transmission : ... Transfusion sanguine (possibilité)'.","Easy"
"Quel examen est réservé aux immunodéprimés pour le diagnostic du VHE ?","IgM anti-VHE","PCR VHE (sang et selles)","IgG anti-VHE","Ag HVE","2","Document : 'Directe : PCR (sang et selles) : VHE (réservé aux immunodéprimés)'.","Easy"
"Quel virus de l'hépatite peut évoluer vers une forme chronique chez l'immunodéprimé ?","VHA","VHB","VHC","VHE","4","Document : 'HVE : Forme chronique chez les immunodéprimés, Evolution vers la cirrhose'.","Easy"
"Expliquez la signification de l'Ag HBs.","Marqueur d'infection non guérie, en cours. Persistance > 6 mois = portage chronique.","Document.","Medium"
"Expliquez la signification de l'Ag HBe.","Marqueur de réplication virale et d'infectiosité. Disparaît avant Ag HBs. Sa persistance signifie évolutivité.","Document.","Medium"
"Quels sont les trois modes de transmission du VHB ?","Sang, sexe, mère-enfant (et salive, sueurs).","Document.","Medium"
"Quels sont les deux types d'Ig anti-HBc et leur signification ?","IgM anti-HBc : hépatite B actuelle ; IgG anti-HBc : hépatite B ancienne, persiste longtemps.","Document.","Medium"
"Quelle est la différence entre co-infection et surinfection par le VHD ?","Co-infection : infection simultanée VHB+VHD. Surinfection : infection par VHD chez un porteur chronique de VHB.","Document.","Medium"
"Quels sont les trois types de bilans biologiques perturbés dans la phase ictérique de l'hépatite B ?","Cytolyse (ALAT>ASAT), IHC (TP, Facteur V, bilirubine libre), Cholestase (PAL, bilirubine conjuguée).","Document.","Medium"
"Quels sont les quatre stades de fibrose hépatique évaluables par fibroactitest ?","F0 à F4, F4 = cirrhose.","Document.","Medium"
"Quelles sont les trois méthodes non invasives d'évaluation de la fibrose hépatique ?","Ponction biopsie hépatique (invasive), Fibroactitest (sanguin), Elastométrie/fibroscan.","Document.","Medium"
"Quels sont les critères de l'infection chronique par virus sauvage (hépatite B chronique sans lésion) ?","Ag HBs+, Ag HBe+, charge virale >107 UI/ml, ALAT normal, lésions minimes.","Document.","Medium"
"Quels sont les critères de l'hépatite chronique par virus mutant (Ag HBe négatif) ?","Ag HBs+, Ag HBe-, Ac anti-HBe+, charge virale >2000 UI/ml, ALAT élevée, lésions F2-F4.","Document.","Medium"
"Quels sont les trois signes d'alarme de l'hépatite fulminante ?","Asthénie qui s'aggrave, encéphalopathie, syndrome hémorragique.","Document.","Medium"
"Quelles sont les quatre causes d'hépatite fulminante citées ?","Médicaments (paracétamol, AINS), autres hépatites virales, toxiques (ecstasy, cocaïne), exacerbation d'hépatites auto-immunes ou Wilson.","Document.","Medium"
"Quel est le diagnostic d'une hépatite A aiguë ?","IgM anti-VHA.","Document.","Easy"
"Quel est le diagnostic d'une hépatite E aiguë chez un immunocompétent ?","IgM anti-VHE.","Document.","Medium"
"Quelle est l'évolution de l'hépatite C aiguë ?","Souvent asymptomatique (90%), rarement ictérique, passage à la chronicité dans 50-80%.","Document.","Medium"
"Quel est le risque de l'hépatite D en cas de surinfection ?","Chronicité à 90%.","Document.","Medium"
"Quel est le pronostic de l'hépatite fulminante ?","Mortalité 90%.","Document.","Easy"
"Un patient a un Ag HBs positif depuis 8 mois, sans Ac anti-HBs. Quel diagnostic ?","Hépatite B chronique (portage chronique).","Document.","Medium"
"Un patient a un Ag HBs positif, Ag HBe positif, ALAT normales, charge virale >10^7. Quelle situation ?","Infection chronique par virus sauvage sans lésion hépatique.","Document.","Difficult"
"Un patient a un Ag HBs positif, Ag HBe négatif, Ac anti-HBe positif, charge virale >2000, ALAT élevées. Quelle situation ?","Hépatite chronique B à Ag HBe négatif (virus mutant).","Document.","Difficult"
"Un patient a une hépatite aiguë avec ictère, transaminases élevées, Ag HBs positif, IgM anti-HBc positif. Quel diagnostic ?","Hépatite B aiguë.","Document.","Easy"
"Un patient a une hépatite aiguë avec ictère, transaminases élevées, Ac anti-VHA IgM positif. Quel diagnostic ?","Hépatite A aiguë.","Document.","Easy"
"Un patient a une hépatite aiguë avec ictère, transaminases élevées, Ac anti-VHE IgM positif. Quel diagnostic ?","Hépatite E aiguë.","Document.","Easy"
"Un patient a une sérologie VHC positive avec ARN VHC détectable. Quelle est l'interprétation ?","Infection chronique par VHC (réplication virale).","Document.","Medium"
"Un patient a une sérologie VHC positive mais ARN VHC négatif. Quelle interprétation ?","Infection ancienne guérie (ou faux positif).","Document.","Medium"
"Quel est le principal médicament responsable d'hépatite fulminante ?","Paracétamol.","Document.","Easy"
"Quelle est la durée de la phase pré-ictérique de l'hépatite B ?","3 à 10 jours.","Document.","Easy"
"Quel est le syndrome digestif de la phase pré-ictérique ?","Anorexie, nausées, vomissements, douleur épigastrique en barre.","Document.","Medium"
"Quel est le syndrome infectieux de la phase pré-ictérique ?","Asthénie intense, courbatures, fièvre modérée (pseudo-grippal).","Document.","Medium"
"Quel est l'aspect des selles dans la phase ictérique cholestatique ?","Selles décolorées (acholiques).","Document.","Easy"
"Quel est l'aspect des urines dans la phase ictérique ?","Urines foncées (bilirubinurie).","Document.","Easy"
"Quel est le bilan biologique de l'insuffisance hépatocellulaire (IHC) ?","TP et facteur V diminués, bilirubine libre élevée, cholestérol total diminué.","Document.","Medium"
"Quel est le bilan de cholestase dans l'hépatite ?","PAL et bilirubine conjuguée augmentés, sels et pigments biliaires dans les urines.","Document.","Medium"
"Quel est le bilan inflammatoire dans l'hépatite ?","VS augmentée, hypogammaglobulinémie.","Document.","Medium"
"Quelle est la forme cholestatique de l'hépatite B ?","Ictère très prononcé (orange), cholestase importante, échographie normale.","Document.","Medium"
"Quelle est la forme prolongée de l'hépatite B ?","Persistance des anomalies biologiques > 4 semaines, guérison vers 3-4 mois.","Document.","Medium"
"Quel est le marqueur de réplication du VHB dans le sang ?","ADN VHB sérique.","Document.","Easy"
"Quel est l'intérêt de la ponction biopsie hépatique dans l'hépatite chronique ?","Évaluer la fibrose et l'activité nécrotico-inflammatoire.","Document.","Medium"
"Quel est l'intérêt du fibroscan (élastométrie) ?","Mesure non invasive de la fibrose hépatique.","Document.","Easy"
"Quel est le génotype du VHE retrouvé en France ?","Génotype 3.","Document.","Easy"
"Quel est le génotype du VHE retrouvé en Asie ?","Génotype 4.","Document.","Easy"
"Quel est le mode de transmission du VHE par voie orale indirecte ?","Viande de porc insuffisamment cuite.","Document.","Easy"
"Quel est le pourcentage de la population des pays en voie de développement ayant eu un contact avec le VHA ?","Plus de la moitié (50%).","Document.","Easy"
"Quelle est la particularité du VHC concernant son génome ?","Virus à ARN simple brin, 6 génotypes.","Document.","Easy"
"Quelle est la particularité du VHD concernant sa structure ?","Petit virus 35nm, enveloppe externe Ag HBs, interne Ag Delta, ARN circulaire.","Document.","Medium"
"Quelle est la particularité du VHE chez l'animal ?","On le retrouve chez l'homme et les animaux (porc, sanglier, chameau).","Document.","Medium"
"Quel est le risque de l'hépatite E chez la femme enceinte ?","Non mentionné dans ce document (mais classiquement gravité).","Document ne le mentionne pas.","Difficult"
"Quel est le traitement de l'hépatite B chronique ?","Non détaillé dans le document.","Difficult"
"Quel est le traitement de l'hépatite C chronique ?","Non détaillé.","Difficult"
"Quel est le vaccin disponible contre l'hépatite B ?","Non détaillé, mais implication par l'anticorps anti-HBs post-vaccinal.","Easy"
"Quel est le vaccin disponible contre l'hépatite A ?","Non détaillé.","Easy"
"Quel est le risque de l'Ag HBs positif chez une femme enceinte ?","Transmission mère-enfant à l'accouchement.","Medium"
"Quelle est la signification d'un Ac anti-HBs positif sans antécédent de vaccination ?","Infection guérie.","Easy"
"Quelle est la signification d'un Ac anti-HBs positif après vaccination ?","Immunité protectrice.","Easy"
"Un patient a un Ag HBs négatif, Ac anti-HBs positif, Ac anti-HBc positif. Que conclure ?","Infection B ancienne guérie.","Document.","Medium"
"Un patient a un Ag HBs positif, Ac anti-HBc IgM positif, Ac anti-HBs négatif. Que conclure ?","Hépatite B aiguë.","Document.","Medium"
"Un patient a un Ag HBs positif, Ac anti-HBc IgG positif, Ac anti-HBs négatif, Ag HBe négatif, Ac anti-HBe positif, charge virale basse. Que conclure ?","Portage chronique inactif (virus mutant).","Document.","Difficult"
"Un patient a un Ag HBs positif depuis 2 ans, Ag HBe positif, ALAT élevées, charge virale élevée. Quel est le risque évolutif ?","Hépatite chronique active, risque de cirrhose et de cancer.","Document.","Difficult"
"Quel est le premier virus des hépatites découvert ?","Non précisé, mais VHB découvert avant VHC (1989).","Difficult"
"Quel est le seul virus des hépatites à ARN circulaire ?","VHD.","Document.","Medium"
"Quel est le seul virus des hépatites à ADN ?","VHB.","Document.","Easy"
"Quel virus des hépatites peut être responsable d'une mononeuropathie multiple ?","VHE.","Document.","Medium"
"Quel virus des hépatites peut donner un syndrome de Personnage Turner ?","VHE.","Document.","Medium"
"Quel est le réservoir animal du VHE génotype 7 et 8 ?","Chameau et dromadaire.","Document.","Easy"
"Quel est le nom de la particule complète du VHB ?","Particule de DANE.","Document.","Easy"
"Quel est le rôle de l'ADN polymérase du VHB ?","Non détaillé.","Difficult"
"Quelle est la différence entre microsphères et particules de DANE ?","Microsphères sont des particules d'enveloppe sans core.","Document.","Difficult"
