"front","back","cognitive_level"
"Quelle est la définition des hépatites virales ?","Maladies infectieuses virales avec une atteinte hépatique prédominante. Les principaux virus sont A, B, C, D, E.","Recall"
"Quels virus de l’hépatite peuvent évoluer vers la chronicité ?","VHB, VHC, VHD.","Recall"
"Quel est le seul virus des hépatites à ADN ?","Le virus de l’hépatite B (VHB), famille des Hepadnaviridae.","Recall"
"Qu’est-ce que la particule de Dane ?","Forme complète du VHB, constituée d’une enveloppe portant l’Ag HBs et d’une nucléocapside centrale (core) portant les Ag HBc et Ag HBe, renfermant l’ADN viral et l’ADN polymérase.","Recall"
"Quelle est la signification de l’Ag HBs ?","Marqueur d’une infection non guérie, en cours. Apparaît 2-6 semaines après l’infection, disparaît après 4-10 semaines. Sa persistance >6 mois définit un portage chronique.","Recall"
"Quelle est la signification de l’Ag HBe ?","Marqueur de réplication virale et d’infectiosité. Apparaît en même temps que l’Ag HBs, disparaît avant lui. Sa persistance signifie une évolutivité de la maladie.","Recall"
"Qu’est-ce que le virus mutant pré-C du VHB ?","Virus mutant qui ne produit pas d’Ag HBe. Dans ce cas, la présence d’Ac anti-HBe n’est pas une promesse de guérison et la réplication virale continue.","Recall"
"Quels sont les trois anticorps du VHB et leur signification ?","1) Ac anti-HBs : infection guérie ou vaccination (immunité protectrice). 2) Ac anti-HBe : promesse de guérison (sauf virus mutant). 3) Ac anti-HBc : marqueur constant de contact avec le virus (IgM = infection actuelle, IgG = infection ancienne).","Recall"
"À quoi sert la recherche d’IgM anti-HBc ?","IgM anti-HBc : marqueur d’une hépatite B actuelle (infection aiguë ou récente).","Recall"
"Quel est l’intérêt des Ac anti-HBc lors du « trou sérologique » ?","Ils sont présents dans le sang pendant le temps qui s’écoule entre la disparition de l’Ag HBs et l’apparition des Ac anti-HBs.","Recall"
"Quels sont les modes de transmission du VHB ?","Sang (transfusion, matériels non stérilisés, toxicomanie IV), sexe (sperme, sécrétions vaginales), mère-enfant (essentiellement à l’accouchement), salive, sueurs.","Recall"
"Quel est le mode de transmission principal du VHC ?","Sang (transfusion sanguine, toxicomanie intraveineuse, matériels souillés). La transmission sexuelle est rare, la transmission mère-enfant survient surtout chez les femmes immunodéprimées.","Recall"
"Quels examens permettent de diagnostiquer une infection par le VHC ?","Dépistage par recherche d’Ac anti-VHC (Elisa). Confirmation par PCR (recherche de l’ARN du VHC) ; si positive = réplication virale (portage de VHC).","Recall"
"Pourquoi le VHD est-il qualifié de « virus défectif » ?","Parce qu’il ne peut exister sans le VHB. Il utilise l’enveloppe externe (Ag HBs) du VHB pour se répliquer.","Recall"
"Quelle est la différence entre co-infection VHB-VHD et surinfection ?","Co-infection : infection simultanée par VHB et VHD. Surinfection : infection par VHD survenant chez un sujet déjà porteur chronique du VHB. La surinfection augmente le risque de chronicité à 90%.","Recall"
"Quels sont les génotypes du VHE et leurs réservoirs ?","Génotypes 1 et 2 : humains. Génotypes 3 et 4 : porc. Génotypes 5 et 6 : sanglier. Génotypes 7 et 8 : chameau et dromadaire.","Recall"
"Quels sont les modes de transmission du VHE ?","Orale (fruits et eau souillés par selles), indirecte (viande de porc insuffisamment cuite), transfusion sanguine (possible).","Recall"
"Quels sont les trois syndromes de la phase pré-ictérique de l’hépatite virale aiguë (typiquement HVB) ?","1) Syndrome digestif (anorexie, nausées, vomissements, douleur épigastrique en barre). 2) Syndrome infectieux pseudo-grippal (asthénie intense, courbatures, fièvre modérée). 3) Triade de Caroli (céphalées, urticaire, arthralgies).","Recall"
"Quels sont les signes cliniques de la phase ictérique d’une hépatite virale aiguë ?","Ictère cholestatique (ictère franc, urines foncées, +/- selles décolorées), asthénie, anorexie, température +/- normale.","Recall"
"Quelles anomalies biologiques trouve-t-on dans la phase ictérique d’une hépatite aiguë ?","Cytolyse (transaminases 10-100N, ALAT > ASAT), IHC (TP et facteur V diminués, bilirubine libre élevée, cholestérol total diminué), cholestase (PAL et bilirubine conjuguée augmentés, sels biliaires dans les urines), inflammation (VS augmenté, hypogammaglobulinémie).","Recall"
"Quelle est la définition de l’hépatite virale chronique B ?","Persistance de l’Ag HBs dans le sang > 6 mois.","Recall"
"Quels sont les 4 situations d’infection chronique par le VHB décrites selon le type de virus et l’activité ?","1) Infection chronique par virus sauvage : Ag HBe+, charge virale >10^7, ALAT normal, lésions minimes. 2) Hépatite chronique par virus sauvage : Ag HBe+, charge 10^4-10^7, ALAT élevée, lésions modérées/sévères. 3) Infection chronique par virus mutant : Ag HBe-, Ac anti-HBe+, charge <2000, ALAT normal, pas de lésions. 4) Hépatite chronique par virus mutant (Ag HBe négatif) : Ag HBe-, charge >2000, ALAT élevée, lésions modérées/sévères.","Analysis"
"Quels sont les signes d’alarme de l’hépatite fulminante ?","Cliniques : asthénie qui s’aggrave, encéphalopathie (confusion), syndrome hémorragique (épistaxis, gingivorragie, purpura). Paracliniques : diminution du TP et surtout du facteur V < 50%.","Recall"
"Quelles sont les étiologies de l’hépatite fulminante ?","Médicaments (paracétamol ++, AINS), autres hépatites virales (co-infection VHA, VHC, EBV…), toxiques (ecstasy, cocaïne), exacerbation d’hépatite auto-immune ou maladie de Wilson.","Recall"
"Quel est le pronostic de l’hépatite fulminante ?","Mortalité de 90%.","Recall"
"Quel est le diagnostic sérologique de l’hépatite A aiguë ?","Présence d’IgM anti-VHA.","Recall"
"Quelle est l’évolution de l’hépatite C aiguë vers la chronicité ?","50 à 80% des cas.","Recall"
"Quels sont les risques spécifiques de la co-infection VHB-VHD et de la surinfection ?","Co-infection : risque d’hépatite fulminante. Surinfection sur HVB chronique : augmentation du risque de passage à la chronicité à 90%.","Recall"
"Quelles manifestations neurologiques peuvent accompagner l’hépatite E aiguë ?","Mononeuropathie multiple, méningoradiculite, syndrome de Guillain-Barré, syndrome de Personnage-Turner (névralgie amyotrophique de l’épaule).","Recall"
"Un patient présente un ictère, des urines foncées, des transaminases à 30N, un TP à 65%, un facteur V à 70%, et une sérologie montre Ag HBs positif, IgM anti-HBc positif. Quel est le diagnostic et le stade ?","Hépatite B aiguë, phase ictérique (présence d’IgM anti-HBc = infection actuelle). Le TP et facteur V sont diminués mais >50%, pas d’hépatite fulminante.","Application"
"Un patient a un Ag HBs positif depuis 8 mois, Ag HBe négatif, Ac anti-HBe positif, charge virale à 1500 UI/mL, ALAT normales. Quel est le diagnostic ?","Infection chronique par virus mutant pré-C, sans hépatite chronique (portage inactif).","Analysis"
