"front","back","cognitive_level"
"Qu’est-ce qu’une épistaxis ?","Hémorragie d’origine nasale, extériorisée par le nez ou par la bouche. Elle peut être antérieure, postérieure ou mixte.","Recall"
"Quelle est l’artère principale de la cavité nasale ?","L’artère sphénopalatine. Il n’y a pas d’anastomose artérioveineuse mais des anastomoses artério-artérielles.","Recall"
"Où saigne l’épistaxis dans 75 % des cas ?","Au niveau de la tâche vasculaire, sur le cloison nasal. Cette tâche existe des deux côtés.","Recall"
"Quels sont les trois types d’épistaxis selon l’origine étiologique ?","1) Épistaxis d’origine locale (épistaxis symptôme) ; 2) Épistaxis d’origine générale (épistaxis épiphénomène) ; 3) Épistaxis essentielle (épistaxis maladie – pas de cause retrouvée).","Recall"
"Pourquoi dit-on que l’épistaxis est une urgence médico-chirurgicale ?","Parce qu’elle peut présenter des formes graves : abondance, répétition ou fragilité du terrain, engageant le pronostic vital et nécessitant une prise en charge médicale et parfois chirurgicale.","Understanding"
"Quels sont les deux diagnostics à éliminer devant une épistaxis ?","1) Hématémèse (hémorragie digestive, survenant lors d’efforts de vomissements) ; 2) Hémoptysie (hémorragie de l’arbre respiratoire, survenant lors d’efforts de toux).","Recall"
"Quels sont les trois éléments à évaluer pour apprécier la gravité d’une épistaxis ?","1) Abondance (à évaluer selon le retentissement) ; 2) Répétition (petits saignements répétés équivalent à un grand saignement) ; 3) Retentissement sur l’état général (pouls, TA, faciès, pâleur des conjonctives, anxiété, sueurs).","Analysis"
"Quels sont les signes de l’épistaxis maligne ?","Répétition (moins abondante, début bénin, écoulement postérieur à bas bruit évoluant plusieurs heures/jours, vomissements de caillots) ; Abondance (hémorragie importante souvent bilatérale, antérieure et postérieure, avec altération de l’état général : pâleur, angoisse, sueurs, pouls rapide, TA abaissée).","Recall"
"Quels gestes d’urgence réaliser devant une épistaxis maligne ?","1) Tamponnement immédiat ; 2) Hospitalisation en USI ; 3) Poser 2 voies veineuses de gros calibre ; 4) Prélèvements sanguins (groupage, NFS-Hte, TP-TCA-INR) ; 5) Perfusion de solutés macromoléculaires ; 6) Transfusion si Hb < 8g/dl chez l’adulte.","Application"
"Quelle est la conduite à tenir lors de l’examen rhinoscopique antérieure ?","Malade assis. Bon éclairage. Faire moucher le patient pour évacuer les caillots (premier geste). Application de xylocaïne naphazolinée 5% pour rétraction muqueuse (effets anesthésique et hémostatique). Chercher : le côté qui saigne, le vaisseau responsable, éliminer une tumeur.","Application"
"Quelles sont les épistaxis d’origine locale traumatiques accidentelles ?","Fractures de la face, Fractures de la base du crâne.","Recall"
"Quel diagnostic évoquer devant une épistaxis très hémorragique chez un adolescent de 12-13 ans, prédominance masculine ?","Fibrome nasopharyngé. Tumeur bénigne mais très hémorragique.","Analysis"
"Qu’est-ce que la maladie de Rendu-Osler ?","Angiomatose hémorragique familiale. C’est une maladie hémorragique par perturbation du temps vasculaire, entrant dans le cadre des épistaxis d’origine générale.","Recall"
"Quels sont les six niveaux de l’escalade thérapeutique dans l’épistaxis ?","1) Compression bidigitale (5-10 min) ; 2) Tamponnement antérieur (méchage antérieur) – bilatéral 48h avec antibioprophylaxie ; 3) Double ballonnet gonflable ; 4) Tamponnement postérieur ; 5) Coagulation de la sphénopalatine ; 6) Embolisation sélective – Ligature artérielle (carotide externe, rare).","Recall"
"Pourquoi dit-on que l’épistaxis essentielle est un diagnostic d’élimination ?","Parce qu’elle correspond à une absence de cause retrouvée après avoir éliminé toutes les causes locales et générales. Ce n’est donc un diagnostic qu’après bilan étiologique négatif.","Understanding"
"Quels sont les facteurs favorisants de l’épistaxis essentielle ?","Grattage, exposition solaire, phénomènes vasomoteurs, facteurs endocriniens (prémenstruelle, grossesse), artériosclérose.","Recall"
"Quels sont les trois éléments à rechercher à l’interrogatoire d’un patient avec épistaxis ?","1) Terrain (âge, sexe, antécédents hémorragiques, prise médicamenteuse – aspirine, anticoagulants, signes d’imprégnation éthylique chronique) ; 2) Circonstances d’apparition (mode de début, durée, quantité de sang, déclenchement – traumatisme, infection, HTA) ; 3) Signes associés (locaux, locorégionaux, généraux).","Application"
"Quel traitement local faut-il envisager pour éviter la reproduction d’une épistaxis ?","Traiter l’étiologie (HTA, insuffisance hépatique, hémopathie). Traitement local : traumatisme, tumeur, cautérisation. Surveillance clinique et paraclinique.","Understanding"
"Quelles sont les trois perturbations possibles des maladies hémorragiques dans l’épistaxis d’origine générale ?","1) Perturbation du temps vasculaire (ex : purpura fulminans, Rendu-Osler) ; 2) Perturbation du temps plaquettaire (purpura thrombopénique, thrombopathique) ; 3) Perturbation du temps de coagulation (hémophilie, insuffisance hépatique, anomalie fibrino-formation, traitement anticoagulant).","Recall"
"Dans quelles situations faut-il suspecter une épistaxis maligne malgré un faible saignement ?","Devant une répétition : saignements peu abondants mais persistants, évoluant depuis plusieurs heures ou jours, écoulement postérieur à bas bruit, pouvant faire vomir des caillots (simulant une hématémèse).","Analysis"
