question,answer,explanation,difficulty
"L’épistaxis est une hémorragie d’origine nasale uniquement extériorisée par le nez.",False,"Le document indique que l’épistaxis est extériorisée par le nez ou par la bouche, pas uniquement par le nez.","Easy"
"L’épistaxis est l’urgence ORL la plus fréquente.",True,"Le document précise : Urgence ORL la plus fréquente.","Easy"
"La vascularisation des fosses nasales comporte des anastomoses artérioveineuses.",False,"Le document indique : Sans anastomose artérioveineuse mais artério-artériel.","Easy"
"Dans 75% des cas, l’épistaxis provient de la tâche vasculaire de la cloison nasale.",True,"Le document indique : Dans 75% des cas : saignement de la tâche vasculaire, au niveau du cloison nasal.","Easy"
"Le premier geste lors de la rhinoscopie antérieure est l’application de xylocaïne naphazolinée.",False,"Le document précise : Le premier geste est le mouchage pour évacuer les caillots.","Easy"
"La xylocaïne naphazolinée 5% a un effet uniquement anesthésique.",False,"Le document indique qu’elle entraîne une rétraction muqueuse, un pouvoir anesthésique ET hémostatique.","Easy"
"L’épistaxis bénigne est toujours bilatérale.",False,"Le document précise que l’épistaxis bénigne est unilatérale.","Easy"
"L’épistaxis maligne par répétition peut faire vomir des caillots simulant une hématémèse.",True,"Le document indique : Peut vomir des caillots de sang faisant évoquer à tort une hématémèse.","Easy"
"Le tamponnement immédiat est le premier geste d’urgence pour arrêter l’hémorragie.",True,"Le document indique : Arrêter l’hémorragie : tamponnement immédiat.","Easy"
"La transfusion sanguine est systématique dans toute épistaxis.",False,"Le document indique qu’elle se fait en fonction de la déperdition sanguine avec seuil à Hb < 8 g/dL chez l’adulte.","Easy"
"Les épistaxis d’origine locale traumatique incluent les fractures de la base du crâne.",True,"Le document mentionne les fractures de la base du crâne dans les épistaxis traumatiques accidentelles.","Easy"
"Le fibrome nasopharyngé touche surtout les femmes ménopausées.",False,"Le document précise qu’il touche surtout les adolescents de 12-13 ans à prédominance masculine.","Easy"
"L’insuffisance hépatique (cirrhose) perturbe le temps de coagulation.",True,"Le document classe l’insuffisance hépatique dans les perturbations du temps de coagulation.","Easy"
"L’épistaxis essentielle est un diagnostic d’élimination.",True,"Le document indique : Ne doit être qu’un diagnostic d’élimination.","Easy"
"La compression bidigitale doit durer 1 à 2 minutes.",False,"Le document indique 5-10 minutes.","Easy"
"La ligature de la carotide externe est le traitement de première intention.",False,"Le document indique que c’est rare et en fin d’escalade thérapeutique.","Easy"
"L’examen de l’oropharynx recherche un écoulement sanguin postérieur.",True,"Le document mentionne : Examen de l’oropharynx : recherche un écoulement sanguin postérieur.","Easy"
"L’hémoptysie provient de l’arbre respiratoire et survient lors d’efforts de toux.",True,"Le document précise : Hémoptysie : Hémorragie qui provient de l’arbre respiratoire, Au cours des efforts de toux.","Easy"
"Le purpura thrombopénique perturbe le temps vasculaire.",False,"Le document le classe dans les perturbations du temps plaquettaire.","Easy"
"La maladie de Rendu-Osler est une angiomatose hémorragique familiale.",True,"Le document la définit ainsi dans les perturbations du temps vasculaire.","Easy"
"La prise de la TA n’est pas utile dans le bilan d’une épistaxis.",False,"Le document inclut la prise de la TA dans l’examen physique.","Easy"
"Le méchage antérieur doit être maintenu au moins 24h.",False,"Le document précise : au moins 48h.","Easy"
"L’exposition solaire est un facteur favorisant l’épistaxis essentielle.",True,"Le document mentionne l’exposition solaire parmi les facteurs favorisants.","Easy"
"L’angiofibrome de la cloison est une tumeur maligne.",False,"Le document le classe dans les tumeurs bénignes.","Easy"
"Le diabète est une cause générale d’épistaxis.",True,"Le document mentionne le diabète dans les maladies métaboliques.","Easy"
"Un saignement en goutte à goutte unilatéral sans signes généraux est une épistaxis bénigne.",True,"Selon le document, épistaxis bénigne : unilatérale, abondance minime en goutte à goutte, aucun retentissement général.","Medium"
"L’épistaxis maligne abondante est souvent unilatérale.",False,"Le document indique : Hémorragie importante : souvent bilatérale.","Medium"
"L’écoulement postérieur à bas bruit est une caractéristique de l’épistaxis bénigne.",False,"Le document associe l’écoulement postérieur à bas bruit à l’épistaxis maligne par répétition.","Medium"
"La déperdition sanguine dans l’épistaxis est toujours inférieure à 500 mL.",False,"Le document ne fixe pas de volume mais parle de formes graves avec choc et transfusion possible.","Medium"
"La pose de 2 voies veineuses de gros calibre est réservée aux épistaxis bénignes.",False,"Le document liste ce geste dans les gestes d’urgence pour épistaxis maligne.","Medium"
"Les solutés macromoléculaires sont perfusés en attendant le sang commandé.",True,"Le document indique : Perfusion de solutés macromoléculaires en attendant le sang commandé.","Medium"
"Le risque de décompensation de tares associées est un signe de gravité.",True,"Le document mentionne ce risque dans l’épistaxis maligne.","Medium"
