"question","option1","option2","option3","option4","answer","explanation","difficulty"
"Quelle est la définition de la cataracte selon le document ?","Opacification de la cornée","Opacification partielle ou totale du cristallin","Opacification de l’humeur aqueuse","Opacification du vitré","2","Le document définit : « Cataracte : opacification partielle ou totale du cristallin ».","Easy"
"Quelle est la première cause de cécité dans les pays en voie de développement ?","Glaucome","Cataracte","DMLA","Rétinopathie diabétique","2","Le document indique : « 1ère cause de cécité dans les pays en voie de développement ».","Easy"
"Où est situé le cristallin ?","Dans la chambre antérieure","Dans la chambre postérieure, entre l’iris et le vitré","Dans le corps vitré","Dans la rétine","2","Le document précise : « Situé dans la chambre postérieure […] entre l’iris et le vitré ».","Easy"
"Quelle est la puissance dioptrique du cristallin au repos ?","Environ 10 dioptries","Environ 15 dioptries","Environ 20 dioptries","Environ 25 dioptries","3","Le document indique : « Puissance dioptrique d’environ 20 dioptries au repos ».","Easy"
"Quel est le type de cataracte le plus fréquent (TDD) ?","Cataracte congénitale","Cataracte traumatique","Cataracte sénile","Cataracte iatrogène","3","Le document précise : « TDD : la cataracte sénile ».","Easy"
"Quel signe fonctionnel est spécifique de la cataracte ?","Douleur oculaire","Diplopie monoculaire","Rougeur conjonctivale","Photophobie uniquement","2","Le document liste : « Diplopie monoculaire » parmi les signes fonctionnels.","Easy"
"Quel signe physique à l’inspection indique une cataracte très évoluée ?","Œdème palpébral","Leucocorie ou pupille blanche","Chémosis","Cercle péri-kératique","2","Le document indique : « Leucocorie ou pupille blanche, si la cataracte est très évoluée ».","Easy"
"Quel examen complémentaire est indispensable avant le traitement pour étudier le segment postérieur en cas de cataracte totale ?","IRM cérébrale","Échographie oculaire","OCT maculaire","Angiographie","2","Le document précise : « Echographie oculaire : surtout pour les cataractes totales qui empêche d’étudier le segment postérieur ».","Easy"
"Quel examen permet le calcul de l’implant avant chirurgie de cataracte ?","OCT","Biométrie oculaire","Échographie","Champ visuel","2","Le document indique : « Biométrie oculaire : calcul de l’implant ».","Easy"
"Quel est le risque principal d’une cataracte congénitale non traitée chez l’enfant ?","Douleur chronique","Amblyopie","Strabisme réversible","Hypertrophie du globe","2","Le document précise : « Retentissement visuel (amblyopie) » comme conséquence grave.","Easy"
"Quel est le signe de Franceschetti mentionné dans le document ?","Nystagmus","Reflexe digito-oculaire","Strabisme","Leucocorie","2","Le document cite : « Signe de Franceschetti : reflexe digito-oculaire ».","Easy"
"Quelle est la technique chirurgicale de référence pour la cataracte selon le document ?","Extraction intracapsulaire","Phacoémulsification","Broutage","Extraction manuelle","2","Le document indique : « Technique de référence : phacoémulsifiassions ».","Easy"
"À partir de quel niveau de baisse d’acuité visuelle opère-t-on une cataracte par phacoémulsification ?","1/10","2/10","3/10","5/10, 6/10","4","Le document précise : « BAV à partir de 5/10, 6/10 ».","Easy"
"Quel est le principal risque per-opératoire de l’extraction intracapsulaire ?","Hémorragie","Issu de vitré par rupture capsulaire","Endophtalmie","Astigmatisme","2","Le document mentionne : « Issu de vitré par rupture capsulaire (c’est le risque de l’EIC) ».","Easy"
"Quelle infection post-opératoire grave est citée comme complication de la chirurgie de la cataracte ?","Kératite","Uvéite","Endophtalmie","Conjonctivite","3","Le document indique : « Infection endoculaire grave […] : endophtalmie ».","Easy"
"Quelle est la complication post-opératoire par hernie de l’iris ?","Hernie de l’iris (l’iris sort du globe à travers les incisions)","Décollement de rétine","Hémorragie expulsive","Atrophie optique","1","Le document le cite parmi les complications post-opératoires.","Easy"
"Quel type de cataracte est défini par une opacification partielle du cristallin ?","Cataracte mûre","Cataracte non mature","Cataracte hypermûre","Cataracte Morgagnienne","2","Le document définit : « Cataracte non mature : opaque partiellement ».","Easy"
"Quelles sont les trois étiologies métaboliques de cataracte congénitale citées ?","Galactosémie, syndrome de Lowe, anomalies du métabolisme phospho-calcique","Diabète, hyperthyroïdie, obésité","Phénylcétonurie, maladie de Gaucher, mucopolysaccharidose","Hyperhomocystéinémie, maladie de Wilson","1","Le document liste : Galactosémie, syndrome de Lowe, anomalies du métabolisme phospho-calcique.","Medium"
"Quelle est la complication de la cataracte congénitale liée au retentissement visuel chez l’enfant ?","Cécité nocturne","Amblyopie irréversible si non traitée précocement","Glaucome secondaire","Décollement de rétine","2","Le document mentionne : « Retentissement visuel (amblyopie) » et « grave ».","Medium"
"Quelle infection congénitale virale n’est PAS citée comme cause de cataracte ?","Rubéole","Cytomégalovirus","Herpès virus","Hépatite B","4","Le document liste rubéole, CMV, herpès, VIH, oreillon. Hépatite B n’est pas citée.","Medium"
"Quel est le rôle du muscle ciliaire dans l’accommodation ?","Il se contracte, la zonule se rétracte, la convexité du cristallin augmente","Il se relâche, la zonule se tend, le cristallin s’aplatit","Il est passif","Il contrôle uniquement le diamètre pupillaire","1","Le document explique : « En vision de près, le muscle ciliaire se contracte et la zonule se rétracte ; la convexité du cristallin augmente ».","Medium"
"Quelle est la particularité de la cataracte morgagnienne ?","Capsule antérieure plissée","Noyau abaissé en inférieur","Opacification totale","Opacification partielle","2","Le document définit : « Morgagnienne : noyau abaissé en inférieur ».","Medium"
"Quels sont les quatre diagnostics différentiels de la cataracte chez l’enfant cités dans le document ?","Rétinoblastome, fibroplasie rétrolentale, persistance de vitré primitif, glaucome congénital","Rétinoblastome, fibroplasie rétrolentale, persistance de vitré primitif","DMLA, glaucome, décollement de rétine","Kératite, uvéite, traumatisme","2","Le document liste : rétinoblastome, fibroplasie rétrolentale, persistance de vitré primitif.","Medium"
"Quelle est l’indication du broutage (phakophagie) ?","Cataracte sénile","Cataracte congénitale","Cataracte traumatique","Cataracte mûre","2","Le document indique : « Broutage : cataracte congénitale ».","Medium"
"Quel type de chirurgie est indiqué en cas de cataracte post-traumatique avec plaie cornéenne et quel délai ?","Chirurgie immédiate","Attendre 15j à 1 mois après suture de la plaie","Attendre 6 mois","Chirurgie en urgence","2","Le document précise : « Attendre 15j à 1 mois après suture de la plaie ».","Medium"
"Quelles sont les deux structures anatomiques qui composent l’enveloppe capsulaire du cristallin ?","Épithélium antérieur germinatif et épithélium postérieur","Cortex et noyau","Membrane de Bowman et Descemet","Stroma et endothélium","1","Le document indique : « Enveloppe ou sac capsulaire : Épithélium antérieur, geminatif + épithélium postérieur ».","Medium"
"Quel est le mécanisme de la myopie d’indice dans la cataracte ?","Augmentation de la longueur axiale","Modification de l’indice de réfraction du cristallin par les opacités","Spasme accommodatif","Décollement de la rétine","2","Le document mentionne « myopie d’indice » comme signe physique.","Medium"
"Pourquoi la phacoémulsification est-elle contre-indiquée devant une cataracte mûre ?","Risque hémorragique","Risque de rupture capsulaire et d’impossibilité de fragmenter le noyau très dense","Risque infectieux","Risque inflammatoire","2","Le document indique : « Contre-indiquée devant une cataracte mûre ».","Medium"
"Quel est le risque d’une extraction intra-capsulaire ?","Issu de vitré par rupture capsulaire","Douleurs post-opératoires","Astigmatisme","Hypotonie","1","Le document le mentionne comme risque per-opératoire.","Medium"
