"front","back","cognitive_level"
"Qu’est-ce qu’une présentation de siège ?","Présentation longitudinale (non transversale) dont l’extrémité pelvienne se présente la première dans l’axe du détroit supérieur, l’extrémité céphalique étant au niveau du fond utérin.","Recall"
"Quelle est la fréquence des présentations de siège ?","4 % des présentations.","Recall"
"Quels sont les deux modèles principaux de présentations de siège ?","1) Siège complet : fœtus assis en tailleur au-dessus du détroit supérieur. 2) Siège décomplété : membres inférieurs relevés en attelle jusqu’au niveau de la tête fœtale.","Recall"
"Quels signes cliniques à l’interrogatoire orientent vers une présentation de siège pendant la grossesse ?","Douleur sous-costale ou sensation de gêne. Notion d’accouchement par le siège antérieur.","Recall"
"À la palpation abdominale, comment différencier le pôle pelvien du pôle céphalique dans une présentation de siège ?","Au-dessus du détroit supérieur : pôle fœtal volumineux, irrégulier, consistance molle, non surmonté par le sillon du cou (fesses). Au niveau du fond utérin : tête fœtale dure, arrondie, plus petite.","Recall"
"Où perçoit-on les bruits du cœur fœtaux dans une présentation de siège ?","Du côté du dos, plus haut situé au-dessus de l’ombilic.","Recall"
"Que perçoit-on au toucher vaginal avant rupture des membranes en cas de siège décomplété ?","Une présentation molle sans suture ni fontanelle.","Recall"
"Que perçoit-on au toucher vaginal avant rupture des membranes en cas de siège complet ?","Une présentation plus irrégulière avec les petits membres.","Recall"
"Quels sont les repères anatomiques identifiables au toucher vaginal après rupture des membranes en cas de siège ?","Fesses, séparées par le sillon interfessier centré par l’anus, et les organes génitaux.","Recall"
"Quel est le repère osseux de la présentation de siège ?","Le sacrum.","Recall"
"Citez les quatre variétés de positions d’une présentation de siège.","1) Sacro-iliaque gauche antérieur. 2) Sacro-iliaque droite antérieure. 3) Sacro-iliaque gauche postérieur. 4) Sacro-iliaque droite postérieure.","Recall"
"Quel examen d’imagerie est supérieur à la clinique pour le diagnostic d’une présentation de siège ?","L’échographie.","Recall"
"Que recherche-t-on sur l’échographie (RASP) en cas de présentation de siège ?","Une déflexion primitive de la tête fœtale.","Recall"
"Citez quatre diagnostics différentiels de la présentation de siège.","1) Présentation transversale avec un pied qui tombe dans le vagin. 2) Présentation du sommet avec bosses séro-sanguines. 3) Présentation de la face (nez). 4) Anencéphalie.","Recall"
"Quelle est la proportion de prématurité parmi les présentations de siège ?","40 % des sièges sont prématurés.","Recall"
"Quels facteurs maternels utérins peuvent favoriser une présentation de siège ?","Hypoplasie utérine (cavité cylindrique) – 50 % chez nullipares. Utérus unicorne, didelphe, cloisonné (5 %). Utérus hypotonique, très vaste, fibreux de multipares. Fibrome du fond utérin déformant la cavité (empêche la culbute physiologique).","Recall"
"Quelles causes ovulaires peuvent entraîner une présentation de siège ?","Anomalie de l’insertion placentaire, anomalie du liquide amniotique, gémellité, brièveté du cordon.","Recall"
"Citez quatre malformations fœtales associées à la présentation de siège.","Hydrocéphalie, anencéphalie, spina bifida (défaut de fermeture de la colonne vertébrale exposant la moelle), trisomie 13 et 18.","Recall"
"Quelles causes pelviennes peuvent favoriser une présentation de siège ?","Tumeurs praevias (kyste, fibrome), rétrécissement du détroit supérieur.","Recall"
"Comment se fait la progression du fœtus dans une présentation de siège ?","La progression se fait en rebrousse-poil (à contre-sens par rapport à la présentation céphalique).","Recall"
"Quelle est la différence entre siège complet et siège décomplété ?","Siège complet : fœtus assis en tailleur (genoux fléchis). Siège décomplété : membres inférieurs relevés en attelle jusqu’à la tête (jambes étendues).","Recall"
"Pourquoi le fibrome du fond utérin favorise-t-il une présentation de siège ?","Il déforme la cavité utérine et empêche la culbute physiologique du fœtus en fin de grossesse (qui transformerait normalement la présentation de siège en présentation céphalique).","Understanding"
"Quels sont les signes d’appel à l’inspection d’une présentation de siège ?","Présentation longitudinale.","Recall"
"Quelle est la consistance du pôle fessier par rapport au pôle céphalique à la palpation ?","Fesses : consistance molle. Tête : consistance dure.","Recall"
"Quelle malformation fœtale est définie comme un défaut de fermeture de la colonne vertébrale exposant la moelle ?","Spina bifida.","Recall"
