"question","answer","explanation","difficulty"
"Quelle est la définition de la glomérulonéphrite membrano-proliférative selon le document ?","Glomérulonéphrite avec présence de prolifération cellulaire.","Le document donne cette définition simple.","Easy"
"Quels sont les deux syndromes cliniques possibles de la glomérulonéphrite membrano-proliférative ?","Syndrome néphritique aigu persistant (très brutal) ou syndrome néphrotique impur.","Le document précise ces deux syndromes.","Easy"
"Quelle est la particularité du syndrome néphritique aigu persistant dans cette maladie ?","Il est très brutal, caractéristique du syndrome néphritique.","Le document insiste sur ce caractère.","Easy"
"Quel signe clinique facial est spécifiquement mentionné dans le document ?","Fonte de la graisse sous cutanée du visage.","Le document mentionne ce signe sans plus de détail.","Easy"
"Quelles sont les trois fractions du complément diminuées dans la glomérulonéphrite membrano-proliférative ?","C4, C3 et C1Q.","Le document liste ces trois fractions.","Easy"
"Quel est l'aspect histologique des parois capillaires en microscopie optique et à quoi est-il dû ?","Aspect en double contour ou rubané, dû à un épaississement important des parois capillaires par des dépôts sous endothéliaux.","Le document donne cette description complète.","Medium"
"Pourquoi parle-t-on de prolifération extracapillaire dans certains cas de glomérulonéphrite membrano-proliférative ?","Lorsque la membrane basale de la capsule de Bowman est atteinte, les mêmes lésions que dans les parois capillaires entraînent une prolifération cellulaire dans l'espace extracapillaire (chambre urinaire).","Le document explique que ces structures peuvent avoir les mêmes lésions => prolifération extracapillaire.","Medium"
"Quel est l'élément clé de l'immunofluorescence dans cette glomérulonéphrite ?","Dépôts surtout C3.","Le document précise : ''voir dépôts surtout C3''.","Medium"
"Citez quatre causes infectieuses de glomérulonéphrite membrano-proliférative selon le document.","Bilharziose, paludisme, endocardite, infection de shunt atrioventriculaire, abcès ou suppuration profonde, VHB/VHC/VIH, Brucella (4 parmi celles-ci).","Le document liste ces causes infectieuses.","Medium"
"Quelles sont les trois localisations extracapillaires des lésions de glomérulonéphrite membrano-proliférative citées dans le document ?","Foyer infectieux, Lupus (Ac anti-nucléaire, anti-ADN), Purpura rhumatoïde, GoodPasture (Ac anti-membrane basale glomérulaire), Wegener (ANCA), Churg strauss, Polyangéite microscopique (ANCA).","Le document liste ces 7 localisations extracapillaires.","Medium"
"Quelle est la différence fondamentale entre l'évolution favorable et défavorable de la glomérulonéphrite membrano-proliférative ?","Favorable si bien traité à temps (possible rémission) ; défavorable = IRC en quelques mois à quelques années, irréversible.","Le document oppose ces deux évolutions.","Medium"
"Quel est le caractère de l'insuffisance rénale chronique dans cette maladie si elle n'est pas traitée à temps ?","Irréversible.","Le document précise : ''IRC [...] irréversible''.","Medium"
"Comparez la consommation du complément dans la glomérulonéphrite membrano-proliférative par rapport à la glomérulonéphrite aiguë post-streptococcique.","Les deux consomment le complément mais GNA : C3 bas, C4 normal ou peu bas ; GN membrano-proliférative : C4, C3, C1Q tous bas (voie classique et alterne).","Document GNA précédent : C3 et CH50 bas, C4 non précisé mais remontée rapide. GNMP : baisse de C4, C3, C1Q.","Difficult"
"Pourquoi le document termine-t-il par ''MÊME TRAITEMENT QUE GNEM'' avec des points d'interrogation ?","Car les deux sont des glomérulonéphrites prolifératives avec syndrome néphrotique et consommation du complément, mais le traitement peut être adapté à la cause spécifique ; les points d'interrogation suggèrent une incertitude ou une question pédagogique.","Le document pose cette équivalence comme question, non comme affirmation définitive.","Difficult"
"Un patient a une glomérulonéphrite membrano-proliférative associée à une endocardite. Quel est le traitement prioritaire selon le document ?","Traitement de la cause (endocardite par antibiothérapie) plus traitement symptomatique de la glomérulonéphrite. Le document indique : ''En fonction de la cause''.","Difficult"
