"question","answer","explanation","difficulty"
"La glomérulonéphrite membrano-proliférative est définie par une prolifération cellulaire.","True","Le document définit : ''Glomérulonéphrite avec présence de prolifération cellulaire''.","Easy"
"La glomérulonéphrite membrano-proliférative représente 7% des néphropathies de l'enfant.","False","Le document indique 4% chez l'enfant et 7% chez l'adulte.","Easy"
"Le syndrome clinique de la glomérulonéphrite membrano-proliférative peut être un syndrome néphritique aigu persistant.","True","Le document mentionne : ''Néphritique aigu persistant (très brutal : caractéristique du Syndrome néphritique !!)''.","Easy"
"La fonte de la graisse sous cutanée des membres inférieurs est un signe clinique de la glomérulonéphrite membrano-proliférative.","False","Le document précise : ''Fonte de la graisse sous cutanée du visage'', non des membres inférieurs.","Easy"
"Dans la glomérulonéphrite membrano-proliférative, on observe une baisse du C4, C3 et C1Q.","True","Le document indique : ''Baisse de C4, C3, C1Q (phénomène inflammatoire consommant le complément)''.","Easy"
"L'aspect histologique caractéristique de la glomérulonéphrite membrano-proliférative est un aspect en ''double contour ou rubané''.","True","Le document décrit : ''Epaississement important des parois capillaires par des dépôts sous endothéliaux => aspect en double contour ou rubané''.","Easy"
"Seuls les glomérules sont touchés dans la glomérulonéphrite membrano-proliférative.","False","Le document précise que la membrane basale de la capsule de Bowman, les tubes et les capillaires interstitiels peuvent avoir les mêmes lésions.","Easy"
"En immunofluorescence, la glomérulonéphrite membrano-proliférative montre des dépôts surtout d'IgG.","False","Le document indique : ''Immunofluorescence : voir dépôts surtout C3''.","Easy"
"La cryoglobulinémie comme cause de glomérulonéphrite membrano-proliférative est liée au VHC.","True","Le document précise : ''Cryoglobulinémie (liée au VHC)''.","Easy"
"Le bon traitement de la glomérulonéphrite membrano-proliférative peut conduire à une évolution favorable.","True","Le document indique : ''Favorable si bien traité à temps''.","Easy"
"L'IRC dans la glomérulonéphrite membrano-proliférative non traitée est réversible sous traitement.","False","Le document précise : ''Sinon IRC en quelques mois à quelques années (irréversible)''.","Medium"
"La polyangéite microscopique est associée aux anticorps anti-membrane basale glomérulaire.","False","Le document indique pour la polyangéite microscopique : ''(ANCA)'' et non anti-membrane basale. GoodPasture est associé aux anti-membrane basale.","Medium"
"Le purpura rhumatoïde est cité comme une localisation extracapillaire de la glomérulonéphrite membrano-proliférative.","True","Le document liste ''Purpura rhumatoïde'' dans les localisations extra-capillaires.","Medium"
"La maladie chronique du foie est citée comme une cause de glomérulonéphrite membrano-proliférative.","True","Le document liste ''Maladie chronique du foie'' dans ''Autres''.","Medium"
"Le traitement de la glomérulonéphrite membrano-proliférative est le même que celui de la GNEM selon le document.","True","Le document se termine par : ''MÊME TRAITEMENT QUE GNEM'' avec des points d'interrogation.","Difficult"
