"question","option1","option2","option3","option4","answer","explanation","difficulty"
"Quelle est la définition de la glomérulonéphrite membrano-proliférative selon le document ?","Glomérulonéphrite avec épaississement de la membrane basale sans prolifération","Glomérulonéphrite avec présence de prolifération cellulaire","Glomérulonéphrite avec dépôts d'IgA","Glomérulonéphrite avec hyalinose segmentaire","2","Le document définit : ''Glomérulonéphrite avec présence de prolifération cellulaire''.","Easy"
"Quel est le pourcentage des néphropathies de l'enfant représenté par la glomérulonéphrite membrano-proliférative ?","4%","7%","10%","15%","1","Le document indique : ''4% des néphropathies de l'enfant''.","Easy"
"Quel est le pourcentage des néphropathies de l'adulte représenté par la glomérulonéphrite membrano-proliférative ?","4%","7%","10%","12%","2","Le document indique : ''7% des néphropathies de l'adulte''.","Easy"
"Quels syndromes cliniques peuvent révéler la glomérulonéphrite membrano-proliférative ?","Syndrome néphrotique pur uniquement","Syndrome néphritique aigu persistant ou syndrome néphrotique impur","Syndrome glomérulaire minime","Syndrome tubulo-interstitiel","2","Le document précise : ''Syndrome : Néphritique aigu persistant (très brutal) Ou néphrotique impur''.","Easy"
"Quel signe clinique particulier est mentionné dans la glomérulonéphrite membrano-proliférative ?","Prise de poids","Fonte de la graisse sous cutanée du visage","Œdèmes déclives","HTA sévère","2","Le document mentionne : ''Fonte de la graisse sous cutanée du visage''.","Easy"
"Quelle anomalie biologique est caractéristique de la glomérulonéphrite membrano-proliférative ?","Élévation des ASLO","Baisse de C4, C3, C1Q","Hypercalcémie","Hyperuricémie","2","Le document indique : ''Baisse de C4, C3, C1Q (phénomène inflammatoire consommant le complément)''.","Easy"
"Quel est l'aspect histologique caractéristique des parois capillaires dans la glomérulonéphrite membrano-proliférative ?","Aspect en spikes","Aspect en double contour ou rubané","Aspect en chapeau de gendarme","Aspect en verre dépoli","2","Le document décrit : ''Epaississement important des parois capillaires par des dépôts sous endothéliaux => aspect en double contour ou rubané''.","Easy"
"Quelles structures rénales peuvent présenter des lésions identiques aux parois capillaires glomérulaires ?","Uniquement le mésangium","Membrane basale de la capsule de Bowman, tubes, capillaires interstitiels","Uniquement les artérioles","Uniquement le tube proximal","2","Le document précise : ''Membrane basale de la capsule de BOWMAN, tubes, capillaires interstitiels peuvent avoir les mêmes lésions''.","Easy"
"Quel type de prolifération est observé lorsque la membrane basale de la capsule de Bowman est atteinte ?","Prolifération endocapillaire","Prolifération extracapillaire","Prolifération mésangiale","Prolifération endothéliale","2","Le document indique : ''Membrane basale de la capsule de BOWMAN [...] peuvent avoir les mêmes lésions => prolifération extracapillaire''.","Easy"
"Quel dépôt prédomine en immunofluorescence dans la glomérulonéphrite membrano-proliférative ?","IgG","C3","IgA","C1q","2","Le document précise : ''Immunofluorescence : voir dépôts surtout C3''.","Easy"
"Quelle est l'évolution défavorable de la glomérulonéphrite membrano-proliférative si elle n'est pas bien traitée à temps ?","Rétablissement complet","IRC en quelques mois à quelques années (irréversible)","Protéinurie persistante sans IR","Thrombose veineuse rénale","2","Le document indique : ''Sinon IRC en quelques mois à quelques années (irréversible)''.","Medium"
"Quelles sont les trois maladies systémiques citées comme causes de glomérulonéphrite membrano-proliférative ?","Lupus, cryoglobulinémie, syndrome de Sjögren","Sclérodermie, dermatomyosite, polyarthrite rhumatoïde","Sarcoïdose, spondylarthrite, maladie de Behçet","Goodpasture, Wegener, Churg Strauss","1","Le document liste : ''Lupus, Cryoglobulinémie (liée au VHC), Syndrome de Sjögren''.","Medium"
"Quelles sont les trois maladies avec ANCA citées dans les localisations extracapillaires ?","GoodPasture, Lupus, Purpura rhumatoïde","Wegener, Churg Strauss, Polyangéite microscopique","Cryoglobulinémie, Sjögren, Lupus","Bilharziose, Paludisme, Endocardite","2","Le document liste : ''Wegener (Ac anti-cytoplasme de polynucléaire : ANCA), Churg strauss (asthme tardif), Polyangéite microscopique (ANCA)''.","Medium"
"Quelle est la particularité de la cryoglobulinémie comme cause de glomérulonéphrite membrano-proliférative ?","Elle est liée au VHC","Elle est liée au VHB","Elle est liée au VIH","Elle est liée au streptocoque","1","Le document précise : ''Cryoglobulinémie (liée au VHC)''.","Medium"
"Quel est le caractère urgent de la prise en charge de la glomérulonéphrite membrano-proliférative selon le document ?","Urgence thérapeutique","Traitement ambulatoire simple","Surveillance sans traitement","Traitement uniquement symptomatique","1","Le document indique clairement : ''Urgence thérapeutique''.","Medium"
