"question","answer","explanation","difficulty"
"Quelle est la différence entre hypoxémie, hypoxie et asphyxie selon le document ?","Hypoxémie : baisse de la quantité d'O2 dans le sang. Hypoxie : baisse de la quantité d'O2 dans les tissus. Asphyxie : hypoxie + acidose métabolique.","Le document donne ces trois définitions successives.","Easy"
"Quels sont les deux organes les plus vulnérables à l'asphyxie périnatale ?","Le cerveau et le rein.","Le document : 'Cerveau++++ et rein : les plus touchés'.","Easy"
"Quelle est la classification de l'encéphalopathie néonatale post-asphyxique et quels sont les trois grades ?","Classification de Sarnat. Grade I (légère) : hyper-alerte, tonus normal, absence de convulsions. Grade II (modérée) : léthargique, hypotonie légère, convulsions courantes. Grade III (sévère) : stuporeux, flaccidité, convulsions fréquentes/difficiles à contrôler, coma profond.","Le document présente le tableau de Sarnat.","Easy"
"Quels sont les seuils biologiques d'acidose métabolique et d'hyperlactacidémie dans l'asphyxie périnatale ?","pH < 7 et déficit de base ≥ 12 mmol/l ; hyperlactacidémie > 6 mmol/l.","Le document donne ces valeurs.","Easy"
"Quels sont les trois éléments qui déterminent le pronostic de l'asphyxie périnatale ?","1. Clinique : présence et gravité de l'encéphalopathie. 2. Examens électrophysiologiques : EEG. 3. Imagerie : IRM.","Le document liste ces trois éléments dans la section PRONOSTIC.","Easy"
"Quelle est la place de l'hypothermie contrôlée dans la prise en charge de l'asphyxie périnatale ?","Efficacité prouvée. La température est abaissée entre 33 et 34°C pendant 72 heures, débutée avant la 6ème heure de vie, avec analgésie systématique, pour éviter l'installation d'une encéphalopathie sévère.","Le document détaille l'hypothermie.","Easy"
"Quel est le pronostic de l'encéphalopathie de grade II et de grade III ?","Grade II : 40 à 60% de séquelles neurologiques. Grade III : coma profond, perte des réflexes du tronc, décès fréquents.","Le document donne ces chiffres.","Easy"
"Citez quatre situations obstétricales pouvant causer une asphyxie périnatale.","Hématome rétro placentaire, compressions funiculaires, rupture utérine, dystocies sévères, dysfonctions placentaires (post maturité, prééclampsie), hémorragies fœtales (syndrome de Benkiser).","Le document liste ces étiologies.","Easy"
"Expliquez la différence entre les défaillances organiques précoces et l'encéphalopathie dans l'asphyxie.","Les défaillances organiques précoces touchent 60% des cas (endothéliale, rénale, myocardique, pulmonaire, hépatique, digestive, cutanée). L'encéphalopathie néonatale touche 40% des cas. Les deux peuvent coexister mais l'encéphalopathie est plus spécifique du cerveau.","Le document donne ces pourcentages.","Medium"
"Pourquoi l'hyperthermie est‑elle à éviter chez le nouveau-né asphyxié ?","Parce que l'hyperthermie accélère le phénomène apoptotique (mort cellulaire programmée), aggravant les lésions cérébrales.","Le document : 'hyperthermie (accélère le phénomène apoptotique)'.","Medium"
"Quel est le risque d'encéphalopathie pour un lactate à 12 mmol/l et pour un déficit de base à 18 mmol/l ?","Pour un lactate ≥ 11 mmol/l, le risque d'encéphalopathie est de 20%. Pour un déficit de base ≥ 16 mmol/l, le risque est également de 20%.","Le document donne ces deux seuils.","Medium"
"Pourquoi le diazépam est‑il déconseillé chez le nouveau-né asphyxié sans assistance respiratoire ?","Car le diazépam peut provoquer une hypoventilation (dépression respiratoire). Le document précise : 'non utilisé faute d’assistance respi'.","Medium"
"Quelles sont les trois situations de 'correction artificielle déconseillée' pendant la phase de récupération ?","1. Acidose métabolique sans altération hémodynamique. 2. Bradycardie bien tolérée, sans autre signe associé. 3. Troubles de l'hémostase sans syndrome hémorragique clinique.","Le document liste ces trois situations.","Medium"
"Quel est l'intérêt de l'EEG précoce (avant H24) dans l'asphyxie périnatale ?","L'EEG précoce permet d'évaluer l'activité cérébrale, de détecter des anomalies (tracé plat = 0 activité cérébrale) et d'orienter le pronostic. Il doit être répété ou continu dans les premières 48h.","Le document insiste sur l'EEG.","Medium"
"Quels sont les effets néfastes de l'hyperoxie et de l'hypocapnie chez le nouveau-né asphyxié ?","L'hyperoxie et l'hypocapnie (par hyperventilation) sont à éviter car elles peuvent aggraver les lésions cérébrales. Le document les cite dans la liste 'A EVITER'.","Medium"
"Quel est le pourcentage de paralysies cérébrales attribuables à l'asphyxie périnatale ?","20% des paralysies cérébrales sont attribuables à l'asphyxie. Le document précise également que l'encéphalopathie n'est pas égale à l'asphyxie dans 50% des cas.","Le document donne 20%.","Medium"
"Expliquez la relation entre le score d'Apgar, la réanimation néonatale et le cri à la naissance.","Un score d'Apgar bas (<7 prolongé) indique une mauvaise adaptation. La réanimation néonatale est souvent nécessaire. La présence d'un cri à la naissance est un signe de bon pronostic même en cas d'hypoxie in utero.","Le document mentionne ces éléments.","Medium"
"Quelles sont les explorations complémentaires fonctionnelles (non morphologiques) citées ?","EEG, potentiels évoqués (visuels, auditifs, somesthésiques), Doppler pulsé transcrânien.","Le document liste ces examens.","Medium"
"Pourquoi l'hypothermie contrôlée est‑elle efficace pour prévenir l'encéphalopathie sévère ?","Elle ralentit le métabolisme cérébral, réduit la libération de glutamate, diminue la production de radicaux libres et l'apoptose, et limite l'œdème cérébral. (Le document ne donne pas le mécanisme détaillé mais mentionne son efficacité prouvée).","Basé sur le document : 'évite l’installation d’une encéphalopathie III'.","Medium"
"Quel est le pronostic d'un enfant avec asphyxie sans encéphalopathie versus asphyxie avec encéphalopathie modérée ?","Asphyxie sans encéphalopathie ou avec encéphalopathie légère : bon pronostic. Asphyxie avec encéphalopathie modérée ou sévère : mauvais pronostic.","Le document l'indique clairement.","Medium"
"Un nouveau-né asphyxié a un pH à 6,9 et un déficit de base à 15 mmol/l. Doit‑on corriger l'acidose par des bicarbonates ? Justifiez.","Selon le document, les bicarbonates sont réservés à l'acidose sévère mais 'à ne pas utiliser sur argument clinique : GDS!!'. La décision doit être basée sur la gazométrie et l'état hémodynamique. Si l'acidose est sévère (pH<7) mais sans altération hémodynamique, la correction artificielle est déconseillée.","Basé sur 'Correction artificielle ... Acidose métabolique sans altération hémodynamique' et 'bicarbonates si acidose sévère (à ne pas utiliser sur argument clinique)'.","Difficult"
"Un nouveau-né à 36 SA présente une asphyxie périnatale. À H8, il fait des convulsions. Quelle est la conduite thérapeutique selon le document ?","Administrer des anticonvulsivants (Phénobarbital ou diazépam mais avec assistance respiratoire). Rechercher une étiologie. Maintenir l'hypothermie si encore dans les délais (avant 6h, mais H8 est trop tard). L'EEG doit être réalisé.","Basé sur 'Convulsions : anticonvulsivants' et 'Hypothermie avant 6ème heure'.","Difficult"
"Quel est le risque de séquelles neurologiques pour un enfant ayant une encéphalopathie de grade II non traitée par hypothermie ?","Le document indique que 40 à 60% des cas de grade II ont des séquelles neurologiques. L'hypothermie contrôlée réduit ce risque mais n'est pas mentionnée spécifiquement pour le grade II.","Réponse basée sur le pourcentage donné.","Difficult"
"Un nouveau-né asphyxié a un lactate artériel à 10 mmol/l et un déficit de base à 15 mmol/l. Quel est son risque d'encéphalopathie ?","Aucun des deux seuils n'atteint 11 mmol/l pour le lactate ni 16 mmol/l pour le déficit de base. Le risque d'encéphalopathie n'est pas majoré par ces valeurs selon les seuils donnés. Il reste probablement bas.","Le document donne 20% pour lactate≥11 ou DB≥16.","Difficult"
"Quelle est la différence entre l'encéphalopathie néonatale post-asphyxique et les séquelles neurologiques à long terme ?","L'encéphalopathie est la manifestation aiguë (dans les premiers jours) de l'atteinte cérébrale. Les séquelles neurologiques (paralysies cérébrales, etc.) sont les conséquences à long terme, survenant chez 15-25% des asphyxiés, et chez 40-60% des encéphalopathies modérées.","Le document distingue les deux.","Difficult"
"Un enfant a un score d'Apgar à 3 à 5 minutes, une réanimation néonatale, et un cri à la naissance. Quel est le pronostic probable ?","Le cri à la naissance est un signe de bon pronostic. Malgré un Apgar bas et une réanimation, la présence du cri indique une certaine vitalité. Le pronostic est meilleur que sans cri.","Basé sur 'Cri à la naissance : signe positif d’un bon pronostic'.","Difficult"
"Pourquoi l'IRM est‑elle supérieure au scanner pour l'évaluation des lésions post-asphyxiques ?","L'IRM offre une meilleure précision des lésions cérébrales, avec une bonne valeur prédictive positive et négative. Elle visualise mieux les lésions des noyaux gris centraux et cortico-sous-corticales.","Le document : 'IRM : ++++ bonne précision des lésions cérébrales'.","Difficult"
"Quel est l'ordre de grandeur du taux d'asphyxie périnatale en Afrique comparé aux pays développés ?","En Afrique : 4,2% des naissances à terme. Dans les pays développés : 0,2 à 0,4%. Soit un risque environ 10 à 20 fois plus élevé en Afrique.","Le document donne ces chiffres.","Difficult"
"Un nouveau-né asphyxié présente une bradycardie à 80 bpm, une TA normale, pas de signes de choc. Faut‑il traiter cette bradycardie ?","Selon le document, une bradycardie bien tolérée, sans autre signe associé, doit être laissée sans traitement ('le laisser se débrouiller').","Le document : 'Bradycardie bien tolérée, sans autre signe associé : le laisser se débrouiller'.","Difficult"
"Quelles sont les trois premières causes de mortalité néonatale dans l'ordre ?","1. Infections néonatales, 2. Prématurité, 3. Asphyxie périnatale.","Le document : '3ème cause de mortalité après les infections néonatales et prématurités'.","Difficult"
