"question","answer","explanation","difficulty"
"L’insuffisance cardiaque chronique se décompense souvent lors d’une maladie infectieuse.","True","Document.","Easy"
"La précharge est le volume ventriculaire en fin de systole.","False","Fin de diastole.","Easy"
"La postcharge est la résistance à l’éjection.","True","Document.","Easy"
"Une tachycardie >200/min augmente la précharge.","False","La diminue.","Easy"
"Un shunt gauche-droit augmente la précharge.","True","Document.","Easy"
"La coarctation de l’aorte augmente la postcharge.","True","Document.","Easy"
"Chez le nourrisson, les difficultés alimentaires sont un signe d’IC.","True","Document.","Easy"
"L’hépatomégalie de l’IC est un signe de congestion droite.","True","Document.","Easy"
"La tachycardie est un signe tardif de l’IC.","False","Premier signe.","Easy"
"L’ICT normal chez le nouveau-né est 0,55.","False","0,60.","Easy"
"La classe I de Ross est asymptomatique.","True","Document.","Easy"
"L’IC du nouveau-né est souvent due à une cardiopathie congénitale.","True","Document.","Easy"
"Le furosémide est un diurétique thiazidique.","False","Diurétique de l’anse.","Easy"
"Le captopril est un IEC.","True","Document.","Easy"
"L’IC aiguë est souvent révélatrice.","True","Document.","Easy"
"La bradycardie peut entraîner une ischémie myocardique.","True","Document.","Easy"
"La polypnée est un signe d’oedème pulmonaire.","True","Document.","Easy"
"Le TRC allongé >3s est un signe de choc.","True","Document.","Easy"
"Les râles crépitants sont des signes de congestion droite.","False","Gauche.","Easy"
"La spironolactone est utilisée en phase aiguë.","False","Quand stabilisé.","Medium"
"La dose maximale de furosémide est de 8 mg/kg/j.","True","Document.","Medium"
"L’épanchement péricardique diminue la précharge.","True","Document.","Medium"
"La sténose aortique augmente la postcharge.","True","Document.","Medium"
"Chez le grand enfant, les cardiopathies rhumatismales sont rares.","False","Fréquentes.","Medium"
"L’hypothyroïdie est une cause d’IC extracardiaque.","False","Hyperthyroïdie.","Medium"
"La maladie de Kawasaki peut donner une IC chez le nourrisson.","True","Document (grand enfant, mais peut survenir aussi).","Medium"
"L’échocardiographie-doppler est l’examen clé pour l’étiologie.","True","Document.","Medium"
"L’ICT >0,5 chez l’enfant traduit une cardiomégalie.","True","Document.","Medium"
"La classe III de Ross chez l’enfant correspond à une dyspnée au moindre effort.","True","Document.","Medium"
"Le VES = VTD – VTS.","True","Document.","Medium"
"La contractilité dépend de l’oxygénation myocardique.","True","Document.","Medium"
"La circulation coronaire se fait en systole.","False","En diastole.","Medium"
"Une hyperthyroïdie peut être une cause extracardiaque d’IC.","True","Document.","Medium"
"L’IC du nouveau-né peut être due à une ischémie myocardique.","True","Document.","Medium"
"Le diagnostic différentiel de l’IC chez le nourrisson inclut la bronchiolite.","True","Document.","Medium"
"La restriction hydrique est recommandée dans l’IC.","True","Document.","Medium"
"Le captopril doit être débuté à dose élevée.","False","Dose la plus faible puis augmentation progressive.","Medium"
"L’IC a une mortalité importante en phase aiguë.","True","Document.","Medium"
"Le pronostic à long terme dépend de l’étiologie.","True","Document.","Medium"
"La tachycardie est un signe de bonne compensation.","False","D’intolérance.","Medium"
"Les signes de congestion droite sont rares chez le nouveau-né.","True","Document (difficiles à apprécier).","Difficult"
"La turgescence des veines jugulaires est un signe précoce chez le nourrisson.","False","Difficile à apprécier.","Difficult"
"L’ICT chez le nourrisson est de 0,55.","True","Document.","Difficult"
"La classe IV de Ross chez le nourrisson nécessite une hospitalisation.","True","Implicite.","Difficult"
"Le furosémide peut être administré jusqu’à 8 mg/kg/j.","True","Document.","Difficult"
"L’enalapril se donne en 2-3 prises par jour.","False","1 prise.","Difficult"
"La spironolactone est un épargneur potassique.","True","Non dit mais connu.","Difficult"
"L’anémie est une cause cardiaque d’IC.","False","Extracardiaque.","Difficult"
"La polyglobulie peut entraîner une IC.","True","Document.","Difficult"
"L’HTAP est une cause pulmonaire d’IC.","True","Document.","Difficult"
"La péricardite constrictive diminue la compliance ventriculaire.","True","Document.","Difficult"
"Le cathétérisme cardiaque est un examen de première intention.","False","Après échographie.","Difficult"
"La surveillance de la créatininémie est utile sous IEC.","True","Document.","Difficult"
"L’IC du grand enfant peut être due à une endocardite infectieuse.","True","Document.","Difficult"
