"front","back","cognitive_level"
"Quelle est la définition d’une leucorrhée ?","Écoulements vulvaires non sanglants provenant de l’appareil génital féminin (endocol, col, vagin, vestibule vulvaire).","Recall"
"Quelle est l’étiologie la plus fréquente des leucorrhées ?","Presque toujours d’étiologie infectieuse, entrant dans le cadre des IST.","Recall"
"Quels sont les deux pronostics qui peuvent être mis en jeu par une leucorrhée ?","1) Pronostic fonctionnel (reproduction – stérilité). 2) Pronostic vital à long terme (symptomatique d’un néoplasie – HPV/IST).","Recall"
"Quelles sont les deux origines des sécrétions vaginales physiologiques ?","1) Desquamation vaginale. 2) Glaire cervicale (en période péri-ovulatoire).","Recall"
"Quel est le rôle du glycogène intracellulaire dans le vagin et quel est le pH vaginal normal ?","Le glycogène est transformé en acide lactique par les bacilles de Döderlein et autres bactéries. pH vaginal normal : 3,8 à 4,6 (milieu acide). La charge en glycogène est œstrogéno-dépendante.","Recall"
"Citez trois caractéristiques de la glaire cervicale physiologique.","1) Translucide. 2) Analogue au blanc d’œuf cru. 3) Cristallisant en feuille de fougère. 4) Abondance augmentée du 8ème au 15ème jour du cycle. 5) Très abondante lors de l’ovulation.","Recall"
"Quels sont les trois critères qui différencient une leucorrhée physiologique d’une leucorrhée pathologique ?","Une leucorrhée physiologique : 1) jamais associée à des troubles fonctionnels (irritation, prurit, douleur, dyspareunie). 2) Inodore. 3) Pas de polynucléaires à l’examen microscopique.","Recall"
"Citez les trois types de flore vaginale normale.","1) Flore bactérienne de portage : Lactobacillus. 2) Flore intestinale colonisante (E. coli, streptocoques, staphylocoques, Gardnerella vaginalis, Candida albicans...). 3) Flore oropharyngée.","Recall"
"Quels antécédents médicaux orientent vers une leucorrhée d’origine mycosique ?","Diabète (candidose vulvo-vaginale), immunodépression (VIH ou immunosuppresseurs).","Recall"
"Quels antécédents gynécologiques sont importants à rechercher ?","Âge de la ménarche, jour du cycle, port de DIU, épisodes similaires (IST récidivantes), antécédents d’IST, notion de manœuvres endo-utérines (curetage d’IVG), antécédent de GEU (séquelles de Chlamydia).","Recall"
"Citez trois facteurs favorisant une infection mycosique.","1) Antibiothérapie (destruction flore normale). 2) Corticothérapie. 3) Œstroprogestatifs.","Recall"
"Quelles sont les cinq caractéristiques à préciser devant une leucorrhée (couleur, consistance, odeur...) ?","Couleur (blanchâtre, jaunâtre, verdâtre, grisâtre), consistance (spumeuse, caillebottée), odeur (poisson pourri, plâtre frais), circonstances de survenue, signes associés.","Recall"
"Quels signes à l’inspection vulvo-périnéale orientent vers une infection mycosique ?","Œdème vulvaire et lésions de grattage.","Recall"
"Quel aspect de la vulve oriente vers une infection à Trichomonas ?","Rougeur vulvaire (« vulve framboisée »).","Recall"
"Qu’est-ce que le signe de skénite ?","Issu de pus de part et d’autre du méat urinaire.","Recall"
"Qu’est-ce qu’une bartholinite ?","Tuméfaction douloureuse située dans l’épaisseur de la grande lèvre.","Recall"
"Quels aspects cervicaux au spéculum peuvent être pathologiques ?","Rouge framboisée (Trichomonas), œdème cervical, inflammation cervicale, lésions cervicales suspectes (ulcérations saignant au contact ou bourgeonnement – cancer).","Recall"
"Quel signe clinique évocateur d’une infection génitale haute retrouvé au toucher vaginal ?","Douleur à la mobilisation utérine.","Recall"
