question,answer,explanation,difficulty
"Le corps genouillé latéral devient mature à 6 mois.",True,"Le document indique : 6 mois après la naissance : corps genouillé latéral devient mature.","Easy"
"La rétine et les photorécepteurs deviennent matures à 2 ans.",False,"Le document précise : 4 ans : rétine, photorécepteurs, cellules ganglionnaires.","Easy"
"La plasticité cérébrale persiste jusqu’à 11 ans.",True,"Le document indique : La période sensible de la plasticité cérébrale dure jusqu’à 11 ans.","Easy"
"À la naissance, l’enfant a une fixation et poursuite visuelle.",False,"Le document précise : Naissance : Réaction à une lumière vive, RPM présent (pas de fixation).","Medium"
"À 1 mois, le bébé fixe un visage à 20-50 cm.",True,"Le document indique : 1 mois : fixation d’un visage à une faible distance de 20 à 50 cm.","Easy"
"À 3-4 mois, le bébé visualise le bleu en priorité.",False,"Le document précise : Il commence à visualiser les couleurs : Le rouge +++","Easy"
"À 5 mois, l’enfant attrape les objets (coordination œil-tête-main).",True,"Le document indique : 5 mois : coordination du réflexe œil -tête-main : il attrape les objets.","Easy"
"La vision stéréoscopique apparaît à 6 mois.",True,"Le document précise : 6 mois : Vision stéréoscopique.","Easy"
"À 1 an, l’acuité visuelle est de 7/10ème.",False,"Le document indique : 1 an : acuité visuelle atteint 4/10.","Easy"
"À 5-6 ans, l’acuité visuelle atteint 10/10ème.",True,"Le document précise : 5ans - 6 ans : acuité visuelle de 10/10ème.","Easy"
"La prématurité avec poids < 2500 g est un facteur de risque.",False,"Le document précise : Poids de naissance < 1500 g.","Medium"
"L’exposition in utero à la cocaïne et l’alcool est un facteur de risque.",True,"Le document cite : Exposition in utero à la cocaïne et l’alcool.","Easy"
"La trisomie 21 est un facteur de risque de développement visuel anormal.",True,"Le document indique : Anomalies chromosomiques (trisomie 21).","Easy"
"Le test de bébé vision est un test vrai d’acuité visuelle.",False,"Le document précise : Ce n’est pas un test vrai d’acuité visuelle.","Medium"
"Le test de bébé vision permet de comparer les deux yeux pour dépister une amblyopie.",True,"Le document indique : Intérêt : comparer les résultats des deux yeux afin de dépister une amblyopie.","Medium"
"Les tests de Rossano et Pigassou utilisent des images familières.",True,"Le document précise : Utilisation des images familières (tests de Rossano, de Pigassou).","Medium"
"L’échelle de Monoyer est utilisée dès l’âge de 3 ans.",False,"Le document indique : tests d’acuité identiques aux adultes (à partir de 5 ans).","Easy"
"Le signe de Franceschetti est un réflexe digito-oculaire.",True,"Le document précise : Signe de Franceschetti : réflexe digito-oculaire.","Medium"
"Le signe de l’éventail est pathognomonique d’une amblyopie.",False,"Le document décrit le signe de l’éventail comme un signe de malvoyance grave.","Medium"
"Un strabisme divergent chez l’enfant nécessite une consultation urgente.",True,"Le document indique : Si divergent : référer en urgence en service spécialisée ++","Medium"
"La leucocorie peut révéler un rétinoblastome.",True,"Le document cite : Leucocorie : cataracte congénitale, rétinoblastome.","Easy"
"La rétinopathie des prématurés est une infection congénitale.",False,"Le document la cite comme une pathologie distincte des infections maternelles.","Medium"
"Les hémorragies rétiniennes évoquent le syndrome de l’enfant secoué.",True,"Le document indique : Maladie des enfants secoués ou battus (présence d’hémorragies rétiniennes).","Easy"
"L’examen de la réfraction sous cycloplégique se fait entre 9 et 12 mois.",True,"Le document précise : Entre 9-12 mois : examen de la réfraction sous cycloplégique.","Medium"
"Le traitement optimal d’une cataracte congénitale est avant 6 mois.",False,"Le document indique : Avant l’âge de 2 mois : traitement optimal d’une cataracte congénitale.","Medium"
"15-20% des enfants de moins de 6 ans ont une anomalie visuelle.",True,"Le document précise : 15 - 20% des enfants < 6ans présentent une anomalie visuelle.","Easy"
"La prise en charge des troubles visuels est multidisciplinaire.",True,"Le document indique : Prise en charge multidisciplinaire : ophtalmologiste, médecin généraliste, pédiatre.","Easy"
"L’indifférence visuelle est toujours une cécité congénitale.",False,"Le document précise : peut correspondre à un simple retard de maturation ou à une cécité congénitale organique.","Medium"
"La convergence et la poursuite oculaires sont normales à 6 mois.",True,"Le document indique : 6 mois : La convergence et la poursuite oculaires sont normales.","Easy"
"L’amblyopie d’origine corticale est due à une anomalie du cristallin.",False,"Le document précise : mécanisme de l’amblyopie d’origine corticale : absence de stimulus visuel.","Medium"
