question, option1, option2, option3, option4, answer, explanation, difficulty
"Quel est le taux de mortalité maternelle à Madagascar ?", "398/100.000", "498/100.000", "598/100.000", "698/100.000", "2", "Le document : 'Taux à Madagascar : 498/100.000'", "Easy"
"Quelle est la principale cause de mortalité maternelle à Madagascar ?", "Infections", "Hémorragie (au cours de l'accouchement)", "Hypertension artérielle", "Paludisme", "2", "Le document : 'Causes : hémorragie (au cours de l'accouchement), infections péri-natales'", "Easy"
"Quel est le besoin quotidien en fer élément chez la femme enceinte ?", "30-60 mg", "60-120 mg", "120-180 mg", "180-240 mg", "2", "Le document : 'Besoin : Fer : 60 - 120 mg de Fer élément/j'", "Easy"
"Quel est le besoin quotidien en folate chez la femme enceinte ?", "250 µg/j", "500 µg/j", "750 µg/j", "1000 µg/j", "2", "Le document : 'Folate : 500µg/j'", "Easy"
"Quelle est la durée recommandée de la supplémentation en FAF ?", "3 mois", "4 mois", "5 mois", "6 mois", "4", "Le document : 'Durée : 06 mois'", "Easy"
"À partir de quelle semaine de gestation débute le TPI (Traitement Préventif Intermittent du paludisme) ?", "16 SA", "18 SA", "20 SA", "22 SA", "3", "Le document : 'à partir de la 20è SA'", "Easy"
"Quel est le schéma du TPI ?", "1 cp par mois", "3 cp en une prise tous les mois", "2 cp par jour", "1 cp par semaine", "2", "Le document : 'Dose recommandée : 03 cp en une prise tous les mois, à partir de la 20è SA (20, 24, 28), à renouveler une ou deux fois'", "Easy"
"Quel est le pourcentage de protection après la VAT2 ?", "50%", "70%", "80%", "90%", "3", "Le document : 'VAT2 : 80% protection pendant 03 Ans'", "Easy"
"Quel est le pourcentage de protection après la VAT3 ?", "80%", "85%", "90%", "95%", "3", "Le document : 'VAT3 : 90% protection pendant 05 ans'", "Easy"
"Quel est le pourcentage de protection après la VAT4 ?", "95%", "97%", "99%", "100%", "3", "Le document : 'VAT4 : 99% protection pendant 10 ans'", "Easy"
"Quelle est la molécule utilisée pour le déparasitage pendant la grossesse ?", "Albendazole", "Mebendazole 400 mg, 1 dose", "Praziquantel", "Ivermectine", "2", "Le document : 'Mebendazole 400 mg, 1 dose'", "Easy"
"Quelle est la porte d'entrée du tétanos néonatal ?", "Voie respiratoire", "Cordon ombilical", "Peau", "Muqueuse digestive", "2", "Le document : 'Porte d'entrée : cordon ombilical'", "Easy"
"Quel est l'effet du Misoprostol en intra-rectal en post-partum ?", "Augmente l'hémorragie", "Arrête l'hémorragie en cas d'atonie utérine", "Déclenche le travail", "Prévient l'infection", "2", "Le document : 'Arrête l'hémorragie en cas d'atonie utérine'", "Easy"
"Quand débute le calendrier vaccinal VAT ?", "Au T1 (10-15 SA)", "Au T2", "Au T3", "Après l'accouchement", "1", "Le document : 'Au T1 : début calendrier vaccinal VAT (10 - 15SA)'", "Easy"
"Quand débute la supplémentation en FAF ?", "Au T1", "Au T2", "À partir de 28 SA (T3)", "Après l'accouchement", "3", "Le document : 'Supplémentation FAF dès 28 SA'", "Easy"
"Quelles sont les complications fœtales du paludisme gestationnel ?", "Malformations, RCIU", "Avortement, prématurité, petit poids de naissance, décès néonatal", "Syndrome transfuseur-transfusé", "Hématome rétro-placentaire", "2", "Le document : 'Complications foetales : Avortement, Prématurité, Petit poids de naissance (PPN), Décès néonatal'", "Medium"
"Quelles sont les conséquences de l'anémie sur la grossesse ?", "Malformations", "Prématurité, décès in utero, RCIU, faible poids de naissance, mauvaise tolérance à l'HPP", "Diabète gestationnel", "Prééclampsie", "2", "Le document : 'Prématurité, Décès in utéro, RCIU, faible poids de naissance, Mauvaise tolérance à l'HPP'", "Medium"
"Quel est l'effet secondaire de la Pyriméthamine ?", "Nausées", "Tératogène chez l'animal", "Diarrhée", "Céphalées", "2", "Le document : 'La Pyriméthamine est tératogène chez l'animal'", "Medium"
"Quel est le délai entre VAT1 et VAT2 ?", "2 semaines", "3 semaines", "4 semaines", "6 semaines", "3", "Le document : '04 sem après VAT1'", "Easy"
"Quel est le délai entre VAT2 et VAT3 ?", "3 mois", "4 mois", "5 mois", "6 mois", "4", "Le document : '6 mois après VAT 2'", "Easy"
"Quel est le délai entre VAT3 et VAT4 ?", "6 mois", "9 mois", "12 mois (01 an)", "18 mois", "3", "Le document : '01 an après VAT 3'", "Easy"
"Quelle est la dose de Misoprostol actuellement en expérimentation ?", "1 cp de 200µg", "3 cp de 200µg", "5 cp de 200µg", "10 cp de 200µg", "3", "Le document : 'donner 5 cp de Misoprostol 200µg à la femme'", "Medium"
"Quelle est la voie d'administration du Misoprostol pour l'hémorragie du post-partum à domicile ?", "Voie orale", "Voie intra-rectale", "Voie sublinguale", "Voie vaginale", "2", "Le document : 'en Intra-rectal (par la matronne)'", "Medium"
"Quelle est la proportion de femmes qui accouchent en dehors des formations sanitaires dans les pays pauvres ?", "30-40%", "40-50%", "50-60%", "60-70%", "4", "Le document : 'Dans les pays pauvres, 60-70% des femmes accouchent en dehors des formations sanitaires'", "Medium"
"Quand faut-il administrer la 3ème dose de TPI ?", "Chez toutes les femmes", "Chez les femmes VIH(+) uniquement", "Chez les primipares", "Chez les multipares", "2", "Le document : '3ème si VIH (+)'", "Medium"
"Quel est l'effet secondaire du Mebendazole en traitement prolongé ?", "Nausées", "Alopécie", "Diarrhée", "Vertiges", "2", "Le document : 'Effets secondaires : troubles digestifs, alopécie en traitement prolongé'", "Medium"
"Quels sont les OMD mentionnés dans le document ?", "OMD 1 et 2", "OMD 3 et 4", "OMD 4 et 5", "OMD 5 et 6", "3", "Le document : 'OMD 4 : Réduire la mortalité infantile, OMD 5 : améliorer la santé maternelle'", "Easy"
"Quelles sont les trois causes de mortalité infantile citées ?", "Infection, hémorragie, paludisme", "Infection, asphyxie, prématurité", "Asphyxie, anémie, paludisme", "Prématurité, malformations, infections", "2", "Le document : 'Causes : infection, asphyxie, prématurité'", "Easy"
"Quelle est la durée de protection de la VAT2 ?", "1 an", "2 ans", "3 ans", "5 ans", "3", "Le document : 'VAT2 : 80% protection pendant 03 Ans'", "Easy"
"Quelle est la durée de protection de la VAT4 ?", "5 ans", "7 ans", "10 ans", "15 ans", "3", "Le document : 'VAT4 : 99% protection pendant 10 ans'", "Easy"
