"question","option1","option2","option3","option4","answer","explanation","difficulty"
"Où se situent les lésions histologiques dans la glomérulonéphrite extra-membraneuse (GNEM) ?","Sur le versant interne endothélial de la membrane basale","Sur le versant externe sous-épithélial de la membrane basale","Dans le mésangium","Au niveau des artérioles afférentes","2","Le document définit la GNEM : ''Les lésions histologiques touchent le versant externe sous épithéliale de la membrane basale''.","Easy"
"Quel est le pourcentage de GNEM chez l'adulte selon le document ?","7%","20%","40%","60%","3","Le document indique pour l'adulte : ''40%'' dans le tableau épidémiologique.","Easy"
"Quel est le pourcentage de GNEM chez l'enfant selon le document ?","40%","7%","15%","25%","2","Le document indique pour l'enfant : ''7%'' dans le tableau épidémiologique.","Easy"
"Quelle est la particularité de la GNEM sur le plan thrombotique ?","Thrombose artérielle rénale","Thrombose veineuse profonde (rénale)","Embolie pulmonaire systématique","Thrombose porte","2","Le document précise : ''Thrombose veineuse profonde (rénale) = particularité de la maladie''.","Easy"
"Quel aspect histologique caractéristique est observé en microscopie optique après imprégnation argentique ?","Aspect en ''chapeau de gendarme'' (humps)","Aspect en ''spikes'' (expansion perpendiculaire à la MB)","Aspect en ''lune claire''","Aspect en ''verre dépoli''","2","Le document décrit : ''imprégnation argentique [...] expansion perpendiculaire à la membrane basale (SPIKE) => aspect hérissé et dentelé''.","Easy"
"Quels anticorps sont détectés en immunofluorescence dans la GNEM ?","Anti-IgA et anti-C1q","Anti-IgG et anti-C3","Anti-IgM et anti-fibrine","Anti-CHA50","2","Le document indique : ''Immunofluorescence : dépôt extramembraneux d'Ig coloré par les anti-IgG et anti-C3''.","Easy"
"Quel est le pourcentage de GNEM primitive (idiopathique) selon le document ?","50%","65%","85%","95%","3","Le document précise : ''PRIMITIVE (85%)''.","Easy"
"Quel est l'objectif tensionnel dans le traitement non spécifique de la GNEM ?","TA < 120/70 mmHg","TA < 130/80 mmHg","TA < 140/90 mmHg","TA < 150/95 mmHg","2","Le document indique : ''cible : TA < 130/80 mmHg''.","Easy"
"Quelle est la cible de protéinurie dans le traitement non spécifique de la GNEM ?","< 0,1 g/24h","< 0,3 g/24h","< 0,5 g/24h","< 1 g/24h","3","Le document précise : ''objectif : Protéinurie < 0,5 g/24h''.","Easy"
"Quel médicament est cité comme traitement d'actualité dans la GNEM ?","Cyclosporine","Rituximab","Azathioprine","Cortancyl","2","Le document mentionne : ''Rituximab (traitement d'actualité)''.","Easy"
