"question","answer","explanation","difficulty"
"Les dermatophyties sont des infections fongiques superficielles.","True","'Infection fongique superficielles'","Easy"
"Les dermatophyties peuvent toucher la couche cornée, les poils et les ongles.","True","'structure cutanée kératinisée couche cornée, poils, ongles'","Easy"
"Les dermatophytes sont des levures.","False","'champignon type filamenteux'","Easy"
"L'épidermomycose désigne une infection des ongles.","False","'Epidermomycose : épidémique' (surface cutanée)","Easy"
"La teigne est une infection du cuir chevelu.","True","'Teigne : cuir chevelu, barbe, poils'","Easy"
"Les lésions de dermatophytie ont des bordures émiettées.","False","'bordures nette ou papuleuse'","Easy"
"Les dermatophyties évoluent de façon centrifuge avec guérison centrale.","True","'Evolution centrifuge' et 'guérison centrale'","Easy"
"Le pied d'athlète est une dermatophytie des petits plis.","True","'Pied d’athlète (intertrigo inter-orteil deramtophytique)'","Easy"
"L'onyxis dermatophytique donne un ongle jaune verdâtre.","True","'ongle jaune verdâtre, terne'","Easy"
"La teigne tondante donne une alopécie définitive.","False","'alopécies réversible'","Easy"
"Le kérion est une teigne suppurative avec alopécie cicatricielle.","True","'Teignes suppurative o kérion : ... alopécie cicatricielle'","Easy"
"Le favus est caractérisé par des cupules jaunes (godet favique).","True","'cupule jaunes, à concavité supérieurs = godet favique'","Easy"
"La lumière de Wood donne une fluorescence jaune-verte pour les trichophytons.","False","'Fluorescence jaune-verte : D. microsporique'","Easy"
"Les dermatophytes sont kératinophiles.","True","'kératinophiles'","Easy"
"Les dermatophytes respectent les muqueuses.","True","'Respectent les muqueuses'","Easy"
"La transmission des dermatophytes peut se faire de l'animal à l'homme.","True","'Anime à homme'","Easy"
"Les formes localisées de dermatophytie se traitent par antimycosique topique pendant 4-8 semaines.","True","'Forme localisées : antimycosique topiques (4 – 8 semaines)'","Easy"
"Le pied d'athlète touche préférentiellement le 1er espace interdigital.","False","'Atteinte isolée du 4e espace'","Easy"
"La teigne microscporique fluoresce à la lumière de Wood.","True","'Fluorescence jaune-verte : D. microsporique'","Easy"
"Les formes étendues de dermatophytie nécessitent un traitement topique seul.","False","'antimycosique topique et par voie générale'","Medium"
"L'eczéma de contact a des bordures nettes et une guérison centrale.","False","'Eczéma de contact (bordure émietté, pas de guérison centrale)'","Medium"
"Le lupus érythémateux chronique est un diagnostic différentiel des teignes.","True","'Lupus érythémateux chronique du cuir'","Medium"
"L'humidité favorise les dermatophyties.","True","'Facteurs favorisant : humidité'","Medium"
"La culture sur Sabouraud des dermatophytes prend 24-48 heures.","False","'3 à 4 semaines'","Medium"
"Les dermatophytes sont des champignons filamenteux.","True","'champignon type filamenteux'","Medium"
"L'onyxis dermatophytique débute par le bord libre de l'ongle.","True","'Début en son bord libre'","Medium"
"La teigne trichophytique donne des grandes plaques alopéciques.","False","'petites lésions éparses'","Medium"
"Le kérion peut laisser une alopécie cicatricielle.","True","'alopécie cicatricielle'","Medium"
"Les dermatophytes sont des champignons opportunistes.","False","'Toujours pathogènes ++++'","Medium"
"Le savon acide est recommandé dans le traitement des dermatophyties.","False","'éviction du savon acide'","Medium"
"L'intertrigo inguinal dermatophytique est souvent bilatéral.","True","'Ou axillaire uni ou bilatérales' (inguinal non précisé mais implicite)","Medium"
"Les dermatophytes peuvent être transmis par le sol.","True","'Sole à homme'","Medium"
"La teigne de la barbe se présente sous forme de plages papuleuses inflammatoires.","True","'plages papuleuses inflammatoires, pustuleuses, verruqueuses'","Difficult"
"L'évolution centrifuge des dermatophyties est due à la migration du champignon.","True","'Evolution centrifuge'","Difficult"
"L'examen direct mycologique montre des filaments mycéliens et des spores.","True","'Examen directe : filaments mycéliens spores'","Medium"
"Le pityriasis rosé de Gilbert est un diagnostic différentiel des dermatophyties.","True","'Pityriasis rosé de Gilbert'","Medium"
"La griséofulvine est un antifongique utilisé dans les dermatophyties.","True","'griseofulvine'","Medium"
