"question","option1","option2","option3","option4","answer","explanation","difficulty"
"Que sont les dermatophyties ?","Infections bactériennes cutanées","Infections fongiques superficielles","Infections virales cutanées","Infections parasitaires","2","'Infection fongique superficielles'","Easy"
"Quelle structure cutanée est touchée par les dermatophyties ?","Couche cornée, poils, ongles","Derme profond","Hypoderme","Glandes sudorales","1","'structure cutanée kératinisée couche cornée, poils, ongles'","Easy"
"Quel est le type de champignon responsable des dermatophyties ?","Levure","Champignon filamenteux kératinophile","Moisissure","Candida","2","'champignon type filamenteux ; kératinophiles'","Easy"
"Quel est le nom de l'infection des ongles par dermatophyte ?","Teigne","Onychomycose","Epidermomycose","Intertrigo","2","'Onychomycose : ongle'","Easy"
"Quel est le nom de l'infection du cuir chevelu par dermatophyte ?","Onychomycose","Epidermomycose","Teigne","Intertrigo","3","'Teigne : cuir chevelu, barbe, poils'","Easy"
"Quel est l'aspect typique des lésions de dermatophytie de la peau pileuse ?","Plaques squameuses bien limitées, bordures nettes, guérison centrale, évolution centrifuge","Vésicules en bouquet","Croûtes jaunâtres","Lésions suintantes","1","'Petites à larges plaques squameuses bien limitées, bordures nette... guérison centrale... Evolution centrifuge'","Easy"
"Quelle est la forme de dermatophytie des grands plis la plus fréquente ?","Plis axillaires","Plis inguinaux","Plis sous-mammaires","Plis rétro-auriculaires","2","'Dermatophyties des grands plis ou intertrigos à dermaptophytes : Lésion des plie inguinaux ++'","Easy"
"Quel est le nom de l'intertrigo inter-orteil dermatophytique ?","Pied d'athlète","Onyxis","Kérion","Favus","1","'Pied d’athlète (intertrigo inter-orteil deramtophytique)'","Easy"
"Quel espace interdigital est le plus souvent touché dans le pied d'athlète ?","1er espace","2ème espace","3ème espace","4ème espace","4","'Atteinte isolée du 4e espace'","Easy"
"Quel est l'aspect de l'onyxis dermatophytique ?","Ongle jaune verdâtre, terne, extension progressive","Coloration brun verdâtre","Bourrelet péri-unguéal douloureux","Ongle noir","1","'ongle jaune verdâtre, terne, extension progressive vers la matrice'","Easy"
"Quelle teigne donne une fluorescence jaune-verte à la lumière de Wood ?","Teigne trichophytique","Teigne microscporique","Teigne favique","Kérion","2","'Fluorescence jaune-verte : D. microsporique'","Easy"
"Quelle teigne n'a pas de fluorescence à la lumière de Wood ?","Teigne microscporique","Teigne trichophytique","Teigne favique","Kérion","2","'Sans fluorescence : D. trhichophytique'","Easy"
"Quel est l'aspect de la teigne favique ?","Plaques alopéciques","Cupules jaunes (godet favique)","Petites lésions éparses","Placard inflammatoire","2","'Teigne favique ou favus : cupule jaunes, à concavité supérieurs = godet favique'","Easy"
"Quel est le type de champignon des dermatophyties ?","Filamenteux kératinophile","Levure","Bactérie","Virus","1","'Champignons filamenteux kératinophiles'","Easy"
"Citez un genre de dermatophyte.","Candida","Epidermphyton","Aspergillus","Penicillium","2","'Dermatophytes : 3 genres : Epidermphyton, Trichophyton, Mocrosporum'","Easy"
"Les dermatophytes respectent-ils les muqueuses ?","Oui","Non","Parfois","Selon l'espèce","1","'Respectent les muqueuses'","Easy"
"Quel est le mode de transmission des dermatophytes ?","Contact interhumain, animal-homme, sol-homme","Voie aérienne","Alimentaire","Vectorielle","1","'Transmission : par contact : Interhumaine, Anime à homme, Sole à homme'","Easy"
