"question","option1","option2","option3","option4","answer","explanation","difficulty"
"Quelle est la définition d’une uvéite selon le document ?","Inflammation de la cornée","Inflammation de l’uvée (membrane vasculaire intermédiaire qui enveloppe l’œil)","Inflammation de la sclère","Inflammation de la conjonctive","2","Le document définit : « Inflammation de l’uvée qui constitue la membrane vasculaire, intermédiaire, qui enveloppe l’œil ».","Easy"
"Qu’est-ce qu’une iridocyclite ?","Inflammation de l’iris uniquement","Inflammation du corps ciliaire uniquement","Inflammation de l’iris et du corps ciliaire","Inflammation de la choroïde","3","Le document précise : « Uvéite antérieure : Inflammation de l’iris : iritis et/ou le corps ciliaire : cyclite, = Irido-cyclite ».","Easy"
"Qu’est-ce qu’une pan-uvéite ou uvéite totale ?","Uvéite touchant uniquement l’antérieur","Uvéite touchant uniquement le postérieur","Uvéite touchant l’uvée antérieure, intermédiaire et postérieure","Uvéite sans inflammation","3","Le document définit : « La pan-uvéite ou uvéite totale : touche l’uvée antérieure, intermédiaire et postérieure ».","Easy"
"Quel est le type d’uvéite le plus fréquent (TDD) selon le document ?","Uvéite postérieure","Uvéite antérieure aiguë (iritis, cyclite, iridocyclite)","Pan-uvéite","Uvéite intermédiaire","2","Le document indique : « TDD : Uvéite antérieure aiguë (iritis, cyclite, iridocyclite) – Fréquente ».","Easy"
"Quelle est la présentation clinique typique d’une uvéite antérieure aiguë ?","Œil blanc indolore","Œil rouge douloureux avec baisse de l’acuité visuelle","Œil rouge indolore","Œil blanc douloureux","2","Le document précise : « Œil rouge douloureux avec Baisse de l’acuité visuelle ».","Easy"
"Quel est l’aspect pupillaire typique dans l’uvéite antérieure aiguë ?","Mydriase","Myosis","Anisocorie","Pupille normale","2","Le document indique : « Pupille en myosis ».","Easy"
"Quel signe pathognomonique de l’uvéite antérieure aiguë est observé à la lampe à fente ?","Cercle péri-kératique","Effet Tyndall de la chambre antérieure","Hypopion","Synéchies","2","Le document précise : « Effet Tyndall de la chambre antérieure : Pathognomonique ».","Easy"
"Que sont les précipités rétrodescemétiques (PRD) ?","Dépôts sur la face antérieure de la cornée","Dépôts à la face postérieure de la cornée","Dépôts sur le cristallin","Dépôts sur l’iris","2","Le document indique : « Dépôts rétro-cornéens ou précipités rétrodescemétiques (descemétite) : PRD ».","Easy"
"Qu’est-ce que l’hypopion dans l’uvéite antérieure aiguë ?","Pus septique","Pus aseptique (sédimentation inférieure en cas de Tyndall très important)","Sang","Exsudat fibrineux","2","Le document précise : « Hypopion par sédimentation inférieure […] Pus aseptique ».","Easy"
"Quelle est la tension oculaire normale au tonomètre de Goldman ?","10 +/- 2 mmHg","15 +/- 5 mmHg","20 +/- 3 mmHg","25 +/- 5 mmHg","2","Le document indique : « Normale : 15 +/- 5 mmHg ».","Easy"
"Quel est l’aspect de l’uvéite postérieure à l’inspection ?","Œil rouge douloureux","Œil blanc et indolore","Œil rouge indolore","Œil blanc douloureux","2","Le document précise : « Uvéite postérieure : Œil blanc et indolore ».","Easy"
