"question","answer","explanation","difficulty"
"Quels sont les trois types d’origines infectieuses des kératites ulcéreuses cités dans le document ?","1) Virale (herpétique, zostérienne). 2) Bactérienne. 3) Mycosique. 4) Parasitaire (amibienne).","Le document détaille ces quatre catégories.","Easy"
"Citez quatre signes fonctionnels des kératites ulcéreuses.","1) Douleur brutale et importante. 2) Photophobie. 3) Larmoiement réflexe. 4) Blépharospasme. 5) Baisse de vision variable.","Le document liste ces signes.","Easy"
"Décrivez l’aspect de l’ulcère dendritique et son étiologie.","L’ulcère dendritique a un aspect en feuille de fougère ou en dendrite. Il est pathognomonique de la kératite épithéliale herpétique.","Le document le décrit ainsi.","Easy"
"Quelles sont les cinq couches histologiques de la cornée ?","1) Épithélium cornéen. 2) Membrane de Bowman. 3) Stroma cornéen (2/3 de l’épaisseur). 4) Membrane de Descemet. 5) Endothélium cornéen.","Le document liste ces couches.","Easy"
"Quels sont les trois diagnostics différentiels de la rougeur oculaire devant une kératite ulcéreuse ?","1) Conjonctivite (pas de douleur, cornée claire, test fluo négatif). 2) Uvéite antérieure aiguë (inflammation dans la chambre antérieure, test fluo négatif). 3) Glaucome aigu (œdème cornéen, hypertonie, test fluo négatif).","Le document détaille ces trois diagnostics.","Easy"
"Quel est le traitement antiviral local de la kératite herpétique épithéliale et sa posologie ?","Aciclovir pommade 3% : une application 5 fois par jour pendant 7 jours, puis 3 fois par jour jusqu’au 3ème jour après la cicatrisation.","Le document précise cette posologie.","Easy"
"Expliquez l’utilité du test à la fluorescéine dans le diagnostic et la surveillance des kératites ulcéreuses.","Le diagnostic : la fluorescéine se fixe sur l’ulcération (perte épithéliale) et devient fluorescente en lumière bleue, confirmant la perte tissulaire. Surveillance : la cicatrisation est confirmée par un test négatif (l’épithélium a reconquis sa surface).","Le document l’indique.","Easy"
"Quels sont les trois types d’ulcères herpétiques décrits au biomicroscope ?","1) Ulcère dendritique ou en feuille de fougère. 2) Kératite ponctuée superficielle. 3) Ulcère en carte géographique.","Le document liste ces trois aspects.","Easy"
"Pourquoi la cornée est-elle richement innervée et quelle conséquence clinique cela a-t-il ?","La cornée est 7 fois plus innervée que la pulpe dentaire par le nerf trijumeau V1. Conséquence : les kératites ulcéreuses sont extrêmement douloureuses (douleur brutale et importante).","Le document mentionne l’innervation et la douleur.","Easy"
"Expliquez la différence entre une kératite ulcéreuse et une kératite interstitielle sur le plan diagnostique.","Kératite ulcéreuse : perte tissulaire avec test à la fluorescéine positif. Kératite interstitielle : inflammation stromale sans perte de l’épithélium, test à la fluorescéine négatif.","Le document précise cette distinction.","Medium"
